,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,garifons,0.678,frontiers,0.799,frontiers,0.75,frontiers,0.747,frontiers,0.753,frontiers,0.842,frontiers,0.866,frontiers,0.868,frontiers,0.928,froutier,0.938,froutier,0.932,frontiers,0.778,frontiers,0.675,frontiers,0.718
1,garisons,0.674,tiers,0.606,fortifications,0.645,territory,0.592,ukraine,0.597,fiontiers,0.714,territory,0.727,territory,0.743,froutier,0.925,frontiers,0.935,fiontier,0.909,irontier,0.702,somaliland,0.648,francospanish,0.673
2,garrisons,0.608,garrisons,0.578,fortreffes,0.632,ukrain,0.585,moldavia,0.58,fronticrs,0.713,fiontiers,0.724,fiontier,0.739,fiontier,0.897,fiontier,0.913,irontier,0.905,monastir,0.69,francospanish,0.639,dutchgerman,0.663
3,frontiers,0.578,badajos,0.571,fortresses,0.624,bordering,0.58,fortrefles,0.577,territory,0.696,fortresses,0.682,ebro,0.68,irontier,0.841,irontier,0.902,frontiers,0.887,frontie,0.687,troops,0.626,albanian,0.635
4,magazines,0.563,valen,0.556,fronticrs,0.612,confines,0.576,bohemia,0.576,thefrontiers,0.682,armies,0.671,pruth,0.679,trontier,0.824,frontior,0.882,froatier,0.88,froutier,0.687,saar,0.622,macedonia,0.625
5,bosnia,0.563,magazines,0.556,widin,0.605,garrifons,0.573,walachia,0.575,autfrian,0.622,territories,0.67,provinces,0.675,territory,0.81,frostier,0.853,pamir,0.87,frontier—reuter,0.681,tribesmen,0.617,chiasso,0.624
6,fortifie,0.539,arragon,0.553,garrifons,0.599,fortreffes,0.561,servia,0.571,rhine,0.622,vistula,0.662,pyrenees,0.666,froutiers,0.795,rontier,0.85,rontier,0.861,bulgarians,0.672,rhineland,0.615,wissembourg,0.621
7,saar,0.501,albania,0.552,servia,0.587,garifons,0.561,coafts,0.571,provinces,0.613,provinces,0.661,catalonia,0.662,bessarabia,0.793,territory,0.848,trontier,0.856,rontier,0.672,ismid,0.613,vardar,0.619
8,fortifications,0.498,garrifons,0.55,troops,0.587,landfhut,0.559,territory,0.57,fortrefles,0.61,ebro,0.657,valcarlos,0.657,astrabad,0.787,froatier,0.84,frontior,0.854,bukovina,0.667,manchuli,0.608,serbia,0.617
9,castles,0.49,zines,0.547,garrisons,0.582,barrier,0.556,thuringia,0.57,territorv,0.608,khine,0.651,troops,0.656,isthmus,0.782,trontier,0.834,afghan,0.852,kurram,0.665,demilitarised,0.606,galicia,0.612
