,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,adjust,0.573,negociate,0.659,negociate,0.739,nego,0.583,negociate,0.721,negociate,0.875,negociate,0.858,negociate,0.907,negociate,0.953,negociate,0.928,negociate,0.864,negociate,0.72,nego,0.73,nego,0.69
1,ferences,0.545,negotiated,0.52,negociating,0.541,negotiation,0.534,negotiating,0.575,gotiate,0.69,negotiating,0.638,negotiating,0.653,negoeiate,0.842,negociato,0.859,negotiato,0.857,negotiating,0.656,negotiating,0.707,tiate,0.664
2,adjusting,0.531,adjust,0.487,negotiating,0.533,negociation,0.52,negociating,0.549,negociating,0.663,negociating,0.637,negociating,0.652,gociate,0.791,negotiato,0.84,negotiat,0.8,nego,0.611,tiate,0.672,negotiating,0.663
3,regulate,0.527,sollicit,0.479,nego,0.513,treaty,0.503,fettle,0.5,negotiating,0.648,negotiation,0.637,negociation,0.596,gotiate,0.769,negooiate,0.835,gotiate,0.774,tiating,0.597,negotiat,0.651,negotiated,0.592
4,accommodate,0.508,settle,0.478,negociated,0.485,subfidy,0.5,negotiated,0.496,negotiation,0.625,negociation,0.627,negotiated,0.593,negotiating,0.742,negotlate,0.804,negotiating,0.753,negoti,0.595,tiating,0.643,negotiat,0.589
5,concert,0.503,regulate,0.467,fettle,0.476,alliance,0.49,adjuft,0.489,nego,0.619,nego,0.622,negotiation,0.59,negociating,0.734,negoeiate,0.798,negotiation,0.746,negotiat,0.593,negoti,0.623,negotiations,0.584
6,deputation,0.491,negotiating,0.466,treat,0.475,trcaty,0.485,intermeddle,0.486,negociation,0.595,ratify,0.612,nego,0.571,ratify,0.718,negotiat,0.794,negociation,0.696,gotiate,0.579,negotiated,0.622,tiations,0.57
7,treaty,0.477,fettle,0.462,execute,0.467,accede,0.479,adjult,0.468,flipulate,0.58,gociate,0.604,negociated,0.565,negotiated,0.697,egotiate,0.784,negociating,0.687,negotiation,0.56,gotiate,0.611,tiating,0.56
8,overtures,0.475,negociating,0.454,negotiated,0.454,pleni,0.477,negociation,0.465,negociated,0.573,negociated,0.578,negoci,0.561,austlia,0.673,gotiate,0.766,nego,0.677,tiate,0.549,tiations,0.596,negotia,0.55
9,rences,0.474,treat,0.451,transact,0.448,tapis,0.476,mediators,0.458,forpeace,0.572,ncgociation,0.567,negociatiou,0.559,negociat,0.67,negotiating,0.753,tiating,0.653,tiations,0.547,negotiations,0.558,agreement,0.543
10,dispatches,0.472,follicit,0.444,transacting,0.446,republick,0.474,nego,0.454,gociate,0.572,mediation,0.559,negoti,0.526,nego,0.663,negoti,0.722,arrango,0.649,negociating,0.535,negotia,0.549,conclude,0.528
11,treat,0.465,dispatches,0.435,adjust,0.444,ratification,0.474,negociated,0.45,accede,0.557,apeace,0.556,ratify,0.521,negotiation,0.658,negociating,0.71,negotiatin,0.644,negotiations,0.522,intervene,0.547,agree,0.524
12,embassy,0.46,coningseck,0.434,negotiation,0.44,plenipo,0.473,tieaty,0.447,negociat,0.555,negotiated,0.555,mediation,0.515,invest,0.652,gociate,0.699,negoiations,0.639,dictate,0.516,arbitrate,0.543,discuss,0.519
13,ference,0.459,propose,0.434,theemperor,0.437,execute,0.464,negotiation,0.446,negociator,0.554,negociations,0.553,negotiations,0.513,reinvest,0.65,negociat,0.688,arbitrate,0.637,intervene,0.51,concede,0.534,ratify,0.518
14,depu,0.459,nego,0.429,negociation,0.435,sublidy,0.464,ratify,0.441,negotiated,0.553,porte,0.552,negoeiation,0.509,mnediation,0.646,negotiation,0.682,enterinto,0.633,negotia,0.5,negotiation,0.525,cooperate,0.518
15,ratifications,0.458,pasports,0.424,treaty,0.427,vienna,0.46,gotiation,0.44,ftipulate,0.552,negotiations,0.55,definitive,0.498,gnvernment,0.646,nego,0.682,tiations,0.63,negotiators,0.49,ratify,0.517,formulate,0.517
16,negotiation,0.455,concert,0.424,settle,0.426,convention,0.458,minillcrs,0.438,negotiators,0.552,atreaty,0.548,negocia,0.495,negociation,0.645,toarrange,0.668,negotiationi,0.628,concede,0.489,agreement,0.509,accede,0.511
17,propose,0.454,confer,0.423,ratification,0.426,ratify,0.453,treatv,0.436,negotiations,0.541,negociatiou,0.545,negociations,0.491,negoci,0.641,negotiated,0.668,negotiations,0.624,ratify,0.486,tiated,0.508,negotiation,0.509
18,fettle,0.452,passports,0.419,tiations,0.424,adjuft,0.453,talk,0.435,negotiator,0.541,negoeiation,0.544,treaty,0.488,accedo,0.64,negociation,0.661,settle,0.623,mediation,0.481,agree,0.504,negoti,0.508
19,conferences,0.45,accommodating,0.419,negoti,0.422,negotia,0.452,tampering,0.433,plenipotentiaries,0.54,conjointly,0.534,ncgociation,0.487,tocommunicate,0.637,tiate,0.653,delimit,0.621,cooperate,0.474,discuss,0.502,tiated,0.499
20,emperor,0.443,ambassadour,0.411,follicite,0.416,negociated,0.452,interfere,0.433,temporize,0.539,pacification,0.533,ratifica,0.483,tiators,0.635,otiate,0.65,arrange,0.621,negociations,0.473,negotiators,0.494,negotiators,0.495
21,mediation,0.442,assairs,0.409,congrcfs,0.414,ftipulated,0.45,guarantees,0.432,negocia,0.537,negotiator,0.528,eftendi,0.482,negociatiou,0.634,negot,0.648,underwrite,0.619,arbitrate,0.471,agreements,0.485,agreements,0.495
22,affair,0.438,dilpatch,0.409,commodate,0.413,mediation,0.45,accept,0.427,totreat,0.524,accede,0.526,negotia,0.481,tiation,0.634,reinvest,0.648,cooperate,0.618,potentiaries,0.47,formulate,0.485,authorise,0.494
23,envoys,0.432,refide,0.407,adjuft,0.41,negociating,0.449,invelt,0.425,tiations,0.523,negoci,0.524,ncgociations,0.474,mediation,0.634,arrange,0.646,communicate,0.617,bargaining,0.468,compromise,0.481,compromise,0.491
24,sueden,0.432,borgo,0.406,tiation,0.409,teflin,0.449,pacification,0.424,treaty,0.523,ncgociations,0.524,negoclation,0.474,negociated,0.633,colleot,0.644,resell,0.615,settle,0.467,cede,0.475,agreeing,0.488
25,negotiations,0.43,sinzendorff,0.405,vienna,0.408,defenfive,0.449,negotiations,0.423,pacification,0.521,treaty,0.522,stipulate,0.474,negotiat,0.633,negotiates,0.643,cooperata,0.615,conclude,0.466,cooperate,0.473,counterproposals,0.477
26,ambassador,0.427,congress,0.403,bassy,0.403,neutrality,0.449,tentiary,0.422,ncgociation,0.519,ofpeace,0.517,potentiaries,0.473,accede,0.632,arrarge,0.643,intrust,0.613,plenipotentiaries,0.465,enforce,0.469,mediation,0.475
