,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,representing,0.446,remonstrance,0.589,reprefentation,0.676,reprefentation,0.495,reprefentation,0.751,reprefentation,0.781,represen,0.716,sentation,0.729,representatiou,0.827,representatiou,0.867,represeutation,0.91,sentation,0.67,sentation,0.626,sentation,0.594
1,effigies,0.413,remon,0.516,sentation,0.576,dettingen,0.487,reprcfentation,0.67,reprcfentation,0.704,sentation,0.681,represen,0.69,represeutation,0.819,represention,0.847,representatiou,0.869,redistribution,0.601,representations,0.584,representa,0.575
2,composition,0.391,representations,0.515,representations,0.555,exaft,0.484,reprelentation,0.665,rcprefentation,0.693,representa,0.654,repiesentation,0.685,repiesentation,0.819,representationof,0.845,repiesentation,0.866,representa,0.589,redistribution,0.571,representations,0.56
3,presenting,0.375,represen,0.493,remonstrance,0.526,exaa,0.456,rcprefentation,0.655,reprelentation,0.677,reprefentation,0.636,repre,0.671,represention,0.804,repreeentation,0.843,repreeentation,0.856,proportional,0.584,proportional,0.558,cooption,0.549
4,sented,0.372,remonstrances,0.469,represen,0.518,exat,0.424,reprerentation,0.597,reprefcntation,0.676,repre,0.635,representa,0.65,sentation,0.795,represeutation,0.831,represeatation,0.85,cooption,0.558,representa,0.554,sentations,0.537
5,model,0.372,address,0.464,remonstrances,0.508,exaat,0.419,reprefientation,0.578,sentation,0.652,representative,0.622,sentative,0.63,representationof,0.785,repiesentation,0.827,renresentation,0.849,represen,0.542,represen,0.551,represen,0.521
6,establishment,0.354,answer,0.457,proposition,0.49,exac,0.415,repre,0.553,repreentation,0.624,sentative,0.61,represenitation,0.59,therepresentation,0.784,reprosentation,0.825,representatioa,0.845,representations,0.541,resentation,0.539,nominees,0.517
7,present,0.354,protestation,0.455,representa,0.489,exact,0.412,fentation,0.546,reprefientation,0.622,tative,0.535,representative,0.584,repreeentation,0.779,therepresentation,0.818,represention,0.843,redistribu,0.536,cooption,0.531,proportional,0.515
8,anniversary,0.349,addresses,0.454,strances,0.461,glorious,0.41,reprefcntation,0.532,reprerentation,0.621,represent,0.532,epresentation,0.581,representation—,0.776,lepresentation,0.808,repressntation,0.832,portional,0.529,sentations,0.53,status,0.51
9,dissolution,0.343,complaint,0.453,answer,0.461,exal,0.405,representations,0.515,repreientation,0.619,reprc,0.531,sentatives,0.576,repreaentation,0.775,repesentation,0.801,ropresentation,0.826,parliamentary,0.528,portional,0.521,voting,0.505
10,complemented,0.342,message,0.449,sembly,0.455,exadt,0.405,reprefenta,0.512,repiefentation,0.616,representations,0.526,representationi,0.575,representstion,0.775,represeatation,0.801,representatio,0.817,tradesunion,0.527,©lection,0.508,repre,0.501
11,seasonable,0.34,complaints,0.447,instances,0.455,recital,0.399,reprcfenting,0.504,reprefenration,0.608,rcpre,0.521,representation—,0.568,representatio,0.769,repreaentation,0.799,repreaentation,0.817,electoral,0.524,repre,0.499,representatives,0.497
12,medal,0.339,reprefentation,0.44,assembly,0.453,exaf,0.398,reprefen,0.489,repretentation,0.607,presentative,0.518,tatives,0.549,representatien,0.764,repreentation,0.797,repreentation,0.817,redivision,0.52,sentatives,0.497,sentative,0.496
13,convention,0.339,petition,0.437,repre,0.449,exa,0.397,idea,0.48,fentation,0.604,sentatives,0.518,tative,0.547,represeatation,0.756,renresentation,0.793,irepresentation,0.815,singlemember,0.517,autonomy,0.496,autonomy,0.496
14,explanation,0.338,representa,0.437,confession,0.448,victory,0.389,reprefentations,0.474,repre,0.586,representing,0.514,constituency,0.546,representatlon,0.748,representaton,0.793,reoresentation,0.814,cooptation,0.516,tatives,0.494,proposal,0.492
15,protestation,0.338,memorial,0.427,address,0.443,aftion,0.381,representing,0.472,reprefentarion,0.581,sentations,0.513,presentative,0.526,epresentation,0.744,represontation,0.789,tepresentation,0.813,constituencies,0.512,sentative,0.494,participation,0.487
16,expressing,0.338,propositions,0.426,interposition,0.44,engagement,0.375,representatives,0.448,represen,0.579,reform,0.5,constituencies,0.526,sentative,0.728,epresentation,0.789,lepresentation,0.81,repre,0.511,consultative,0.493,sentatives,0.486
17,oration,0.333,proposal,0.421,sentations,0.439,vitory,0.374,fentations,0.447,reprefintation,0.568,disfranchisement,0.497,entation,0.517,constituency,0.725,iepresentation,0.785,represontation,0.805,popularlyelected,0.51,redistribu,0.492,proposals,0.483
18,address,0.332,presentation,0.419,memorial,0.437,impoffibility,0.368,reprefenting,0.445,entation,0.555,elective,0.49,elective,0.513,ropresentation,0.723,tepresentation,0.783,representstion,0.793,electorates,0.507,council—that,0.492,redistribu,0.482
19,consideration,0.331,swer,0.403,protestation,0.436,acion,0.367,picture,0.443,representing,0.539,tatives,0.49,representing,0.51,representative,0.719,representatlon,0.782,reprosentation,0.791,enactment,0.506,parliamentary,0.491,redistribution,0.482
20,state,0.33,declaration,0.395,consideration,0.433,attion,0.364,conclusion,0.432,representa,0.536,manifestation,0.49,repr,0.509,seutation,0.717,ropresentation,0.777,representationof,0.789,pariiamentary,0.506,reoommendation,0.491,elections,0.48
21,specious,0.33,reply,0.392,proposal,0.432,exad,0.364,conftruction,0.428,representations,0.514,reforni,0.484,reprei,0.507,repreentation,0.712,representatioa,0.777,representatlon,0.788,elections,0.506,elections,0.49,coopted,0.476
22,amazement,0.33,ject,0.385,instance,0.431,aflion,0.363,rcpre,0.425,reprefenta,0.508,representatives,0.482,entative,0.505,constitnency,0.71,representationi,0.771,reprsentation,0.786,redistri,0.503,authority,0.489,authority,0.473
23,complement,0.33,presented,0.382,concession,0.429,condudl,0.359,expreflive,0.424,reprc,0.506,expression,0.475,franchise,0.498,irepresentation,0.709,represetation,0.769,represenitation,0.785,candidate,0.501,selfgovernment,0.488,constituencies,0.471
24,device,0.327,reflections,0.378,picture,0.429,circumfiance,0.357,wellfounded,0.423,rcpre,0.495,hensible,0.475,boroughs,0.49,represen,0.707,representstion,0.769,representationi,0.784,sentatives,0.499,electoral,0.488,representative,0.47
25,monster,0.326,reasons,0.378,astair,0.428,accoont,0.356,rejection,0.422,speaacle,0.49,proposition,0.473,iepre,0.487,representationi,0.705,representition,0.768,reprcsentation,0.779,constituency,0.499,pioposals,0.487,dissolution,0.469
26,solemn,0.326,repre,0.377,supposition,0.426,viaory,0.353,pidture,0.421,sentative,0.486,election,0.471,stituency,0.486,constituencies,0.702,reoresentation,0.76,represeutatiou,0.777,suffrage,0.499,suffrages,0.486,amalgamation,0.469
27,presented,0.326,resolution,0.374,description,0.424,rousd,0.352,fketch,0.416,reprefen,0.482,represented,0.47,reforming,0.484,representatioa,0.699,representatien,0.758,representaton,0.776,twomember,0.497,counoils,0.483,regionalism,0.469
28,refusal,0.325,conclusion,0.373,representing,0.423,initance,0.351,fcene,0.416,speftacle,0.472,fentation,0.462,tuency,0.484,represenitation,0.692,represntation,0.757,representtion,0.776,minorities,0.495,support,0.481,selfgoverning,0.468
29,scaffold,0.324,reso,0.372,fentation,0.423,viflory,0.351,ftriking,0.412,spetacle,0.472,unrepresented,0.461,representatives,0.484,representa,0.689,representetion,0.748,therepresentation,0.776,electors,0.494,status,0.48,suggestion,0.466
30,repre,0.324,letter,0.37,presumption,0.422,vidtory,0.349,conquefl,0.41,representative,0.472,parliaments,0.452,represent,0.481,constituenoy,0.687,irepresentation,0.747,representatior,0.767,montary,0.493,liamentary,0.48,abrogation,0.466
31,blessed,0.323,extracts,0.369,propositions,0.42,adion,0.348,aflcmbly,0.41,represented,0.472,applauses,0.449,inparliament,0.48,aentation,0.684,represenitation,0.747,represeitation,0.767,parhamentary,0.492,reconstitution,0.479,declara,0.466
32,procession,0.323,proposition,0.369,discussion,0.419,succeffes,0.347,reprefented,0.408,speffacle,0.471,contest,0.449,rottenborough,0.479,representation—the,0.681,representtion,0.743,representition,0.764,sentations,0.491,veto,0.479,tatives,0.465
33,demonstrations,0.321,modest,0.369,resolution,0.419,exalt,0.347,repref,0.408,represent,0.469,sentiment,0.449,reprc,0.472,repre,0.678,representatio,0.743,representationl,0.764,parliamentaiy,0.488,constituencies,0.479,suffrage,0.465
34,consort,0.32,conclusions,0.367,accusation,0.418,coronation,0.347,muchinjured,0.407,reprefentati,0.467,reprefen,0.448,eandidate,0.469,election,0.678,represenation,0.742,representatioi,0.763,tuencies,0.488,singlemember,0.477,recommendation,0.465
35,thanksgiving,0.32,speech,0.366,decision,0.416,action,0.346,defection,0.406,repref,0.464,elections,0.447,reform,0.466,coustituency,0.671,representaion,0.734,reprecentation,0.763,jerrymander,0.488,grouping,0.476,devolution,0.463
