,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,soveraign,0.655,soveraign,0.679,sove,0.76,vereign,0.572,sove,0.694,sove,0.806,vereign,0.78,vereign,0.782,sovereigu,0.931,sovereigu,0.901,sovereigu,0.881,sovereigu,0.693,ereign,0.536,sove,0.551
1,sove,0.579,sove,0.631,vereign,0.722,fovereign,0.544,sovcreign,0.672,sovercign,0.796,sove,0.753,sove,0.763,soverign,0.91,sovereiga,0.867,soveieign,0.871,overeign,0.657,sovereigns,0.509,sovereigns,0.495
2,dread,0.478,vereign,0.63,soveraign,0.677,sove,0.486,sovercign,0.66,sovcreign,0.767,soveieign,0.733,soveieign,0.757,soveieign,0.871,sovoreign,0.813,sovereiga,0.867,soverign,0.611,reigning,0.486,sover,0.466
3,subjefts,0.429,rightful,0.515,sovercign,0.615,rightful,0.461,vereign,0.628,vereign,0.746,sovereigu,0.701,sovereigu,0.725,sovereiga,0.823,soveieign,0.811,soverign,0.862,sovereigns,0.601,monarchs,0.485,halfsovereign,0.443
4,rightful,0.426,vfe,0.478,fovereign,0.576,culiar,0.422,fovereign,0.614,soveteign,0.715,monarch,0.7,overeign,0.709,sovereig,0.808,sovereig,0.803,overeign,0.816,ereign,0.589,emperor,0.484,emperor,0.425
5,governing,0.424,vse,0.467,sovereigns,0.507,princes,0.417,lovereign,0.588,soveieign,0.701,sovercign,0.695,sovereigni,0.674,sovercign,0.79,bovereign,0.792,sorereign,0.814,reignty,0.549,monarchial,0.481,halfsovereigns,0.423
6,gracious,0.422,lawful,0.457,reignty,0.491,succeffor,0.39,gracious,0.585,sovereigni,0.699,sovcreign,0.659,sovereign—,0.672,vereign,0.789,eovereign,0.781,soverein,0.812,sover,0.539,sovereignty,0.479,prerogatives,0.41
7,prerogative,0.408,dread,0.43,monarch,0.487,effi,0.388,overeign,0.58,soverein,0.672,sovereig,0.622,monarch,0.659,sovereigi,0.785,soverein,0.78,bovereign,0.8,sovereignty,0.535,sovereignity,0.472,sovereignty,0.409
8,deposing,0.406,gracious,0.428,rightful,0.487,dethrone,0.386,monarch,0.547,soverign,0.668,ereign,0.598,sorereign,0.648,sovoreign,0.782,soveroign,0.778,soveregn,0.787,prerogatives,0.524,rulers,0.472,reign,0.402
9,subjetts,0.404,raign,0.41,glorious,0.431,monarch,0.38,fove,0.538,vercign,0.628,sovereigni,0.593,sovereigi,0.643,sovereigni,0.78,sovereigo,0.778,eovereign,0.782,suzerain,0.516,halfsovereign,0.469,gautrey,0.394
