,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,terest,0.596,terest,0.732,terest,0.85,inrereft,0.58,intereft,0.693,terest,0.814,terest,0.859,iuterest,0.863,inteiest,0.917,iuterest,0.947,iuterest,0.945,terest,0.872,terest,0.891,terest,0.868
1,interests,0.55,interests,0.647,interests,0.722,intereit,0.572,intercft,0.658,intcrest,0.762,inteiest,0.754,terest,0.842,terest,0.914,inteiest,0.936,inteiest,0.935,inteiest,0.854,inteiest,0.822,nterest,0.724
2,intereft,0.461,intereft,0.645,interefl,0.711,intereft,0.571,intcreft,0.657,intercst,0.759,interet,0.747,inteiest,0.836,iuterest,0.907,iaterest,0.93,terest,0.932,intercut,0.84,interet,0.818,inteiest,0.673
3,support,0.379,interelt,0.589,interejl,0.7,interelt,0.553,interell,0.649,nterest,0.733,iuterest,0.729,interet,0.808,iaterest,0.86,intereit,0.924,interost,0.926,nterest,0.835,nterest,0.8,interes,0.574
4,welfare,0.378,inrereft,0.586,interefi,0.697,interefl,0.546,interefl,0.641,interesr,0.718,intetest,0.724,intereat,0.786,interes,0.843,terest,0.92,intereit,0.921,iuterest,0.808,intercut,0.789,intere,0.567
5,greatness,0.377,interefl,0.577,interelt,0.69,interell,0.537,intcrcft,0.632,intereft,0.688,intercst,0.705,inlerest,0.765,interesi,0.841,intsrest,0.909,iaterest,0.918,intereet,0.798,intereet,0.773,interest—,0.546
6,faction,0.375,interefi,0.544,interef,0.688,interel,0.523,interelt,0.632,intereit,0.68,inerest,0.702,nterest,0.758,inierest,0.835,interost,0.906,interesb,0.917,interact,0.775,iuterest,0.769,erest,0.514
7,adhere,0.37,interell,0.511,intereft,0.687,intcreft,0.519,intertft,0.626,initerest,0.679,inierest,0.702,inierest,0.757,intetest,0.832,intorest,0.905,intertst,0.913,mterest,0.771,interst,0.756,mterest,0.509
8,purchase,0.37,inte,0.511,intcreft,0.676,interef,0.519,intereit,0.621,inteiest,0.677,irterest,0.698,iiterest,0.756,iiterest,0.832,intereat,0.898,irterest,0.912,interet,0.768,mterest,0.755,evinced,0.49
9,employments,0.37,intereff,0.503,inrereft,0.673,interet,0.513,tereft,0.613,interestof,0.676,initerest,0.695,iaterest,0.753,intorest,0.831,interast,0.898,intereet,0.912,interes,0.764,irterest,0.738,interests,0.474
10,invest,0.369,espouse,0.496,interell,0.67,intercft,0.506,interet,0.609,iterest,0.67,intereft,0.693,iterest,0.741,interestand,0.83,intertst,0.896,intsrest,0.912,internet,0.764,interes,0.734,accrues,0.47
11,inte,0.36,interef,0.474,intereff,0.667,intereil,0.502,lntereft,0.607,interet,0.67,intcrest,0.691,interst,0.735,nterest,0.83,nterest,0.892,ihterest,0.912,intereat,0.756,intorest,0.733,terests,0.464
12,demonstrate,0.359,protestant,0.446,intercft,0.632,interefi,0.496,intereff,0.586,interests,0.67,nterest,0.688,intetest,0.735,interet,0.827,interet,0.892,interesi,0.911,intorest,0.753,inteest,0.717,terested,0.463
13,personal,0.35,tereft,0.441,merest,0.632,intereff,0.491,interea,0.582,intetest,0.67,intereit,0.678,itterest,0.734,intereit,0.826,ioterest,0.892,intetest,0.91,interert,0.751,interact,0.716,accrued,0.46
14,repose,0.349,interefts,0.43,intereji,0.623,tereft,0.478,intcrell,0.581,interelt,0.67,iterest,0.67,intereet,0.729,intereat,0.817,interesi,0.89,intere3t,0.909,interesi,0.75,inierest,0.712,aroused,0.452
15,profession,0.348,establishment,0.418,intereit,0.621,intereji,0.463,interett,0.58,intcreft,0.665,interes,0.66,initerest,0.728,iutcrest,0.815,irterest,0.887,interesl,0.9,intere,0.725,intere,0.71,stimulated,0.446
16,opposing,0.347,nuities,0.409,interet,0.614,calculated,0.419,interel,0.573,interes,0.647,interst,0.653,interes,0.725,ioterest,0.812,interett,0.887,intarest,0.9,irterest,0.713,interesi,0.708,mediumterm,0.444
