,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,abilities,0.59,loyalty,0.579,probity,0.748,probity,0.636,tegrity,0.762,tegrity,0.813,tegrity,0.803,tegrity,0.839,tegrity,0.947,tegrity,0.947,tegrity,0.929,tegrity,0.859,tegrity,0.796,tegrity,0.756
1,ability,0.586,probity,0.558,tegrity,0.736,abilities,0.629,grity,0.714,grity,0.76,probity,0.768,grity,0.781,iutegrity,0.912,iutegrity,0.886,iutegrity,0.9,probity,0.687,honesty,0.667,honesty,0.622
2,loyalty,0.561,merit,0.535,abilities,0.696,humanity,0.6,ability,0.688,intcgrity,0.718,grity,0.74,probity,0.768,integ,0.886,integiity,0.87,interity,0.857,uprightness,0.686,integ,0.667,probity,0.615
3,honesty,0.539,sincerity,0.533,grity,0.647,candour,0.599,fidelity,0.66,integrit,0.705,uprightness,0.683,uprightness,0.752,integiity,0.869,integ,0.865,ntegrity,0.839,disinterestedness,0.682,uprightness,0.615,integ,0.607
4,reputation,0.505,zeal,0.505,ability,0.635,ability,0.561,uprightnefs,0.655,integritv,0.703,rectitude,0.624,integ,0.734,grity,0.857,independence,0.846,disinterestedness,0.836,integ,0.678,impartiality,0.603,trustworthiness,0.575
5,exemplary,0.481,ability,0.501,uprightness,0.617,fidelity,0.54,abilities,0.655,interity,0.693,ability,0.623,iutegrity,0.733,uprightness,0.854,intogrity,0.831,integritv,0.835,independence,0.655,probity,0.595,uprightness,0.575
6,piety,0.462,courage,0.499,humanity,0.612,uprightnefs,0.525,honefty,0.638,probity,0.645,fidelity,0.598,honesty,0.684,integritv,0.841,iategrity,0.829,intgrity,0.828,impartiality,0.629,disinterestedness,0.59,loyalty,0.568
7,sincerity,0.455,prudence,0.497,candour,0.602,sincerity,0.521,difintereftednefs,0.632,uprightnefs,0.641,unimpeachable,0.587,integiity,0.677,integrit,0.811,interity,0.821,integrit,0.823,inviolability,0.628,loyalty,0.563,dignity,0.543
8,prudence,0.449,bravery,0.495,honesty,0.596,difinterefted,0.519,candour,0.625,integri,0.635,piety,0.585,integritv,0.658,disinterestedness,0.809,grity,0.794,integrty,0.81,straightforwardness,0.626,unimpeachable,0.549,independence,0.537
9,affection,0.428,abilities,0.489,impartiality,0.591,sobriety,0.504,probity,0.62,unimpeachable,0.616,impartiality,0.582,unswerving,0.65,integrityof,0.799,pendence,0.787,uprightness,0.806,pendence,0.624,unswerving,0.548,ability,0.52
10,courage,0.422,ingenuity,0.486,honefly,0.589,truft,0.504,abilitics,0.618,abilities,0.613,unblemished,0.579,consistency,0.638,straightforwardness,0.785,integrty,0.783,integ,0.803,honesty,0.611,independence,0.545,sovereignty,0.52
11,loyall,0.422,fidelity,0.472,honefty,0.581,honefty,0.502,unfhaken,0.603,ability,0.593,independence,0.579,unimpeachable,0.634,honesty,0.774,integritv,0.779,unswerving,0.803,sovereignty,0.604,honestv,0.541,acumen,0.517
12,honour,0.417,sobriety,0.466,piety,0.574,affability,0.5,honelty,0.602,liberality,0.585,honesty,0.575,rectitude,0.631,ntegrity,0.773,dignity,0.779,integity,0.802,uphold,0.604,sincerity,0.54,competence,0.515
13,loy,0.415,valour,0.465,merit,0.573,unwearied,0.5,alliduity,0.598,rectitude,0.581,talents,0.567,unblemished,0.626,probity,0.762,disinterestedness,0.776,upholding,0.791,sovereignity,0.593,fairmindedness,0.54,impartiality,0.514
14,wisdom,0.414,frugality,0.455,moderation,0.572,zeal,0.497,honefly,0.592,fidelity,0.578,sincerity,0.565,ability,0.62,houesty,0.757,probity,0.775,rectitude,0.786,dignity,0.59,trustworthiness,0.538,unswerving,0.512
15,valour,0.41,affection,0.455,candor,0.568,impartiality,0.497,firmnefs,0.589,retitude,0.577,abilities,0.559,integrity—,0.619,fidelity,0.757,uprightness,0.77,integrityof,0.783,prestige,0.589,straightforwardness,0.537,fidelity,0.51
