,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,humane,0.575,humane,0.741,humane,0.818,nature,0.497,humnan,0.763,humnan,0.808,humnan,0.764,humau,0.812,humau,0.938,humau,0.943,humau,0.938,humau,0.815,beings,0.755,beings,0.759
1,incident,0.528,dapted,0.48,humnan,0.715,frailty,0.488,hurnan,0.738,hunian,0.773,humau,0.749,humnan,0.771,hnman,0.907,hnman,0.931,hnman,0.936,hnman,0.781,hnman,0.719,mankind,0.591
2,anatomy,0.518,expand,0.45,humin,0.68,syfem,0.467,hunian,0.726,hurnan,0.767,hurman,0.735,hnman,0.754,buman,0.878,buman,0.926,humaa,0.903,numan,0.741,humau,0.718,humans,0.571
3,diseases,0.469,syftem,0.447,uman,0.611,enervating,0.455,humin,0.724,humin,0.745,hunman,0.732,buman,0.746,humnan,0.862,humaa,0.892,buman,0.891,beings,0.712,mankind,0.67,frailty,0.558
4,egg,0.465,brutes,0.439,humn,0.598,natute,0.452,hunan,0.685,hunman,0.736,hunian,0.73,hunman,0.725,hunman,0.861,humsn,0.889,humai,0.884,humai,0.699,humanity,0.657,materialist,0.556
5,happening,0.44,mankind,0.426,nature,0.512,occonomy,0.452,humian,0.622,humian,0.734,hurnan,0.722,humian,0.71,hunian,0.85,humnan,0.87,huinau,0.863,humaa,0.666,numan,0.635,humanity,0.548
6,nature,0.436,unhinge,0.419,diffuses,0.463,outlines,0.451,frailty,0.577,huinan,0.73,huiman,0.713,hunian,0.708,humsn,0.846,humnn,0.869,hnmau,0.86,hitman,0.666,humankind,0.617,civilised,0.534
7,womb,0.436,oeconomy,0.414,huma,0.455,narure,0.449,nature,0.551,hunan,0.715,humian,0.685,liuman,0.684,humian,0.844,humai,0.862,humnn,0.856,mankind,0.621,emotions,0.601,emotions,0.52
8,treatise,0.435,bodies,0.409,immateriality,0.452,organs,0.447,natnre,0.526,buman,0.715,hiuman,0.671,hurnan,0.677,humaa,0.841,humin,0.861,humnan,0.851,humanity,0.62,frailties,0.595,civilisation,0.517
9,bodies,0.429,passions,0.401,velocity,0.45,paffions,0.446,natue,0.515,hiuman,0.702,buman,0.659,hutman,0.65,humnn,0.84,humian,0.848,humin,0.841,humar,0.608,supernatural,0.588,intellectual,0.516
10,corruption,0.425,existence,0.399,frailties,0.44,huma,0.444,naturc,0.508,hutman,0.689,hitman,0.644,hiuman,0.642,humin,0.839,hunman,0.845,bnman,0.839,liuman,0.586,humans,0.587,perverted,0.515
11,heavenly,0.415,chirurgical,0.396,natue,0.437,natur,0.441,natuire,0.504,hluman,0.685,hunan,0.644,humai,0.642,humai,0.837,hunian,0.833,humran,0.837,creatures,0.575,frailty,0.58,verities,0.513
12,generation,0.409,nature,0.395,procedure,0.437,natures,0.439,pafflons,0.503,huiman,0.684,beings,0.549,beings,0.64,liuman,0.824,thehuman,0.83,humaii,0.83,buman,0.572,instinct,0.578,fundamental,0.512
13,kinds,0.408,soul,0.391,frailty,0.435,nture,0.439,brutes,0.502,thehuman,0.677,counteractive,0.546,hunan,0.635,ihuman,0.824,bumau,0.83,huiman,0.829,universe,0.562,subjective,0.576,universe,0.512
14,gouts,0.398,heavenly,0.388,naturc,0.433,naturc,0.435,naure,0.501,hutnan,0.676,uman,0.543,hitman,0.634,huiman,0.818,bnman,0.829,hurnan,0.828,humnan,0.557,reality,0.569,incalculable,0.508
15,circle,0.397,features,0.387,soul,0.433,vating,0.426,pailions,0.494,hurman,0.673,himan,0.523,hutnan,0.631,bnman,0.814,huiman,0.816,liuman,0.827,organism,0.552,imaginative,0.564,psychological,0.507
16,hewing,0.389,predestination,0.385,naiure,0.431,syltem,0.426,mankind,0.493,ofhuman,0.661,mankind,0.521,ofhuman,0.627,humran,0.812,hnmau,0.807,hunian,0.825,humin,0.549,nature,0.562,emotional,0.507
17,scurvies,0.386,sympathy,0.383,natuie,0.426,atmofphere,0.425,natore,0.491,humran,0.642,mutability,0.51,humanl,0.615,hiuman,0.812,humuan,0.806,numan,0.824,huma,0.541,omnipresent,0.562,religion,0.507
18,external,0.386,shape,0.382,devoid,0.425,fitnefs,0.425,implanted,0.49,humanl,0.63,nature—,0.498,iuman,0.613,hutnan,0.804,humran,0.799,humao,0.822,humanitys,0.538,emotional,0.561,lectual,0.504
19,practical,0.385,tomy,0.382,depravity,0.423,syfiem,0.422,frailties,0.49,iuman,0.612,humani,0.497,huiman,0.606,humtan,0.8,hurnan,0.798,huuian,0.821,humn,0.538,subconscious,0.561,fatherhood,0.501
20,nerves,0.381,corroborate,0.379,phenomena,0.422,naure,0.417,uman,0.489,luman,0.563,humn,0.495,htuman,0.605,hmnan,0.8,haman,0.796,humian,0.82,haman,0.537,christlike,0.56,civilisa,0.498
21,passions,0.38,vanity,0.378,natures,0.421,identity,0.417,animation,0.488,naturc,0.56,difeafes,0.495,hluman,0.599,numan,0.799,humun,0.795,humanl,0.818,emotions,0.535,mankinds,0.56,emotionalism,0.496
