,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,historians,0.578,modem,0.844,modem,0.892,modem,0.818,modem,0.855,modem,0.879,modem,0.901,modem,0.908,modem,0.943,modem,0.95,modem,0.932,modem,0.887,modem,0.897,modem,0.855
1,ancient,0.551,dern,0.61,dern,0.72,ancient,0.641,modein,0.719,modcrn,0.809,dern,0.76,dern,0.768,moderu,0.901,modorn,0.934,moderu,0.923,moderu,0.774,moderu,0.803,moderr,0.796
2,writers,0.513,antient,0.58,modcrn,0.654,dern,0.594,modcrn,0.718,nodern,0.763,moderu,0.732,moderu,0.765,nodern,0.887,moderu,0.928,mcdern,0.916,mcdern,0.767,moderr,0.796,moden,0.761
3,manuscripts,0.51,ancient,0.568,moden,0.654,moder,0.583,modemn,0.718,modtrn,0.758,niodern,0.718,miodern,0.724,moderm,0.874,molern,0.922,modorn,0.912,molern,0.755,moderi,0.788,moaern,0.751
4,appendix,0.473,geography,0.484,moder,0.604,anrient,0.582,mnodern,0.705,mnodern,0.756,moderni,0.706,modemn,0.718,medern,0.872,medern,0.919,medern,0.912,moderr,0.748,mcdern,0.781,moderi,0.748
5,antient,0.468,clafficks,0.456,odern,0.583,ancicnt,0.576,dern,0.702,moderm,0.749,mnodern,0.699,mlodern,0.717,molern,0.865,moiern,0.909,moderi,0.896,moderi,0.747,moaern,0.78,nodern,0.73
6,drawings,0.465,lawbooks,0.446,antient,0.57,antient,0.566,mndern,0.684,niodern,0.744,nodern,0.697,moderm,0.709,imodern,0.858,mcdern,0.907,molern,0.893,modrn,0.695,nodern,0.758,odern,0.711
7,philosophers,0.464,hiltory,0.444,anrient,0.559,odern,0.546,miodern,0.681,molern,0.743,miodern,0.69,molern,0.708,modorn,0.85,nodern,0.903,moiern,0.884,modsrn,0.684,mouern,0.738,mooern,0.684
8,newest,0.449,poets,0.437,ancient,0.557,anticnt,0.527,niodern,0.676,dern,0.743,molern,0.678,mnodern,0.7,moderi,0.843,moderm,0.901,niodern,0.878,moaern,0.683,moden,0.737,mcdern,0.678
9,originals,0.446,theological,0.435,antienr,0.532,andent,0.513,mcdern,0.676,rnodern,0.724,modcrn,0.672,niodern,0.699,modemn,0.843,miodern,0.889,midern,0.877,odern,0.68,niodern,0.727,lodern,0.675
