,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,hiftory,0.54,hiftory,0.636,histoiy,0.801,istory,0.725,hiftory,0.735,historyof,0.789,hitory,0.798,historv,0.851,histoiy,0.943,histoiy,0.938,histoiy,0.933,historv,0.85,historv,0.825,historv,0.714
1,historical,0.536,hiflory,0.62,hstory,0.789,hiflory,0.675,hiltory,0.718,hiftory,0.785,historv,0.794,hitory,0.837,historv,0.91,historv,0.92,bistory,0.912,nistory,0.775,histoiy,0.76,annals,0.695
2,historians,0.508,hillory,0.615,historv,0.756,hifory,0.654,hilory,0.713,ihistory,0.781,histoiy,0.786,histoiy,0.828,hisiory,0.907,bistory,0.911,historv,0.907,annals,0.751,hitory,0.721,achievements,0.602
3,philosophy,0.497,hiltory,0.607,hiflory,0.746,hiftory,0.653,hillory,0.713,historv,0.776,hiftory,0.781,hisiory,0.821,liistory,0.888,histery,0.902,histcry,0.898,hietory,0.74,hstory,0.713,history—,0.601
4,collection,0.469,hiffory,0.58,hillory,0.745,hiffory,0.643,hiflory,0.713,hisrory,0.775,histor,0.762,listory,0.816,listory,0.875,historyof,0.899,nistory,0.893,liistory,0.731,historj,0.712,historians,0.582
5,travels,0.469,clarendons,0.528,hiftory,0.738,hilory,0.632,istory,0.696,histor,0.769,hislory,0.757,histor,0.798,hitory,0.874,historj,0.894,hietory,0.89,hitory,0.728,liistory,0.705,traditions,0.576
6,anatomy,0.462,chronicle,0.524,hifiory,0.733,hitory,0.629,hifory,0.688,iistory,0.763,hisiory,0.754,istory,0.789,bistory,0.863,hitory,0.882,hitory,0.887,histoiy,0.722,nistory,0.7,geography,0.555
7,hiflory,0.46,hifory,0.52,hiltory,0.732,hiltory,0.615,hiilory,0.675,hillory,0.757,listory,0.753,historyof,0.789,histery,0.86,nistory,0.882,histery,0.885,hstory,0.721,annals,0.693,antiquities,0.546
8,divinity,0.448,abridgment,0.513,hiffory,0.725,hillory,0.612,hiffory,0.674,hiitory,0.757,histoty,0.746,ihistory,0.785,hutory,0.857,liistory,0.882,historyof,0.876,histoty,0.719,listory,0.666,existence,0.537
9,treatise,0.447,hist,0.503,hifory,0.723,hifiory,0.601,hitlory,0.668,hisiory,0.757,historyof,0.745,ilistory,0.783,ihistory,0.856,listory,0.875,hstory,0.872,historj,0.71,istory,0.659,historical,0.532
10,description,0.445,genealogical,0.498,hiitory,0.702,hiitory,0.598,hiliory,0.668,hiltory,0.754,ilistory,0.742,hstory,0.782,historyof,0.855,histor,0.862,historr,0.872,hiatory,0.71,history—and,0.645,significance,0.531
11,manuscripts,0.434,geography,0.495,hilory,0.7,hiilory,0.597,hifiory,0.667,hiistory,0.753,hstory,0.741,hlistory,0.782,nistory,0.854,hietory,0.862,liistory,0.87,listory,0.698,history—the,0.626,archaeology,0.529
12,geography,0.43,vols,0.486,hitory,0.692,hifltory,0.588,fliftory,0.662,hitory,0.75,hisrory,0.737,hiistory,0.775,historj,0.853,hiitory,0.854,historyand,0.868,hisiory,0.677,topography,0.614,contemporaries,0.529
13,geographical,0.428,miscellanies,0.482,historyof,0.689,hiory,0.586,hitory,0.659,hilory,0.745,hiltory,0.737,hislory,0.768,hisory,0.849,histury,0.852,histoty,0.867,hiitory,0.673,history—a,0.613,greatness,0.528
14,index,0.422,mathematics,0.481,hiliory,0.681,hiftury,0.575,hiory,0.649,histrory,0.742,hiflory,0.732,hiatory,0.765,hstory,0.845,histoy,0.85,listory,0.866,histor,0.662,history—,0.609,legends,0.528
15,collections,0.421,antiquities,0.481,hittory,0.669,iftory,0.574,hiaory,0.649,listory,0.742,iistory,0.728,hisory,0.756,histories,0.842,ihistory,0.849,hiatory,0.865,history—the,0.658,hiatory,0.599,beginnings,0.527
16,separation,0.417,vois,0.475,hiilory,0.666,hittory,0.573,iftory,0.648,hlistory,0.74,istory,0.725,llistory,0.755,iistory,0.837,histoty,0.848,histor,0.863,histories,0.653,historical,0.598,folklore,0.527
17,translation,0.414,§§,0.473,iftory,0.661,iliftory,0.569,hifltory,0.644,hiflory,0.735,histories,0.721,iiistory,0.753,history—,0.835,hstory,0.841,ihistory,0.861,histcry,0.65,achievements,0.594,topography,0.524
18,histories,0.411,mathematicks,0.469,istory,0.661,hiftorv,0.566,hiftary,0.643,hlstory,0.732,llistory,0.718,hutory,0.741,hietory,0.832,kistory,0.835,bistorv,0.86,history—,0.649,historians,0.584,historian,0.524
19,mathematicks,0.41,histo,0.465,hiftoiy,0.661,hifloty,0.564,hiftcry,0.642,istory,0.729,hiitory,0.718,biography,0.74,llistory,0.83,thehistory,0.835,hiitory,0.86,lustory,0.649,geography,0.577,glories,0.522
20,modern,0.41,vol,0.464,hifltory,0.646,liftory,0.56,hiftoty,0.639,iiistory,0.723,hlistory,0.717,histoty,0.736,histcry,0.829,historythe,0.834,hislory,0.859,mstory,0.645,genealogy,0.577,litera,0.521
21,transactions,0.408,echard,0.455,hilfory,0.645,hiftoy,0.552,hiflorv,0.637,histoty,0.719,hillory,0.714,histery,0.736,hlistory,0.821,hittory,0.834,lhistory,0.857,hisory,0.638,histor,0.575,philosophy,0.521
22,philosophical,0.408,philological,0.448,hiftoty,0.644,hiftor,0.546,fliflory,0.634,hittory,0.717,hisory,0.709,liistory,0.733,lhistory,0.82,histcry,0.832,hisiory,0.856,history—a,0.633,literature,0.569,decadence,0.52
23,theory,0.407,memoirs,0.447,histor,0.643,hitlory,0.543,hittory,0.629,iliftory,0.715,hilory,0.702,chronology,0.733,istory,0.819,iistory,0.829,histury,0.852,historr,0.629,historically,0.569,histories,0.52
24,introduction,0.404,architecture,0.444,liftory,0.641,hiftery,0.542,hiftoryof,0.626,hisory,0.714,ihistory,0.692,hittory,0.729,hiitory,0.818,lhistory,0.827,hibtory,0.852,historians,0.628,histo,0.568,achievement,0.519
25,compendium,0.4,clarendon,0.437,hifrory,0.636,hiliory,0.54,hiftoiy,0.625,hstory,0.713,lhistory,0.691,histort,0.728,histor,0.818,histry,0.824,hisory,0.848,hutory,0.628,archeology,0.566,vicissitudes,0.518
26,books,0.398,folio,0.436,hiftoryof,0.636,continuation,0.527,hifloty,0.625,hifiory,0.696,hittory,0.685,histories,0.726,biography,0.818,hisory,0.823,historj,0.844,epoch,0.628,histoid,0.565,literature,0.517
27,critical,0.396,edit,0.432,histo,0.635,hiftry,0.525,iflory,0.624,thehistory,0.689,history—,0.679,iistory,0.723,hislory,0.816,histosy,0.821,hittory,0.838,evolution,0.624,prehistory,0.564,evolution,0.516
28,poetry,0.393,poetry,0.432,hiftry,0.634,encland,0.525,hiitory,0.624,ilistory,0.687,histo,0.675,hisrory,0.722,ilistory,0.815,hlstory,0.818,hisrory,0.835,epochs,0.623,antiquity,0.563,humanities,0.515
29,original,0.391,philosophy,0.431,fliftory,0.634,hiftoryof,0.523,iliftory,0.623,hliftory,0.686,antiquities,0.672,hlstory,0.716,hibtory,0.812,histiry,0.818,histoy,0.834,annais,0.622,reformation,0.559,memorable,0.515
30,scheme,0.391,introduction,0.429,hiifory,0.618,hftory,0.519,hliftory,0.622,hitlory,0.681,chronology,0.671,historyi,0.714,histort,0.811,histary,0.817,hißtory,0.834,hirtory,0.622,litera,0.558,affinities,0.514
31,abstract,0.388,edition,0.428,hijlory,0.616,abridgement,0.515,liftory,0.614,hiftery,0.675,iiistory,0.67,histary,0.712,histoty,0.81,hiatory,0.817,hlstory,0.833,historical,0.615,retrospect,0.556,civilisation,0.511
32,catalogue,0.386,translation,0.425,hiaory,0.614,hiftoiy,0.514,hiftor,0.611,hiftury,0.673,hiistory,0.668,htstory,0.712,hlstory,0.81,histoly,0.817,hiistory,0.829,istory,0.609,romances,0.551,architecture,0.508
33,professor,0.385,philology,0.422,hiftoy,0.611,ory,0.496,liflory,0.608,hiilory,0.672,hifiory,0.665,histoy,0.705,historythe,0.809,hiotory,0.816,histry,0.829,bistorv,0.603,evolution,0.551,reformation,0.505
34,impartial,0.383,storical,0.422,hlftory,0.606,hiftoty,0.496,hiftorv,0.6,hijlory,0.669,1istory,0.657,lhistory,0.705,htstory,0.809,hiistory,0.816,uistory,0.829,bistory,0.589,classics,0.549,tradition,0.503
35,miscellany,0.383,conveyancer,0.42,hiftery,0.603,thoyras,0.492,system,0.597,iliflory,0.668,hiilory,0.653,antiquities,0.703,hittory,0.805,uistory,0.815,histary,0.827,genealogy,0.581,archaeology,0.546,wanderings,0.502
36,greek,0.381,posthumous,0.42,hiftorv,0.599,translation,0.492,hillery,0.596,hiftoy,0.667,hifory,0.651,bistory,0.7,history—the,0.805,historya,0.811,annals,0.826,chronology,0.578,geology,0.546,civilisations,0.501
37,translated,0.378,vinity,0.417,hliftory,0.592,question,0.481,iliflory,0.596,hiffory,0.666,histoy,0.646,flistory,0.7,eistory,0.805,htstory,0.81,hlistory,0.822,literature,0.577,chronology,0.545,chequered,0.497
38,institution,0.377,origin,0.416,hitlory,0.592,answer,0.48,hirtory,0.591,hiliory,0.665,biography,0.646,history—,0.695,mythology,0.803,lustory,0.809,ehistory,0.822,historic,0.575,astronomy,0.544,torical,0.496
39,exact,0.376,publijhd,0.411,riftory,0.59,historical,0.479,hftory,0.589,hifory,0.661,mythology,0.64,graphy,0.694,hiistory,0.803,historr,0.808,hi3tory,0.82,achievements,0.574,philologists,0.543,retrospect,0.496
40,appendix,0.375,annals,0.41,hiiory,0.583,odern,0.473,hiftry,0.582,hirtory,0.661,historical,0.632,hilstory,0.687,ristory,0.8,mstory,0.808,hirtory,0.82,archaeology,0.572,epochs,0.543,exploits,0.495
