,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,professor,0.585,sciences,0.479,sciences,0.625,aca,0.565,acadcmy,0.796,academny,0.81,academny,0.736,aca,0.784,academv,0.906,aoademy,0.876,academv,0.912,aoademy,0.846,academv,0.823,academv,0.814
1,latin,0.455,profeffor,0.454,acade,0.595,sciences,0.547,academny,0.78,academv,0.769,academ,0.716,academ,0.742,aeademy,0.893,academv,0.866,aoademy,0.903,academv,0.834,acadcmy,0.794,acad,0.662
2,latine,0.443,aca,0.439,aca,0.585,sciencies,0.503,acadeny,0.76,acadeny,0.76,academv,0.714,cademy,0.73,academny,0.855,acadamy,0.863,aeademy,0.897,acadcmy,0.72,aoademy,0.776,academies,0.624
3,greek,0.433,sorbonne,0.406,belles,0.533,belles,0.479,academv,0.76,acadcmy,0.747,seminary,0.709,academv,0.719,acadamy,0.843,aeademy,0.853,acadeny,0.895,academ,0.711,academ,0.705,academys,0.595
4,counsellor,0.425,oratory,0.404,academ,0.516,academies,0.456,acaderny,0.731,acadenmy,0.742,school,0.697,acade,0.681,aoademy,0.838,academny,0.845,acalemy,0.887,aoademv,0.704,acadamy,0.677,bellbaxter,0.587
5,translated,0.425,geographer,0.4,demy,0.513,taries,0.455,acidemy,0.727,academiy,0.732,cademy,0.675,academiy,0.68,acadeny,0.831,acadeny,0.839,acidemy,0.882,acadamy,0.693,academies,0.671,dhs,0.531
6,sciences,0.417,university,0.397,lettres,0.497,phyfiological,0.451,aca,0.689,acadeniy,0.725,academiy,0.674,academny,0.679,academiy,0.828,acadermy,0.834,acadomy,0.881,ademy,0.658,academy—,0.67,demy,0.522
7,ambaflador,0.415,louvre,0.396,inscriptions,0.477,therapeutical,0.45,cademy,0.668,acidemy,0.725,aca,0.657,seminary,0.67,academly,0.823,acidemy,0.832,acadenmy,0.879,academt,0.656,aca,0.619,aca,0.52
8,originally,0.399,grammatical,0.394,infcriptions,0.471,moirs,0.445,academ,0.648,aeademy,0.714,chool,0.619,ademy,0.666,academ,0.822,acadomy,0.829,acadeniy,0.879,aeademv,0.651,emy,0.61,hsfp,0.519
9,mathematicks,0.398,latin,0.385,scien,0.457,profefror,0.433,acade,0.594,academ,0.705,sciiool,0.615,academly,0.648,acadenmy,0.81,academ,0.827,acaaemy,0.864,academys,0.626,bellbaxter,0.609,waid,0.517
