,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,publifh,0.603,publifh,0.906,publissi,0.869,publifh,0.679,publifh,0.723,publilh,0.7,publifh,0.725,republish,0.672,pnblish,0.871,pnblish,0.89,pnblish,0.916,pnblish,0.651,published,0.622,published,0.546
1,publilh,0.601,publilh,0.897,publisli,0.855,publih,0.668,publilh,0.719,publifh,0.696,publilh,0.681,publishi,0.608,pablish,0.857,pablish,0.884,pablish,0.895,published,0.651,reprint,0.609,publication,0.534
2,print,0.482,publiih,0.86,publilh,0.851,publilh,0.631,publifli,0.711,publifli,0.673,publiih,0.654,publisb,0.607,republish,0.832,nublish,0.876,puhlish,0.881,republish,0.644,append,0.575,publishing,0.519
3,published,0.478,publisli,0.857,publifh,0.848,publifl,0.628,publih,0.692,publiih,0.662,publith,0.654,insert,0.587,puhlish,0.822,pubbsh,0.864,nublish,0.871,publih,0.601,publication,0.565,lication,0.514
4,lished,0.442,publisti,0.843,publisti,0.844,publiih,0.588,publiih,0.688,publith,0.656,republish,0.633,publishing,0.58,publishl,0.81,pubush,0.862,publiah,0.868,publication,0.583,lication,0.563,reprint,0.5
5,publishing,0.428,publifli,0.829,publiih,0.822,publifli,0.578,publith,0.669,publih,0.639,publifli,0.608,publication,0.574,publiah,0.802,puhlish,0.852,publisb,0.867,reprint,0.583,contradict,0.559,pub,0.483
6,insert,0.424,publiffi,0.826,publiffi,0.818,publif,0.562,publiflh,0.63,insert,0.637,publih,0.599,reprint,0.563,publisb,0.801,publiah,0.849,pubiish,0.862,pub,0.574,extenso,0.557,publishes,0.468
7,pub,0.419,publissi,0.82,published,0.813,publith,0.561,publifl,0.63,puhlifh,0.612,insert,0.573,pubish,0.561,publishi,0.789,pubhsh,0.842,republish,0.856,contradict,0.572,pub,0.556,factual,0.457
8,declare,0.414,pubiish,0.803,pubiish,0.801,publijh,0.523,publilb,0.611,publifl,0.606,publishing,0.57,circulate,0.548,pubush,0.788,republish,0.839,pubush,0.846,reproduce,0.567,publica,0.543,circulate,0.457
9,expos,0.407,pubiifh,0.802,publiso,0.793,publij,0.497,publifi,0.596,publiflh,0.581,published,0.552,publih,0.538,publieh,0.781,publieh,0.837,publishl,0.846,publishes,0.552,circulate,0.538,print,0.45
10,declar,0.398,publijh,0.794,publist,0.782,published,0.493,publif,0.507,publifi,0.581,publihed,0.514,publisl,0.531,topublish,0.775,pubiish,0.832,publith,0.839,lishes,0.548,reproduce,0.533,observe,0.447
11,resolv,0.395,publishd,0.792,publifli,0.773,publfihed,0.487,prefix,0.484,publifb,0.567,publisied,0.508,published,0.53,insert,0.767,publsh,0.818,publsh,0.837,extenso,0.531,pubished,0.532,contradict,0.445
12,pamphlet,0.377,published,0.785,pubiifh,0.769,pub4hed,0.479,publifhcd,0.484,send,0.566,pubished,0.504,transcribe,0.517,pubish,0.755,publisb,0.816,publiih,0.835,publica,0.531,pubhshed,0.53,defamatory,0.442
13,adjourn,0.371,publist,0.778,pubhfh,0.758,publihed,0.479,publiihed,0.482,inserted,0.553,publisbed,0.502,publieation,0.499,publith,0.738,pubish,0.808,publieh,0.832,nublished,0.528,rewrite,0.529,disclose,0.434
14,libel,0.369,publiili,0.747,publifo,0.757,pubihed,0.478,publiflicd,0.482,publilb,0.552,publication,0.501,promulgate,0.498,publih,0.725,publishl,0.79,poblish,0.827,publishing,0.526,widelycirculated,0.527,mislead,0.433
15,examin,0.369,pubiilh,0.74,publijh,0.754,publishd,0.477,pubhfhed,0.479,transmit,0.547,publislied,0.499,contradict,0.496,publisi,0.717,publlsh,0.772,puolish,0.827,disclose,0.52,publishing,0.522,reproduce,0.43
16,publifht,0.368,publijb,0.71,pubiilh,0.746,publibed,0.476,published,0.47,tostate,0.53,publishes,0.495,lication,0.493,reprint,0.716,publislh,0.771,pubhsh,0.824,pubished,0.512,divulge,0.522,substantiate,0.429
17,refolv,0.367,publih,0.709,publistied,0.746,pubijbed,0.474,publifhed,0.467,speak,0.529,puhlished,0.494,publisbed,0.491,publisl,0.71,ublish,0.768,publislh,0.818,publishe,0.509,editorials,0.519,publica,0.428
