,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,maintain,0.504,maintain,0.633,supporc,0.675,fupport,0.568,fupport,0.739,suppoit,0.751,suppoit,0.825,suppoit,0.859,snpport,0.944,suppoit,0.956,supoort,0.944,eupport,0.795,suppoit,0.803,supoort,0.663
1,maintenance,0.5,fupport,0.588,fupport,0.662,maintenance,0.561,suppoit,0.722,fupport,0.751,snpport,0.768,snpport,0.826,suppoit,0.925,snpport,0.937,snpport,0.942,upport,0.775,sunport,0.765,wholehearted,0.617
2,protect,0.482,supporting,0.581,supporting,0.645,fupporting,0.537,upport,0.716,upport,0.722,suppott,0.729,upport,0.802,sunport,0.892,bupport,0.934,supnort,0.934,sunport,0.761,upport,0.761,suoport,0.604
3,deprive,0.48,defend,0.569,lupport,0.617,preservation,0.535,fopport,0.689,iupport,0.713,upport,0.723,sapport,0.802,supnort,0.87,sapport,0.921,suppoit,0.934,suppoit,0.757,supnort,0.758,cooperation,0.579
4,contribute,0.468,protect,0.503,maintain,0.598,supporting,0.526,fiupport,0.67,lupport,0.711,sapport,0.717,aupport,0.783,bupport,0.863,sunport,0.918,suoport,0.933,supoort,0.753,suport,0.735,upport,0.568
5,assert,0.465,establish,0.497,fupporc,0.571,furnifhes,0.492,lupport,0.643,fuppoit,0.698,fupport,0.692,suppott,0.759,supiort,0.862,supoort,0.917,sunport,0.924,snpport,0.752,suoport,0.729,supported,0.557
6,preservation,0.464,libertys,0.489,fupporr,0.531,maintaining,0.485,cupport,0.642,fopport,0.67,sipport,0.679,tupport,0.757,supjiort,0.862,supiort,0.907,bupport,0.924,bupport,0.74,eupport,0.708,suppor,0.536
7,defend,0.455,maintaining,0.488,fiupport,0.53,welfare,0.473,fuppart,0.622,supporr,0.666,sopport,0.67,suppert,0.752,supoort,0.854,sopport,0.892,sudport,0.92,supnort,0.736,snpport,0.705,wholeheartedly,0.519
8,preserve,0.453,maintenance,0.487,supports,0.512,tenance,0.464,fuppoit,0.618,rupport,0.664,suipport,0.661,sopport,0.738,suppott,0.85,suoport,0.891,supdort,0.919,suoport,0.729,supoort,0.702,backing,0.515
9,oppose,0.449,enable,0.475,upport,0.51,upport,0.463,fupporr,0.615,fiupport,0.661,lupport,0.656,stipport,0.733,sopport,0.843,suppott,0.884,supiort,0.91,rapport,0.706,bupport,0.69,00operation,0.513
10,prerogatives,0.442,establishment,0.475,fupporting,0.505,promotes,0.455,rupport,0.607,fipport,0.655,stipport,0.654,sipport,0.733,sapport,0.842,supjort,0.884,eupport,0.91,6upport,0.705,sunnort,0.681,opposition,0.511
11,maintaining,0.442,exert,0.474,advance,0.5,zeal,0.455,fipport,0.604,stipport,0.654,suport,0.646,suport,0.716,upport,0.841,enpport,0.876,supuort,0.904,aupport,0.703,suppot,0.677,sponsor,0.51
12,vindicate,0.426,fupporting,0.466,defend,0.495,enlargement,0.45,iupport,0.603,tupport,0.654,suppot,0.643,suipport,0.712,suoport,0.835,supnort,0.875,supporb,0.899,supiort,0.696,6upport,0.67,unstinted,0.509
13,terest,0.423,contribute,0.464,blishment,0.494,protection,0.449,fnpport,0.593,supprt,0.653,stpport,0.642,suppart,0.706,sepport,0.828,aupport,0.875,sapport,0.894,mipport,0.693,mipport,0.67,cooperate,0.506
14,establish,0.423,oppose,0.459,sup,0.488,lupport,0.444,fuppott,0.59,suppot,0.645,suppor,0.631,supjiort,0.705,suppert,0.823,nupport,0.874,suppcrt,0.887,tupport,0.686,encouragement,0.618,opposi,0.504
15,expose,0.423,secure,0.454,maintenance,0.486,prefervation,0.442,fuppert,0.579,suppott,0.644,fapport,0.627,sunport,0.701,suppurt,0.821,eupport,0.872,sopport,0.88,sapport,0.685,tupport,0.615,encouragement,0.5
16,asserting,0.419,adherence,0.454,divest,0.484,intercft,0.442,tupport,0.577,fuppott,0.641,fopport,0.626,suppor,0.7,aupport,0.819,suport,0.867,isupport,0.872,•upport,0.672,wholehearted,0.615,pport,0.498
17,subversion,0.412,security,0.452,establish,0.478,fiupport,0.441,fuipport,0.575,suport,0.64,tupport,0.618,eupport,0.695,sipport,0.817,suppirt,0.866,tupport,0.866,supjiort,0.658,aupport,0.608,response,0.49
18,enable,0.408,preservation,0.451,raise,0.478,eftablilhment,0.433,fapport,0.569,ftipport,0.633,suppoi,0.615,suppot,0.69,eupport,0.815,supdort,0.864,suppott,0.863,sunnort,0.652,rapport,0.596,supp°,0.486
19,subvert,0.406,unalterable,0.449,provide,0.477,maimed,0.428,ftipport,0.562,fuipport,0.628,supportof,0.611,suppori,0.686,•upport,0.815,sepport,0.864,sipport,0.86,suppon,0.639,pport,0.59,sup,0.481
20,defence,0.404,preserve,0.449,exert,0.477,zealous,0.428,fuport,0.561,sipport,0.622,supprt,0.611,suppnrt,0.677,supportand,0.81,sipport,0.864,upport,0.86,suppori,0.631,supp°,0.587,participation,0.48
21,establishing,0.396,vindicate,0.445,advancement,0.471,security,0.427,fupprt,0.555,spport,0.62,iupport,0.609,•upport,0.669,suppart,0.809,suppcrt,0.862,suprort,0.859,suppcrt,0.626,support—,0.575,—applause,0.472
22,advancement,0.395,withstand,0.444,subsist,0.47,perpetuating,0.427,fupportof,0.545,fpport,0.614,sulpport,0.604,siupport,0.669,rupport,0.807,tupport,0.861,supporc,0.858,wholehearted,0.623,ipport,0.568,recognition,0.472
23,gaining,0.394,chearfully,0.444,protect,0.468,sup,0.425,fiipport,0.538,fupporr,0.614,rupport,0.604,suoport,0.666,tupport,0.8,sudport,0.859,sepport,0.857,supporting,0.619,suppoi,0.563,efforts,0.469
24,supplies,0.391,assert,0.444,interest,0.466,contributing,0.423,maintenance,0.535,fapport,0.613,fuppurt,0.593,supporl,0.658,suport,0.798,suppart,0.859,suppdrt,0.854,mpport,0.614,cooperation,0.562,loyalty,0.469
25,subsistence,0.391,promote,0.44,favour,0.465,profperity,0.423,fupporc,0.535,fuppart,0.609,fupporr,0.593,supiport,0.657,lupport,0.797,upport,0.859,supjiort,0.854,supiport,0.608,unswerving,0.548,siasm,0.466
26,provide,0.389,subvert,0.439,mainte,0.465,eflablifhment,0.419,fuppurt,0.534,supportof,0.606,fuppoit,0.587,stpport,0.656,suppcrt,0.795,supjiort,0.855,suppori,0.852,pport,0.604,suppor,0.539,pledging,0.465
27,prosecuting,0.387,depriving,0.439,protection,0.464,intcreft,0.417,flipport,0.534,suipport,0.601,spport,0.581,pport,0.655,surport,0.794,rupport,0.854,aupport,0.852,supjort,0.6,unstinted,0.539,continuance,0.465
28,exposing,0.387,extirpate,0.438,security,0.464,muficians,0.416,fupporting,0.532,cupport,0.599,suppert,0.58,suppoi,0.653,isupport,0.793,iupport,0.853,suport,0.851,supportof,0.599,support—the,0.539,impetus,0.464
29,protection,0.385,exerting,0.438,lessen,0.462,protedion,0.416,concurrence,0.526,jupport,0.597,pport,0.578,suppirt,0.653,iupport,0.789,surport,0.85,rupport,0.849,rupport,0.596,suppo,0.532,success,0.464
30,ability,0.385,disappoint,0.436,serve,0.458,prompts,0.415,fiapport,0.526,fulpport,0.595,ipport,0.576,sulpport,0.653,theirsupport,0.784,suppert,0.848,suuport,0.847,fupport,0.595,supported,0.518,pledged,0.463
31,governing,0.385,succour,0.433,terest,0.457,contribute,0.414,fuppot,0.522,suppor,0.591,patronage,0.572,supoort,0.642,suprort,0.784,supporb,0.846,suppot,0.846,sopport,0.59,assistance,0.511,generosity,0.459
32,power,0.384,espouse,0.433,exhaust,0.457,procuring,0.412,musicians,0.521,fnpport,0.589,support—,0.569,spport,0.637,suppport,0.778,suprort,0.845,suppurt,0.842,support—,0.589,advocacy,0.511,suppo,0.459
33,government,0.381,defence,0.432,oppose,0.451,maintain,0.412,proteaion,0.519,flipport,0.58,ftipport,0.567,suppurt,0.636,supportto,0.776,supuort,0.843,stpport,0.842,supporl,0.588,couragement,0.501,supporting,0.456
34,tenderness,0.381,fortunes,0.43,interests,0.45,laffing,0.41,fuppcrt,0.517,fuppurt,0.576,patrouage,0.567,stupport,0.632,suppirt,0.774,suppori,0.841,suppbrt,0.841,suppor,0.587,condemnation,0.499,townspeople,0.456
35,justify,0.38,resist,0.429,assist,0.448,protellant,0.409,fpport,0.516,frpport,0.568,fipport,0.562,supporti,0.631,suipport,0.766,hupport,0.84,hupport,0.841,suprort,0.586,moderateminded,0.498,candidature,0.453
36,interest,0.379,attachment,0.429,satisfying,0.446,reltore,0.407,folicit,0.515,ftpport,0.567,supporting,0.561,sutpport,0.631,supporti,0.763,suppost,0.84,fupport,0.838,sipport,0.581,recognition,0.496,appreciation,0.453
37,persuade,0.377,regard,0.427,promote,0.446,liberties,0.405,fulicit,0.513,filpport,0.566,fuppott,0.56,rapport,0.63,sulpport,0.761,cupport,0.839,surport,0.838,suport,0.581,response,0.494,strength,0.45
38,sufficient,0.375,affection,0.427,zealous,0.444,fund,0.405,protedlion,0.513,fuppcrt,0.565,suppoirt,0.556,supportof,0.629,suppnrt,0.761,snppoit,0.838,nupport,0.836,support—the,0.577,sup,0.494,pursue,0.45
39,prosperity,0.373,engage,0.426,steadily,0.444,incl,0.404,protelion,0.505,fuliport,0.565,fnpport,0.556,mpport,0.625,suppsrt,0.76,suptort,0.837,iupport,0.834,unwavering,0.565,furtherance,0.491,reciprocate,0.449
40,prejudice,0.373,zeal,0.426,depriving,0.443,fecuring,0.404,protetion,0.502,fepport,0.565,fiipport,0.552,rupport,0.622,spport,0.757,oupport,0.833,suppert,0.834,npport,0.564,pp°rt,0.491,enthusiasm,0.445
41,rights,0.372,animate,0.424,discountenance,0.443,exertion,0.404,protcaion,0.496,fupporc,0.564,supiport,0.551,mipport,0.622,suppot,0.756,suiport,0.833,snnport,0.833,cooperation,0.562,applanse,0.488,applause,0.444
42,defray,0.369,encourage,0.423,enslave,0.442,relief,0.402,protedtion,0.493,fuport,0.563,sutpport,0.551,suppiort,0.621,suppolt,0.753,isupport,0.832,suppirt,0.832,suppot,0.559,sympathy,0.488,heartedly,0.444
43,successors,0.369,attach,0.423,espouse,0.442,inclination,0.402,protetlion,0.492,fiipport,0.563,pationage,0.549,suppport,0.621,stipport,0.752,pupport,0.828,enpport,0.832,enpport,0.557,supporting,0.488,sponse,0.444
44,rightful,0.367,securing,0.423,establishment,0.442,proteaion,0.4,countenance,0.492,fuppbrt,0.558,continnance,0.546,supportthe,0.621,asupport,0.751,saupport,0.827,suppart,0.829,ipport,0.557,adhesion,0.487,porting,0.443
45,adhere,0.366,discourage,0.422,disappoint,0.442,defence,0.4,eleeion,0.489,funport,0.557,continuance,0.541,supnort,0.62,lsupport,0.751,3upport,0.823,supprt,0.828,stipport,0.554,respond,0.487,unswerving,0.443
46,welfare,0.365,dignity,0.422,subsistence,0.441,fatisfying,0.4,protec,0.485,supporting,0.557,fiupport,0.54,suppoirt,0.614,supporl,0.75,spport,0.822,■upport,0.826,furtherance,0.548,wholeheartedly,0.486,cooperated,0.443
47,strengthen,0.363,invaders,0.421,secure,0.441,annoying,0.4,fuppor,0.484,pport,0.556,favours,0.535,bupport,0.612,suppori,0.75,suppoet,0.819,snpoort,0.826,supprt,0.546,suffrages,0.485,ponse,0.443
48,aversion,0.363,opposing,0.42,encrease,0.441,providing,0.4,protection,0.484,solicit,0.556,solicit,0.524,suppolt,0.611,suiport,0.75,suppolt,0.817,suiport,0.824,adhesion,0.543,appealed,0.484,ticipation,0.442
49,supply,0.362,supported,0.42,warmest,0.441,leffening,0.398,maintaining,0.483,folicir,0.553,maintain,0.522,supporting,0.61,andsupport,0.745,supporti,0.816,suppjrt,0.824,00operation,0.541,backing,0.482,favours,0.442
50,credit,0.36,enforce,0.42,necessities,0.441,proteflant,0.398,proteflion,0.48,continuanceof,0.55,favonrs,0.518,supiort,0.61,oupport,0.744,sulpport,0.816,suppsrt,0.824,assistance,0.541,espouse,0.482,unanimous,0.442
51,destroy,0.36,supplies,0.418,augment,0.44,concurrence,0.397,flupport,0.48,countenance,0.544,fivours,0.517,sepport,0.608,suppoft,0.744,fupport,0.815,suppport,0.823,sup,0.538,favour,0.482,assistance,0.441
52,enjoyment,0.359,assist,0.418,supported,0.439,reltoring,0.394,eledlion,0.48,flupport,0.543,favouis,0.516,isupport,0.608,tsupport,0.743,supporl,0.814,pupport,0.823,suipport,0.535,representation,0.481,responded,0.441
53,setup,0.359,concurring,0.417,provision,0.438,interel,0.394,protedion,0.478,fuplport,0.543,favouts,0.515,snppoit,0.604,stpport,0.743,lupport,0.812,snuport,0.822,supporb,0.533,solidarity,0.481,apprecia,0.438
54,accuse,0.359,propagate,0.417,enforce,0.438,proteftant,0.394,intrcat,0.477,fuppnrt,0.542,favors,0.512,support—,0.602,pport,0.743,suppot,0.811,suppolt,0.821,unswerving,0.529,loyalty,0.481,ungrudging,0.438
55,prerogative,0.358,protection,0.416,establishing,0.438,protefion,0.393,mainte,0.476,fuppert,0.542,supported,0.512,sttpport,0.6,sspport,0.742,suipport,0.811,snoport,0.821,response,0.528,rankandfile,0.478,inspiration,0.437
56,succour,0.358,conduce,0.415,zeal,0.437,bulwark,0.393,suffrages,0.475,fuppqrt,0.54,countenance,0.512,suplport,0.598,supportthe,0.742,stipport,0.81,snppoit,0.821,supp°,0.524,applause,0.478,patronage,0.437
57,overthrow,0.357,defending,0.415,terests,0.437,intereil,0.392,elealon,0.474,thefupport,0.533,appiobation,0.509,suiport,0.598,sunnort,0.742,mpport,0.81,sspport,0.818,anpport,0.522,supporter,0.477,generously,0.437
58,assist,0.356,necessities,0.415,uphold,0.434,eftablifhing,0.391,pport,0.473,flpport,0.531,patronige,0.509,supprt,0.592,suppoat,0.742,suppport,0.809,suppost,0.818,suppoi,0.522,candidature,0.475,opposing,0.436
