,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,gentleman,0.448,marlow,0.557,tizen,0.639,aleconners,0.507,tizen,0.593,citiien,0.728,citizcn,0.621,citizens,0.617,citizeu,0.865,citizeu,0.81,citisen,0.934,citisen,0.839,citiien,0.897,citixen,0.876
1,grocer,0.447,ludlam,0.504,leatherfeller,0.531,slingsby,0.483,liveryman,0.511,citizcn,0.679,tizen,0.609,citisen,0.61,citisen,0.83,itizen,0.773,citixen,0.923,citixen,0.83,citixen,0.895,zen,0.846
2,tleman,0.43,skinner,0.492,bridgemasters,0.53,commoncouncilmen,0.459,citi,0.478,citien,0.679,citien,0.601,tizen,0.58,citiaen,0.825,citiaen,0.729,citizeu,0.909,oitizen,0.783,citisen,0.889,citi,0.835
3,scrivener,0.427,salter,0.479,merchanttaylor,0.523,alderman,0.454,wellwifher,0.477,tizen,0.673,prefeft,0.572,legislator,0.533,citiien,0.805,citizn,0.718,itizen,0.898,citiaen,0.782,citiaen,0.863,citiien,0.817
4,gentlewoman,0.42,randolph,0.457,joyner,0.511,liveryman,0.452,werthy,0.472,citzen,0.669,republic,0.567,citizeus,0.525,citixen,0.785,citisen,0.709,citiien,0.894,citiien,0.777,citiren,0.846,citiaen,0.799
5,lawyer,0.417,fazakerley,0.456,salter,0.504,tatives,0.433,fricnd,0.471,cititen,0.666,senator,0.566,zens,0.524,citizn,0.775,citzen,0.705,citiaen,0.892,citiren,0.736,citzen,0.833,citisen,0.788
6,vintner,0.415,vote,0.452,snablin,0.495,bethell,0.424,citizens,0.468,citizn,0.646,semonville,0.558,englishman,0.523,citizens,0.736,citizan,0.69,citizn,0.889,citizeu,0.732,cititen,0.828,citien,0.773
7,nent,0.413,vintner,0.444,aleconners,0.495,haberdafher,0.421,wellwilher,0.464,itizen,0.646,consul,0.554,soldier,0.521,citiren,0.72,ciizen,0.687,ciiizen,0.886,citzen,0.717,cituen,0.809,citiren,0.772
8,fowler,0.404,mercer,0.441,godschall,0.492,truman,0.419,friend,0.464,ciizen,0.636,conful,0.549,liveryman,0.517,englishman,0.72,citizea,0.684,citizm,0.878,ctizen,0.706,citizeu,0.809,citlsen,0.758
9,worthy,0.401,alderman,0.436,daye,0.469,wortby,0.411,wellwither,0.46,citizei,0.633,laforet,0.546,fellowcitizen,0.514,democrat,0.717,ctizen,0.675,citieen,0.878,citizei,0.682,citien,0.805,citzen,0.756
10,citizens,0.39,haberdasher,0.428,citi,0.465,petitioner,0.41,patriot,0.454,ciiizen,0.616,confuls,0.539,senator,0.502,eitizen,0.716,guardian,0.647,citizei,0.872,citizn,0.677,citieen,0.783,itizen,0.755
11,scholar,0.386,newland,0.423,citizens,0.464,sheriffs,0.407,senator,0.448,cirizen,0.61,frenchman,0.534,politician,0.495,tizen,0.712,citiien,0.641,cilizen,0.867,citien,0.672,itizen,0.779,cltlxen,0.753
12,liveth,0.375,citizens,0.42,bosworth,0.458,fludyer,0.407,englilhman,0.445,ctizen,0.609,schimmelpenninck,0.533,statesman,0.489,irishman,0.711,oitizen,0.639,ciizen,0.866,oitisen,0.663,citnen,0.756,cltlsen,0.749
13,substantial,0.374,eyles,0.418,cirizens,0.458,needful,0.4,freeholder,0.442,citizer,0.608,portalis,0.52,patriot,0.484,citizen—,0.704,musicus,0.619,citizsn,0.864,citize,0.658,citiacn,0.748,citlaen,0.74
14,alderman,0.371,goldfmith,0.415,wvorthy,0.454,efi1,0.4,zens,0.44,citize,0.604,couful,0.519,frenchman,0.483,citicen,0.7,herald,0.619,citizer,0.862,citiz,0.657,citiicn,0.748,cltlaen,0.739
15,farmer,0.371,jeremiah,0.414,westall,0.452,elefled,0.4,clothworker,0.438,citizenl,0.603,confervative,0.517,citizenship,0.475,patriot,0.695,freeman,0.609,citiren,0.849,cituen,0.655,citizon,0.746,cltiaen,0.736
16,honest,0.366,draper,0.414,lequefne,0.449,sherif,0.398,lolme,0.433,citi,0.601,prefedt,0.516,citixens,0.475,citzen,0.687,herild,0.609,cititen,0.846,oitiaen,0.654,izen,0.745,cltlien,0.736
17,companion,0.366,petitioner,0.413,candidate,0.448,citizens,0.398,honclt,0.431,citizeni,0.597,carnot,0.514,citi,0.473,fellowcountryman,0.685,press—wanted,0.608,citiztn,0.844,ciiizen,0.633,ctizen,0.74,ctizen,0.734
18,butler,0.366,lechmere,0.399,clothworker,0.447,ironmonger,0.397,cranke,0.431,cilizen,0.582,confal,0.511,journalist,0.47,citien,0.682,morniwj,0.608,ouizen,0.838,itizen,0.63,citiscn,0.738,citlien,0.73
19,dwelling,0.365,goldsmith,0.397,draper,0.445,salter,0.397,memberof,0.423,citizens,0.577,confiul,0.511,tizens,0.467,citizans,0.678,otface,0.607,cituen,0.837,citizon,0.627,tizen,0.736,citlxen,0.73
20,rouse,0.364,unprovided,0.397,whadcock,0.443,vintner,0.393,honest,0.422,citizent,0.574,rapp,0.509,naturalborn,0.465,statesman,0.676,engushman,0.606,cmzen,0.832,citizan,0.623,citircn,0.732,cltisen,0.727
21,bailiff,0.361,derman,0.395,liveryman,0.438,winterbottom,0.39,mayorof,0.421,pleville,0.557,prefea,0.506,eitizens,0.465,citizeni,0.676,englishman,0.6,cihzen,0.818,ciuzen,0.591,citigen,0.727,cittaen,0.725
