,en_1680,en_1680_d,en_1700,en_1700_d,en_1720,en_1720_d,en_1740,en_1740_d,en_1760,en_1760_d,en_1780,en_1780_d,en_1800,en_1800_d,en_1820,en_1820_d,en_1840,en_1840_d,en_1860,en_1860_d,en_1880,en_1880_d,en_1900,en_1900_d,en_1920,en_1920_d,en_1940,en_1940_d
0,joyn,0.432,feparate,0.572,seperate,0.721,feparate,0.489,feparate,0.546,feparate,0.749,sepaiate,0.717,seperate,0.764,seperate,0.875,seperate,0.897,senarate,0.901,separata,0.833,separata,0.844,separata,0.708
1,defensive,0.384,sepa,0.568,feparate,0.685,eparate,0.431,fcparate,0.539,eparate,0.683,sepa,0.708,sepaiate,0.721,separato,0.856,sepaiate,0.871,seperate,0.873,eparate,0.728,separato,0.786,seperate,0.663
2,ratified,0.379,parate,0.566,feperate,0.683,fcparate,0.428,separately,0.526,feparatc,0.675,parate,0.683,parate,0.721,sepaiate,0.844,separato,0.865,sepaiate,0.864,eeparate,0.715,eparate,0.757,seoarate,0.656
3,separated,0.376,peace,0.47,leparate,0.578,parate,0.426,feperate,0.508,fcparate,0.671,seperate,0.659,separata,0.672,separata,0.837,separata,0.834,separato,0.858,separato,0.702,senarate,0.754,arate,0.622
4,westphalia,0.363,treaty,0.457,feparare,0.576,feperate,0.412,feparatc,0.496,separatc,0.646,feparate,0.659,sepa,0.67,soparate,0.818,senarate,0.832,sedarate,0.843,sepaiate,0.671,eeparate,0.716,parate,0.613
5,betimes,0.359,partition,0.443,eparate,0.572,fieparate,0.405,leparate,0.487,leparate,0.635,eparate,0.637,eparate,0.665,aeparate,0.81,eeparate,0.831,eeparate,0.84,parate,0.667,sepaiate,0.702,eparate,0.598
6,decamp,0.358,conclude,0.431,sepa,0.563,feparatc,0.364,fiparate,0.471,sepa,0.635,separately,0.624,sepatate,0.658,eparate,0.775,sepsrate,0.828,sepirate,0.825,seoarate,0.647,arate,0.689,sepaiate,0.597
7,treaty,0.355,alliance,0.426,fcparate,0.55,leparate,0.361,fieparate,0.463,parate,0.633,leparate,0.618,separae,0.576,sepsrate,0.771,sepirate,0.815,seiarate,0.816,senarate,0.643,parate,0.673,separ,0.572
8,assemble,0.354,defensive,0.411,singly,0.531,feparately,0.349,feparare,0.457,reparate,0.609,feparatc,0.614,sparate,0.557,eeparate,0.764,eparate,0.797,aeparate,0.809,aeparate,0.634,seoarate,0.672,wc,0.553
9,observe,0.352,freaty,0.409,separately,0.514,feparare,0.345,eparate,0.454,teparate,0.605,fcparate,0.597,separale,0.556,separste,0.761,reparate,0.795,separata,0.808,separaie,0.628,seperate,0.651,wc„,0.548
10,allies,0.352,allies,0.404,parate,0.479,option,0.33,fepatate,0.438,separately,0.604,separat,0.583,distinct,0.553,parate,0.759,beparate,0.786,sepsrate,0.807,seperate,0.624,teparate,0.638,aeparate,0.542
11,nimeguen,0.351,preliminaries,0.388,fepa,0.446,71o,0.33,fepirate,0.423,fieparate,0.586,distinct,0.581,separat,0.55,teparate,0.742,sejiarate,0.782,soparate,0.807,teparate,0.618,beparate,0.617,sep,0.533
12,neutrality,0.351,1689,0.385,settled,0.422,poftage,0.309,ieparate,0.411,feperate,0.575,separatc,0.575,separato,0.549,separae,0.734,soparate,0.78,sepnrate,0.803,sepa,0.606,separat,0.613,washbasin,0.533
13,conjunction,0.35,propose,0.382,respectively,0.408,lttt,0.308,feparately,0.402,feparite,0.571,teparate,0.526,aeparate,0.539,sparate,0.715,seoarate,0.779,sejiarate,0.801,sparate,0.603,aeparate,0.608,halftiled,0.529
14,overtures,0.347,treary,0.382,fingly,0.405,poflage,0.304,diftinft,0.399,fepirate,0.568,distindt,0.512,separately,0.536,sepirate,0.713,aeparate,0.773,saparate,0.799,serrate,0.598,sparate,0.593,bathroom,0.525
15,confede,0.345,treatv,0.381,separated,0.403,enclofed,0.302,diftindt,0.393,fparate,0.559,fepa,0.509,sepirate,0.528,senarate,0.713,teparate,0.767,teparate,0.793,beparate,0.589,separ,0.59,halttiled,0.525
16,deliberate,0.344,rastat,0.375,assigned,0.389,improveable,0.301,teparate,0.381,feparare,0.556,ieparate,0.486,aseparate,0.499,separte,0.695,separnte,0.752,sparate,0.792,soparate,0.589,sepa,0.589,sepa,0.523
17,disband,0.344,rreaty,0.373,contracting,0.388,schedule,0.3,feperately,0.38,fepatate,0.556,feparately,0.486,sepairate,0.494,sepatate,0.694,parate,0.75,sepurate,0.787,sepirate,0.578,soparate,0.582,bethroom,0.519
18,deputation,0.341,reaty,0.372,itself,0.385,lett,0.3,fcparately,0.376,distindt,0.552,parately,0.481,sepai,0.48,separats,0.69,separete,0.75,seoarate,0.776,separat,0.575,separte,0.569,bathioom,0.517
19,project,0.34,ryswick,0.371,feparately,0.38,pennypoll,0.295,fparate,0.372,ieparate,0.55,separ,0.461,separ,0.476,scparate,0.684,separae,0.75,eparate,0.776,seprate,0.553,•eparate,0.552,baihroom,0.516
20,oppose,0.34,separated,0.37,subsist,0.373,compleac,0.295,diftinct,0.37,feparae,0.549,leparately,0.458,separatc,0.473,sepaate,0.683,scparate,0.748,sepatate,0.773,separae,0.536,sepai,0.519,wcs,0.516
