,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,gem,0.813,magter,0.651,magter,0.622,perser,0.523,folk,0.611,sjöfartsidkande,0.537,kurator,0.55,studentkår,0.498
1,aktning,0.797,folkslag,0.641,patriotism,0.602,nationalitet,0.519,nationalkänsla,0.517,folk,0.536,studentkår,0.538,sjöfartsidkande,0.491
2,hittils,0.784,ädagalagt,0.634,oföränderlig,0.595,folkflag,0.518,skamfläck,0.513,täflingsstriden,0.515,sjöfartsidkande,0.537,studerande,0.481
3,wäre,0.78,regeringssätt,0.633,makterne,0.58,sympati,0.513,brödrafolk,0.508,nationalkarakter,0.504,gestrike,0.515,täflingsstriden,0.469
4,wälfärd,0.779,oföränderlig,0.626,folkslag,0.577,folkel,0.511,nationalitet,0.508,fritänkeri,0.489,nationsförening,0.511,kurator,0.467
5,stridig,0.778,beständ,0.625,mägtiga,0.576,jemnvigt,0.51,interess,0.505,areopag,0.483,landskapsförening,0.509,nations,0.462
6,inbyggare,0.772,inbyggare,0.624,foglighet,0.576,mediation,0.51,folkel,0.499,natio,0.472,proinspektor,0.505,npplysta,0.461
7,förhoppning,0.769,wishet,0.623,magterna,0.575,wälfärd,0.509,statssystem,0.49,förbundsstat,0.471,universitetsrektor,0.499,statsenhet,0.458
8,christna,0.767,folkstag,0.622,stämpling,0.571,ideerna,0.508,maktägande,0.489,germanisk,0.47,nations,0.498,sjöhandel,0.456
9,furste,0.766,tjenande,0.622,konstnär,0.57,tillkämpa,0.508,motsvarighet,0.489,studerande,0.469,natio,0.479,täflingsstrid,0.454
10,utsprida,0.761,undersåtare,0.618,folkflag,0.567,oförvillad,0.507,fortlefva,0.488,ociviliserad,0.468,täflingsstriden,0.478,nationalkarakter,0.454
