,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,protestantism,0.746,ideerna,0.723,jemlikhetens,0.676,liberalism,0.648,liberalism,0.647
1,angelägenheterne,0.743,statsinrättning,0.717,statsordning,0.657,parlamentarism,0.633,parlamentarism,0.63
2,uppstätt,0.742,absolutistisk,0.7,liberalism,0.655,ultramontanerna,0.627,ultramontanerna,0.627
3,rättstillstånd,0.741,statsförvaltning,0.698,panslavism,0.647,vensterparti,0.612,vensterparti,0.612
4,naturalisera,0.741,rättstillstånd,0.697,ideerna,0.643,afgjordaste,0.606,folkfrihet,0.609
5,stammare,0.732,omstörtning,0.689,ultramontanerna,0.642,folkfrihet,0.601,federativ,0.6
6,beträdt,0.727,byråkratisk,0.687,bonapartism,0.641,federativ,0.6,statsordning,0.597
7,grassera,0.725,monarkisk,0.686,banerförare,0.641,statsordning,0.597,unionspolitik,0.595
8,jemnvigt,0.723,feodal,0.685,medeltida,0.639,socialdemokrati,0.594,samfundsordning,0.593
9,invertes,0.722,napoleonska,0.684,förkämpe,0.637,samfundsordning,0.593,panslavism,0.593
10,integritet,0.721,doktrin,0.677,folkfrihet,0.634,panslavism,0.593,arbetarparti,0.592
11,konflikt,0.721,abolitionist,0.677,lifsprincip,0.633,unionspolitik,0.591,tullpolitik,0.59
12,brödrafolk,0.72,jemnlikhet,0.677,ultramontanism,0.633,tullpolitik,0.59,socialdemo,0.59
13,hierarki,0.72,hierarki,0.677,samhällsbyggnad,0.632,socialdemo,0.59,monarkifla,0.588
14,monarkisk,0.72,sidoinflytande,0.675,dualism,0.629,arbetarparti,0.589,afgjordaste,0.586
15,söremäl,0.719,ärftlighet,0.675,menniskorätt,0.629,monarkifla,0.588,samhällsmakt,0.586
16,tomhet,0.719,dynastisk,0.674,broderlighet,0.628,samhällsmakt,0.586,aksakoff,0.586
17,otålig,0.719,byråkrati,0.674,feodalism,0.627,aksakoff,0.586,boulangismen,0.584
18,personifiera,0.718,fiendtlighet,0.672,förbundsstat,0.626,absolutism,0.585,antiklerikal,0.584
19,nordista,0.717,fyrdelning,0.672,skyddstullsystem,0.626,radikalism,0.585,nationalitetsprincip,0.584
20,öfvermakt,0.717,stabilitet,0.672,frihandelsprincip,0.626,boulangismen,0.584,reformparti,0.584
21,medborgarnes,0.717,splittring,0.67,federativ,0.625,antiklerikal,0.584,radikalism,0.584
22,kabinetter,0.716,rättsbegrepp,0.668,riksdagsparti,0.624,nationalitetsprincip,0.584,konstitutionalism,0.583
23,hafna,0.716,styrelsesystem,0.666,progressistiska,0.623,konstitutionalism,0.583,regeringssystem,0.583
24,osämja,0.715,judendom,0.665,monarkifla,0.623,regeringssystem,0.583,elsassarne,0.583
25,föreningsband,0.713,öfvermakt,0.664,nationalitetsprincip,0.622,elsassarne,0.583,republikanism,0.582
26,ärftlighet,0.713,tillintetgörelse,0.664,folkopinion,0.622,fredspolitik,0.582,reformpolitik,0.582
27,tolerans,0.713,bonapartist,0.664,monarkist,0.622,republikanism,0.582,demagogi,0.581
28,sammanswärjning,0.713,styrelsesätt,0.663,statsenhet,0.622,reformpolitik,0.582,folkanda,0.58
29,siendtliga,0.712,hätskhet,0.662,fredspolitik,0.62,demagogi,0.581,conservative,0.58
30,intelligens,0.712,suveränitet,0.661,enhetstanke,0.62,folkanda,0.58,socialdemokrati,0.58
31,faction,0.712,omstörta,0.661,intolerans,0.619,conservative,0.58,styrelsesystem,0.58
32,sympati,0.712,konsti,0.661,kullkastande,0.619,styrelsesystem,0.58,fredspolitik,0.58
33,beherrskare,0.711,meningsstrid,0.659,parlamentarism,0.619,oppositionsparti,0.579,oppositionsparti,0.579
34,fiendskap,0.711,styrelseform,0.659,partiregering,0.619,ideerna,0.578,opportunisterne,0.576
35,förhållanderne,0.711,öfverändakasta,0.658,napoleonsta,0.618,opportunisterne,0.576,legitimitet,0.576
36,vidskeplig,0.71,rättsenlig,0.658,äterupprätta,0.617,legitimitet,0.576,progressistiska,0.575
37,byråkrati,0.71,envälde,0.657,nationalparti,0.617,progressistiska,0.575,absolutism,0.575
38,klagorop,0.71,egoistisk,0.657,conservative,0.617,bonapartism,0.575,bonapartism,0.575
39,afmåla,0.71,fältrop,0.657,byråkrati,0.616,opportunism,0.575,opportunism,0.575
40,framalstra,0.71,arfföljd,0.657,oppositionell,0.616,unionsfientliga,0.574,vapendragare,0.574
41,organism,0.71,medhåll,0.656,statsform,0.616,agrar,0.573,unionsfientliga,0.574
42,despotisk,0.709,sedvana,0.656,återupprättelse,0.614,värfningssystemet,0.572,värfningssystemet,0.572
43,tillknyta,0.709,samhällsbyggnad,0.656,samhällsmakt,0.614,jemlikheten,0.571,jemlikheten,0.571
44,milieu,0.709,teori,0.655,absolutistisk,0.614,dynastisk,0.571,dynastisk,0.571
45,öfverlägsenhet,0.708,följdriktig,0.655,slagord,0.613,frihetsidé,0.571,frihetsidé,0.571
46,martyr,0.708,jemvigt,0.655,eröfringslystna,0.613,skandinavism,0.571,skandinavism,0.571
47,kommerciella,0.707,undantagslag,0.654,absolutism,0.611,återuppståndelse,0.571,återuppståndelse,0.571
48,materie,0.707,statsskick,0.654,centralisation,0.611,menniskorätt,0.571,menniskorätt,0.571
49,ffydd,0.707,milieu,0.654,valprincipen,0.611,folkrepresentation,0.571,ultramontanism,0.57
50,förvärfvad,0.707,försvagande,0.654,statsinrättning,0.61,ultramontanism,0.57,partikularism,0.569
51,lifskraft,0.707,halfofficiella,0.653,påfveväldet,0.61,partikularism,0.569,ideerna,0.569
52,obekantskap,0.706,jesuitism,0.653,katholicismen,0.61,folkvälde,0.569,återupprättelse,0.569
53,kokett,0.706,allenastyrande,0.653,republikanfla,0.61,gammalrysk,0.568,folkvälde,0.569
54,fiendtlighet,0.706,skatteförenklingsfrågan,0.653,jemlikheten,0.609,federalism,0.568,gammalrysk,0.568
55,tämja,0.706,absolutism,0.652,sammansluta,0.609,nationalparti,0.568,folksuveränitet,0.568
56,statsrätt,0.706,tillskrifver,0.652,jesuitism,0.609,toryregering,0.568,federalism,0.568
57,hyfsning,0.706,hierarkisk,0.652,pariserpressen,0.609,blikens,0.568,nationalparti,0.568
58,subordination,0.706,exklusiv,0.651,korrumpera,0.608,återupprättelse,0.567,toryregering,0.568
59,tropisk,0.705,valprincipen,0.651,gudsdyrkan,0.608,banérförare,0.567,blikens,0.568
60,armce,0.704,vital,0.65,samhällig,0.608,nationalära,0.567,banérförare,0.567
61,st8r,0.704,intolerans,0.65,långmodighet,0.608,samhällsfrid,0.567,nationalära,0.567
62,frappera,0.704,statssystem,0.65,militärdespotism,0.608,vapendragare,0.567,samhällsfrid,0.567
63,förmur,0.704,monopolier,0.649,doktrin,0.607,maktinnehafvarne,0.567,maktinnehafvarne,0.567
64,storbrittannien,0.704,motvigt,0.648,styrelsesystem,0.607,häfdandet,0.567,häfdandet,0.567
65,krisi,0.703,konungamakt,0.648,likbetydande,0.607,jemnlikheten,0.567,jemnlikheten,0.567
