,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,existera,0.922,afgifwa,0.812,iemnas,0.71,nk,0.621,belägringsarbetena,0.526,tse,0.463,rrn,0.481,uel,0.473
1,förordnande,0.92,skyndsam,0.804,mma,0.697,lun,0.6,farenhet,0.516,faa,0.445,uel,0.48,rrn,0.461
2,narra,0.92,häpenhet,0.797,kassör,0.692,cor,0.597,upj,0.503,eat,0.441,ullf,0.471,ael,0.46
3,salsta,0.919,dille,0.796,oagl,0.692,terås,0.584,fvet,0.497,jc,0.436,rll,0.467,idas,0.455
4,ljuflig,0.918,nansin,0.796,sörs,0.69,haj,0.582,leve,0.493,n1,0.433,fll,0.467,fll,0.454
5,twista,0.918,sorgsen,0.794,hov,0.684,rue,0.579,idas,0.492,driva,0.432,80m,0.464,rll,0.453
6,förmärka,0.917,bestyra,0.794,fwa,0.683,eer,0.577,ständigheter,0.489,bear,0.432,rts,0.459,ullf,0.451
7,innehall,0.916,uphöja,0.79,jf,0.682,yf,0.577,ud,0.489,llet,0.431,ael,0.457,ird,0.45
8,fördärf,0.916,sjelft,0.789,teti,0.679,83o,0.574,ude,0.487,tg,0.43,eär,0.456,tse,0.449
9,upfylla,0.914,medge,0.789,rep,0.678,fh,0.573,tiskt,0.487,vel,0.429,ird,0.454,katén,0.449
10,nod,0.914,trad,0.788,beswäret,0.678,ce,0.573,nk,0.487,eas,0.428,katén,0.454,sfn,0.448
11,ssola,0.914,ocean,0.788,billek,0.678,junia,0.568,kui,0.487,fdel,0.425,sfn,0.453,eär,0.447
12,huruledes,0.912,dagcligen,0.786,anhälle,0.677,dfn,0.562,återupplifva,0.484,nisk,0.425,tse,0.452,ntet,0.446
13,parlament,0.911,jog,0.786,qwarnen,0.674,rra,0.561,guldmina,0.483,ckn,0.425,dle,0.449,rts,0.446
14,dos,0.911,varda,0.786,torngren,0.673,afto,0.559,gde,0.483,mda,0.425,rli,0.447,näri,0.445
15,lukt,0.909,ssäl,0.785,jc,0.672,kf,0.559,ulle,0.483,petitbokstäfwer,0.424,n1,0.446,fari,0.442
16,namne,0.908,ätankan,0.783,stockbolm,0.671,kd,0.559,eren,0.482,edd,0.423,tss,0.445,nrs,0.442
17,wälmening,0.908,dcsta,0.783,sörhällande,0.671,zu,0.559,rle,0.48,rekte,0.423,rri,0.444,n1,0.441
18,understödja,0.908,förtälja,0.781,165,0.671,hs,0.558,serski,0.479,rle,0.422,mda,0.444,ensa,0.44
19,förbuden,0.907,hwav,0.78,gores,0.67,francais,0.558,fva,0.479,rll,0.422,ög,0.443,pita,0.437
20,utropa,0.905,siga,0.78,tillrättaffaffar,0.669,gers,0.558,ghet,0.478,1111,0.421,ensa,0.443,rsä,0.436
21,undgå,0.905,frimodighet,0.78,niigon,0.668,838,0.555,vex,0.478,nkt,0.421,idas,0.442,kaf,0.434
22,inkil,0.904,alster,0.78,sive,0.668,signora,0.555,cx,0.478,uie,0.418,rla,0.442,rri,0.434
23,ätwarnas,0.904,wek,0.779,qm,0.668,oel,0.555,ikorn,0.478,ruka,0.418,eas,0.441,rla,0.432
24,lia,0.904,dare,0.779,helsobrunn,0.668,ocf,0.554,jei,0.478,gangs,0.417,pita,0.441,tss,0.431
25,härlighet,0.904,kola,0.779,styldigc,0.667,iiu,0.554,önsk,0.476,icle,0.417,näri,0.44,maij,0.431
26,anmodan,0.904,trötta,0.779,pip,0.667,qui,0.554,ått,0.476,lun,0.416,fari,0.44,mda,0.431
27,försträcka,0.904,läm,0.778,hk,0.667,chevalier,0.552,konsti,0.476,liet,0.416,ntet,0.438,nts,0.43
28,hwarifrän,0.904,förgäs,0.778,tcn,0.666,wn,0.552,rekt,0.475,ee,0.416,rsä,0.438,rli,0.43
29,egenteligen,0.904,laren,0.778,bäckström,0.665,sd,0.551,ee,0.475,ernas,0.415,agit,0.438,80m,0.429
30,operation,0.903,mata,0.777,kungsbacken,0.665,4r,0.55,fve,0.474,edt,0.413,finni,0.436,hustra,0.429
31,lian,0.903,svar,0.777,förglömd,0.665,mv,0.55,icle,0.473,mittel,0.413,eor,0.436,ftl,0.429
32,hä,0.903,wälmåga,0.777,liing,0.665,hors,0.55,tillgren,0.473,kell,0.412,kaf,0.435,erila,0.429
33,uselhet,0.903,ogräs,0.776,policekammaren,0.664,isdag,0.55,vc,0.473,öii,0.412,hustra,0.435,öii,0.429
34,aria,0.903,wasen,0.775,nande,0.664,ud,0.549,lal,0.472,nnu,0.412,erer,0.433,yc,0.428
35,sinner,0.902,glob,0.775,hålst,0.663,histoire,0.549,ätsölja,0.472,nk,0.412,sae,0.433,rålli,0.428
36,giorde,0.902,ljung,0.774,igenfå,0.663,mna,0.548,lta,0.471,lri,0.412,cs,0.432,r0,0.428
37,bröllop,0.901,utelöpande,0.773,supponera,0.663,lf,0.548,ken,0.471,qwäfwehaltiga,0.411,nts,0.431,liii,0.427
38,öfwerflöd,0.901,förebrå,0.773,orda,0.663,tt,0.548,nei,0.471,stem,0.411,vilk,0.431,v6,0.427
39,moln,0.901,feg,0.773,iker,0.663,nh,0.547,ando,0.47,c1,0.41,fver,0.431,iia,0.427
40,begrepp,0.9,hug,0.773,oswannämde,0.662,knap,0.547,fh,0.47,erd,0.41,dde,0.43,fvi,0.427
41,wälsignelse,0.9,medhinna,0.773,härma,0.662,ilsk,0.547,båst,0.47,ånd,0.41,komn,0.429,orja,0.427
42,tysthet,0.9,likasä,0.772,jker,0.662,gina,0.547,ede,0.469,liii,0.41,ees,0.429,rolv,0.426
43,gynna,0.9,giöra,0.771,komm,0.662,nd,0.547,ilär,0.469,enir,0.409,he,0.429,agit,0.425
44,indra,0.9,supponera,0.771,area,0.662,nga,0.547,courage,0.468,ingre,0.409,ngs,0.428,1e,0.424
45,maga,0.9,öpning,0.771,sökning,0.661,ere,0.547,iker,0.468,elan,0.409,rålli,0.428,arbog,0.423
46,mae,0.9,stava,0.771,sökand,0.66,ftån,0.546,jus,0.468,tdt,0.409,yc,0.427,ngl,0.423
47,sem,0.899,bu,0.77,öswerenskomma,0.66,möllerhjelm,0.546,tillskicka,0.468,regén,0.409,orja,0.427,eor,0.423
48,höflighet,0.899,swala,0.769,ifwa,0.659,1s,0.546,frigifvas,0.467,tss,0.409,mäj,0.427,ngs,0.422
49,rikta,0.899,samtida,0.769,anm,0.659,lagerhjelm,0.546,biifva,0.466,noget,0.409,rolv,0.426,stf,0.422
50,blygd,0.898,utbyte,0.769,mis,0.658,fver,0.546,offent,0.466,köpi,0.409,lisli,0.425,mp,0.422
51,vetta,0.898,likaså,0.769,ffullc,0.658,gat,0.546,förvalt,0.466,iker,0.408,rns,0.425,fb,0.42
52,forma,0.898,efterlängtad,0.768,upplära,0.658,een,0.545,zur,0.465,fch,0.408,uä,0.424,tifil,0.42
53,ästundade,0.897,iian,0.768,bister,0.657,vista,0.545,thel,0.465,rri,0.408,rh,0.424,ligh,0.419
54,ändamäl,0.897,rörd,0.766,werks,0.657,alex,0.544,verge,0.465,mp,0.408,fvi,0.424,ög,0.419
55,henne,0.897,cit,0.766,was,0.657,stoia,0.544,akna,0.465,lta,0.408,rål,0.424,imi,0.418
56,talrik,0.897,glfwa,0.765,lemnos,0.657,jt,0.544,bvi,0.465,fll,0.407,nrs,0.423,dde,0.418
