,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,kommerciella,0.803,intellektuell,0.711,konstslöjd,0.595,civilisation,0.661,civilisation,0.673
1,mythologi,0.781,medborgerlighet,0.701,statssystem,0.593,odling,0.636,offerväsen,0.637
2,pånyttfödelse,0.777,vetenskaplighet,0.688,näringsflit,0.587,offerväsen,0.621,vesterlandet,0.625
3,medborgarnes,0.775,industriel,0.678,kolonisation,0.582,samhällslif,0.597,lifsfrågor,0.611
4,vidskeplig,0.774,sjelfbestånd,0.677,fenicisk,0.582,lifsfrågor,0.591,odling,0.609
5,sammantränga,0.771,kontinuitet,0.673,utveckling,0.58,ntveckling,0.578,samhällslif,0.607
6,konstflit,0.769,menniflans,0.67,hushållningsplan,0.58,samhällslifvets,0.576,samhällslifvets,0.603
7,skräck,0.768,konstflit,0.668,civilisation,0.574,odlingshistoria,0.574,ntveckling,0.597
8,fortgående,0.768,utwecklingen,0.666,kulturförhållanden,0.573,humanism,0.571,tankeriktning,0.594
9,sympati,0.768,hyfsning,0.659,wetenstapens,0.571,nationallynne,0.567,humanism,0.594
10,sorglös,0.767,gradvis,0.658,samhällslifvets,0.571,fenicisk,0.567,nationallynne,0.592
11,grundval,0.761,pånyttfödelse,0.655,utweckliug,0.569,tankeriktning,0.565,alstringsförmåga,0.591
12,ingripa,0.761,intellektuel,0.655,kulturutveckling,0.568,kulturarbete,0.563,statssystem,0.59
13,öppenhet,0.761,sjelfstyrelse,0.654,folklynne,0.566,vesterlandet,0.562,naturforskning,0.588
14,intellektuell,0.758,föreställningssätt,0.653,humanism,0.565,gudalära,0.558,kulturell,0.584
15,samhällsskick,0.758,skönhetssinne,0.651,uttveckling,0.562,arisk,0.558,menniskoandens,0.583
16,intelligens,0.756,allsidig,0.649,jernhandteringens,0.562,alstringsförmåga,0.557,fenicisk,0.582
17,uppväxa,0.756,statsborgerlig,0.647,vetenskaplighet,0.559,alstringskraft,0.556,människosläkte,0.581
18,menskligheten,0.755,estetisk,0.647,kulturfolk,0.558,kulturell,0.554,förkofring,0.58
19,social,0.753,affärs,0.647,samhällsutveckling,0.557,civilisatorisk,0.553,civilisatorisk,0.579
20,hyfsning,0.752,folklynne,0.646,näringslagstiftning,0.555,naturforskning,0.553,arisk,0.578
21,ideel,0.75,intolerans,0.645,samfunds,0.554,undervisningsväsen,0.55,nationalanda,0.578
22,egoistisk,0.749,hedendom,0.645,landthushällningens,0.553,kulturutveckling,0.549,sagotid,0.575
23,ideell,0.748,rättsbegrepp,0.644,odling,0.552,utvecklingsgång,0.549,odlingshistoria,0.574
24,förhållanderne,0.748,framskridande,0.644,ideell,0.552,literator,0.549,kulturfolk,0.574
25,brödrafolk,0.748,agrikultur,0.644,alstringskraft,0.551,lifsvillkor,0.548,själslifvets,0.574
26,tidehvarfvets,0.746,ideell,0.644,samhällslif,0.551,kulturfolk,0.548,frihets,0.572
27,sansad,0.745,vantro,0.642,odlingshistoria,0.55,statssystem,0.547,läkarekonst,0.57
28,mångfald,0.745,samhällsskick,0.64,näringslif,0.55,wetenskaper,0.546,folkanda,0.569
29,alltmer,0.744,slägtets,0.64,regeneration,0.547,empirisk,0.545,alstringskraft,0.569
30,betraktare,0.744,förädling,0.64,vesterlandet,0.547,menniskoandens,0.542,empirisk,0.569
31,samhällsordning,0.743,erinring,0.639,samhällslära,0.546,folklynne,0.541,utvecklingsgång,0.568
32,framalstra,0.742,välbefinnande,0.636,ntwcckling,0.545,kulturförhållanden,0.539,slägtes,0.564
33,folkstag,0.742,wälständ,0.636,kulturväxt,0.543,fornforskning,0.537,samhällstillstånd,0.563
34,förnedring,0.741,förädla,0.636,literatur,0.542,förkofring,0.537,samhällsförfattning,0.563
35,öfverlägsenhet,0.741,rotfästa,0.636,affärslif,0.542,diktning,0.533,statslifvets,0.562
36,saktmod,0.741,välsignelserik,0.635,ntweckling,0.539,människosläkte,0.533,stenkolsindustri,0.561
37,mägtiga,0.74,välmåga,0.633,blomstring,0.538,biologi,0.532,välständ,0.558
38,civilisation,0.74,folkuppfostran,0.633,modernäring,0.538,literatur,0.532,urinvånare,0.558
39,våla,0.738,framätstridande,0.633,befolkningsförhållande,0.537,hästkultur,0.532,kulturutveckling,0.558
40,äfventyrare,0.737,sinnlighet,0.632,physiska,0.537,stenkolsindustri,0.53,biologi,0.558
