,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,hildning,0.877,stiftning,0.757,styrelseform,0.729,styrelseform,0.667,styrelseform,0.667
1,envälde,0.876,samhällelig,0.75,kullkastande,0.709,statsordning,0.653,statsordning,0.653
2,påkalladt,0.873,domarena,0.744,styrelsesystem,0.701,samfundsordning,0.65,samfundsordning,0.65
3,åsyftning,0.871,älägga,0.744,helstatsförfattning,0.694,folksuveränitet,0.643,folksuveränitet,0.646
4,framskridande,0.868,medgifiva,0.743,förbundsförfattning,0.692,republi,0.634,republi,0.633
5,föreningsband,0.867,eristens,0.743,återupprättelse,0.69,enkammarsystem,0.63,enkammarsystem,0.63
6,folkbildning,0.867,följdriktig,0.743,partiregering,0.689,pressfrihet,0.624,pressfrihet,0.626
7,härledt,0.867,machinationer,0.742,fredspolitik,0.688,folkmakt,0.621,folkmakt,0.621
8,valsätt,0.866,omstörtning,0.742,folksuveränitet,0.688,finanspolitik,0.62,finanspolitik,0.62
9,historieskrifvare,0.866,inkonstitutionell,0.742,septennatet,0.686,styrelsesystem,0.619,styrelsesystem,0.619
10,höfva,0.865,fullmyndig,0.74,representationsform,0.684,repu,0.619,repu,0.619
11,förespråkare,0.865,folkrepresentation,0.739,okränkbar,0.684,kullkastande,0.614,kullkastande,0.614
12,ovett,0.865,sjelfstyrelse,0.739,federativ,0.684,trosfrihet,0.613,monarki,0.613
13,religionsfrihet,0.864,supremati,0.738,konfessionell,0.684,förbundsförfattning,0.612,trosfrihet,0.613
14,läsarinnor,0.864,retrograd,0.738,likbetydande,0.684,kinleybillen,0.612,förbundsförfattning,0.612
15,bålverk,0.864,betänksamhet,0.738,parlamentsreform,0.681,kungadöme,0.61,kinleybillen,0.612
16,draf,0.863,motsträfvighet,0.738,brottmålslag,0.681,utopist,0.61,kungadöme,0.61
17,bortblanda,0.862,lifsprincip,0.737,fyrdelning,0.681,federativ,0.608,utopist,0.61
18,religionslärare,0.862,bränvinsbränningens,0.737,plebiscit,0.68,prestvälde,0.608,federativ,0.608
19,bränvinets,0.861,religionslärare,0.736,statsordning,0.68,afgjordaste,0.607,prestvälde,0.608
20,vallag,0.861,kontinuitet,0.736,härorganisation,0.679,monarki,0.606,konungadöme,0.606
21,fiktion,0.861,sjelfvisk,0.735,stabilitet,0.679,konungadöme,0.606,valprincipen,0.604
22,beliöfver,0.861,folkwiljan,0.735,pressfrihet,0.678,republik,0.605,författningsändring,0.604
23,fiågan,0.86,otydlighet,0.734,oansvarig,0.678,författningsändring,0.604,monarkisk,0.603
24,samverka,0.86,vigtigasle,0.734,doktrin,0.677,valprincipen,0.603,statsenhet,0.602
25,vedersakare,0.86,nögde,0.733,vatikansk,0.672,statsenhet,0.602,republik,0.602
26,äsyftar,0.859,interesie,0.733,statsinrättning,0.67,maktinnehafvarne,0.601,maktinnehafvarne,0.601
27,undertryckande,0.859,tillkämpa,0.733,fueros,0.667,grundprincip,0.601,författningsförändring,0.6
28,afkorta,0.859,feodalism,0.733,dualism,0.667,författningsförändring,0.6,rättssystem,0.599
29,förvärfvad,0.859,styrelsesystem,0.733,statsenhet,0.666,rättssystem,0.599,regeringssystem,0.597
30,bokstaflig,0.859,embelsmännen,0.732,styrelsesätt,0.666,regeringssystem,0.597,despoti,0.597
31,någoa,0.858,statssystem,0.732,genomdrifvandet,0.666,despoti,0.597,grundprincip,0.596
32,förtryta,0.858,ilise,0.732,jemlikhetens,0.665,autokrati,0.596,autokrati,0.596
33,stafva,0.858,näringslagstiftning,0.732,militärorganisation,0.665,förtryckande,0.596,förtryckande,0.596
34,lurendrejare,0.858,alslag,0.732,landsdelarnes,0.665,dualism,0.595,dualism,0.595
35,stabilitet,0.857,representationsform,0.731,tillintetgörande,0.665,tygelse,0.595,tygelse,0.595
36,undergräfva,0.857,företrädesrättighet,0.731,respekterande,0.665,legitimitet,0.595,legitimitet,0.595
37,riskera,0.857,lekboll,0.731,återupprättande,0.664,oppositionsparti,0.594,oppositionsparti,0.594
38,förmycket,0.857,samhällsinstitution,0.731,återinförande,0.664,likbetydande,0.593,samhällstillstånd,0.594
39,välmenande,0.857,folkuppfostran,0.73,envälde,0.663,statsinrättning,0.592,likbetydande,0.593
40,krökning,0.857,grundvilkor,0.73,inkonstitutionelt,0.663,plebiscit,0.592,statsinrättning,0.592
41,tvungen,0.856,egendomlighet,0.729,samhällsskick,0.663,reformpolitik,0.592,plebiscit,0.592
42,löija,0.856,humbug,0.728,personlighetsprincip,0.661,oemotsägligen,0.592,reformpolitik,0.592
43,hvitbeta,0.856,lösande,0.728,tullsystem,0.661,samhällstillstånd,0.592,oemotsägligen,0.592
