,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,grundprincip,0.868,protektorat,0.782,höghetsrätt,0.724,supremati,0.723,supremati,0.728
1,adelskap,0.854,tillintetgörande,0.775,supremati,0.708,höghetsrätt,0.695,höghetsrätt,0.702
2,befästning,0.85,eventuel,0.768,öfwerhöghet,0.7,annam,0.694,öfwerhöghet,0.7
3,monopolier,0.849,inkräktning,0.767,okränkt,0.686,öfwerhöghet,0.694,annam,0.7
4,beträdt,0.849,helvetista,0.764,landsdelarnes,0.685,hegemoni,0.68,hegemoni,0.688
5,maxim,0.848,vapenmakt,0.762,oafhängighet,0.685,öfverhöghet,0.68,öfverhöghet,0.683
6,hunn,0.847,bannstråle,0.761,skyddsvakt,0.682,okränkt,0.675,okränkt,0.677
7,afmåla,0.846,supremati,0.754,öfverherre,0.681,rumeniens,0.666,rumeniens,0.677
8,affektera,0.846,tyrannisk,0.754,verdsliga,0.681,suveränitetsrättigheter,0.666,suveränitetsrättigheter,0.676
9,motif,0.845,afväpning,0.752,folksuveränitet,0.68,integritet,0.665,integritet,0.67
10,riskera,0.844,öfvervälde,0.75,nationalitetsprincip,0.677,oafhängighet,0.664,herradöme,0.669
11,demagogisk,0.844,styrelseform,0.749,respekterande,0.67,herradöme,0.664,öfverherre,0.668
12,ideerna,0.843,ärftlighet,0.749,ärftlighet,0.669,protektorat,0.658,afträdelse,0.665
13,oskälig,0.843,usurpera,0.748,öfverherrskap,0.668,afträdelse,0.657,oafhängighet,0.664
14,religionsfrihet,0.843,statsförbund,0.748,rumeniens,0.667,nationalitetsprincip,0.655,protektorat,0.662
15,samverka,0.842,libanon,0.748,fördragsenlig,0.666,vasallstat,0.653,nationalitetsprincip,0.661
16,folkbildning,0.841,centralamerika,0.747,skyddsherre,0.665,öfverherre,0.652,balkanstat,0.66
17,vedersakare,0.841,anfallskrig,0.746,eröfringspolitik,0.664,balkanstat,0.65,vasallstat,0.66
18,skrifta,0.841,katholikerna,0.746,autonomi,0.663,khediv,0.649,khediv,0.656
19,obetänkt,0.841,tillvälla,0.745,pressfrihet,0.662,landsdelarnes,0.644,landafträdelse,0.653
20,undvara,0.84,vestmakternas,0.744,folkrättslig,0.66,maktområde,0.642,landsdelarnes,0.653
21,svartsjuka,0.839,vasall,0.742,hegemoni,0.66,landafträdelse,0.641,maktområde,0.65
22,catholsta,0.838,oansvarig,0.742,sachsens,0.66,traktatsenliga,0.639,traktatsenliga,0.647
23,envälde,0.838,ottomanisk,0.741,integritet,0.66,herskare,0.639,londonertraktaten,0.644
24,föreningsband,0.838,kandidatur,0.738,okränkbarhet,0.659,makterne,0.636,anam,0.643
25,beriktiga,0.838,tvångsåtgärd,0.736,fueros,0.658,anam,0.635,öfverherrskap,0.643
26,protestantism,0.838,stammare,0.736,våldförande,0.658,londonertraktaten,0.634,fördragsenlig,0.642
27,historieskrifvare,0.838,grundsattser,0.736,suveränetet,0.657,fördragsenlig,0.634,makterne,0.642
28,maktspråk,0.837,envojé,0.736,okränkbar,0.657,öfverherrskap,0.633,finanskontroll,0.641
29,stabilitet,0.836,monopolier,0.735,iberisk,0.657,personalunion,0.632,alliansfördrag,0.64
30,uttydning,0.836,ståthållarskap,0.735,befästar,0.656,eröfringspolitik,0.631,kambodja,0.64
31,statsförvaltning,0.836,smyghandel,0.733,makterne,0.656,finanskontroll,0.631,försvarande,0.638
32,motvigt,0.835,fredsvilkor,0.733,savoyens,0.654,alliansfördrag,0.63,personalunion,0.637
33,slutledning,0.835,skyddsmakt,0.732,landafträdelse,0.654,försvarande,0.63,magts,0.637
34,pärskap,0.834,motvigt,0.732,anfallskrig,0.654,kambodja,0.63,slesvigholstein,0.636
35,religionslärare,0.834,irländarne,0.731,occupation,0.653,länsherre,0.629,länsherre,0.635
36,äfventyrare,0.834,vestmakterne,0.731,protektorat,0.652,magts,0.628,berlintraktaten,0.632
37,böjlighet,0.834,fältrop,0.73,venelien,0.652,berlintraktaten,0.626,sultanat,0.63
38,vallag,0.833,eganderätten,0.73,romanisk,0.65,slesvigholstein,0.624,occupation,0.63
39,förhastadt,0.833,öfvermakt,0.729,införlifning,0.65,statsreligion,0.624,napoleonsta,0.63
40,förhoppningsfull,0.833,magternas,0.729,napoleonsta,0.648,respekterande,0.622,respekterande,0.629
41,förevänning,0.833,savojen,0.727,tillintetgörande,0.648,monarkista,0.62,statsreligion,0.628
42,infam,0.832,maktspråk,0.727,ottomanista,0.647,thronföljden,0.62,eröfringspolitik,0.628
43,kortsynt,0.832,zarens,0.727,suverän,0.646,sultanat,0.62,monarkista,0.628
44,konflikt,0.832,konservatif,0.726,sydslav,0.645,napoleonsta,0.62,preutzen,0.627
45,företrädesrättighet,0.831,anslutning,0.726,nndersåter,0.645,occupation,0.619,thronföljden,0.626
46,upphäfwas,0.831,fredsförslag,0.726,herligdömena,0.645,östrumilien,0.618,herligdömena,0.626
47,islam,0.831,herat,0.726,etrurien,0.643,autokratisk,0.618,paristraktaten,0.626
48,retrograd,0.831,våldförande,0.725,sjelfbestämmelserätt,0.643,asylrätt,0.617,herskare,0.625
49,påstodo,0.83,protestation,0.724,kompensation,0.642,preutzen,0.616,asylrätt,0.625
50,bedröfvelse,0.83,diktatur,0.724,mellanstaterna,0.642,fredsförbund,0.616,venelien,0.625
51,förtryta,0.83,dödsfiende,0.724,centralmakt,0.641,herligdömena,0.616,östrumilien,0.624
52,kategorisk,0.83,försvagande,0.724,protektor,0.641,savoyens,0.615,etiopien,0.624
53,höfva,0.829,stabilitet,0.723,fredskärlek,0.641,etiopien,0.615,fredsförbund,0.624
54,ovett,0.829,slesvigska,0.723,förmur,0.64,venelien,0.615,parisfördraget,0.623
55,någoa,0.829,påfvedöme,0.723,förtryckande,0.64,paristraktaten,0.614,savoyens,0.622
56,andemening,0.829,förbundsstat,0.723,asylrätt,0.639,stormaktsställning,0.613,stormaktsställning,0.622
57,omflyttning,0.828,lekboll,0.723,vänskapsförhållande,0.639,förpligtadt,0.612,kandias,0.621
58,hali,0.828,abolitionist,0.723,maktfullkomlighet,0.638,berlinertraktaten,0.611,tillbakawisar,0.621
59,påkalladt,0.828,prerogativ,0.721,landsherre,0.638,agressiv,0.611,berlinertraktaten,0.62
60,komiteen,0.828,storherre,0.721,slesvigholstein,0.636,parisfördraget,0.611,förpligtadt,0.619
61,obetänksamhet,0.828,förmur,0.72,införlifwande,0.636,kandias,0.61,vestmakternas,0.618
62,oformlighet,0.828,stiftning,0.72,vasallstat,0.636,arfsföljden,0.61,autokratisk,0.618
63,tullsystem,0.827,motsträfvighet,0.719,tillvälla,0.636,vestmakternas,0.609,arfsföljden,0.617
64,rygte,0.827,despotisk,0.718,holsteinarne,0.635,kompensation,0.609,riksparlamentets,0.617
65,ansågos,0.827,oldenburgska,0.718,återupprättande,0.635,pressfrihet,0.609,verdsliga,0.617
66,krisi,0.827,beherrskare,0.718,oansvarig,0.635,usurpera,0.609,statsbildning,0.617
67,beliöfver,0.826,kaukasien,0.718,tractaten,0.635,transvaals,0.609,pragerfreden,0.617
68,hildning,0.826,prestvälde,0.718,ottomanisk,0.634,tillbakawisar,0.608,jtaliens,0.616
69,omsvep,0.826,sydtysk,0.718,statsbildning,0.634,pragerfreden,0.608,mellanstaterna,0.616
70,jäfva,0.826,vindicera,0.718,ockupering,0.634,riksparlamentets,0.608,krigsorsak,0.616
71,öfverilning,0.826,municipal,0.718,herradöme,0.634,jtaliens,0.607,usurpera,0.614
72,ofullkomlighet,0.825,statssystem,0.717,dödshugg,0.634,statsbildning,0.606,septemberfördraget,0.614
73,förwilla,0.825,franklike,0.717,förbundsstat,0.633,autonom,0.606,autonom,0.613
74,passionerad,0.825,krigsparti,0.717,demagogi,0.633,mellanstaterna,0.606,preusien,0.613
75,statskupp,0.825,nationalgard,0.717,återupprättelse,0.633,maktställning,0.605,magterne,0.612
76,förklaringsgrund,0.825,etrurien,0.717,wienerfördragen,0.632,verdsliga,0.605,pressfrihet,0.612
77,tviflade,0.825,mascara,0.717,prerogativ,0.632,septemberfördraget,0.605,härsmakt,0.612
78,skogshushållning,0.825,fraternisera,0.717,österrikistt,0.631,härsmakt,0.604,ottomanista,0.611
79,oppositionspress,0.825,bastista,0.716,upphäswandet,0.631,preusien,0.604,usurpation,0.611
80,tont,0.825,oriental,0.716,usurpera,0.631,besittningstagande,0.604,londonerfördraget,0.611
81,sentera,0.825,grundvilkor,0.716,statsordning,0.63,krigsorsak,0.604,tractaten,0.611
82,helsås,0.825,montenegrinsk,0.716,kuria,0.63,autonomi,0.604,servien,0.61
83,hufvudman,0.824,preutzen,0.716,entente,0.629,usurpation,0.603,agressiv,0.61
84,undertryckande,0.824,representationsform,0.716,tillbakawisar,0.629,ottomanista,0.602,statsordning,0.61
85,qvarstår,0.824,tillintetgörelse,0.716,förpligtadt,0.629,magterne,0.602,bolgrad,0.609
86,öfiiga,0.824,interessen,0.715,rebellisk,0.629,suverän,0.602,besittningstagande,0.609
87,allmännelig,0.824,nederländerne,0.715,afträdelse,0.628,folkrättslig,0.602,ostrumelien,0.608
88,helvetista,0.824,kyssland,0.715,preusien,0.628,servien,0.601,envåldsmakt,0.608
89,jemvigt,0.824,ryhlands,0.715,jtaliens,0.627,londonerfördraget,0.6,pascharne,0.608
90,ofve,0.824,verldshandeln,0.715,atschin,0.627,statsordning,0.6,maktutvidgning,0.607
