,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,huruledes,0.937,underhus,0.799,underhus,0.694,underhus,0.646,underhus,0.616,underhus,0.682,underhus,0.727,underhus,0.699
1,förbuden,0.935,ängland,0.756,ultimatum,0.631,kamar,0.604,kamrarnes,0.578,deputeradekammaren,0.614,öfverhus,0.662,öfverhus,0.644
2,förordnande,0.931,amerikansk,0.755,landtdag,0.629,pärs,0.603,förbundsråd,0.578,landtdag,0.613,cortes,0.647,cortes,0.625
3,ätwarnas,0.93,session,0.745,senat,0.627,ministär,0.596,ministär,0.577,riksråd,0.604,landdag,0.639,landdag,0.624
4,arrest,0.929,schwaben,0.744,addington,0.621,förflaget,0.594,ministören,0.572,kyrkobillen,0.601,gladstone,0.637,parlamentssession,0.617
5,giorde,0.928,artois,0.739,castlereagh,0.618,cortez,0.591,prorogera,0.57,landdag,0.597,riksparlamentet,0.629,nationalförsamling,0.613
6,ämbets,0.927,rytzland,0.735,grenville,0.616,deputeradekammare,0.586,prorogation,0.567,finanslag,0.597,parlamentssession,0.626,deputeradekammare,0.608
7,innehall,0.927,marocco,0.734,häröfwer,0.611,kamrarne,0.586,öfverhus,0.567,prorogera,0.595,deputeradekammare,0.624,deputeradekammaren,0.604
8,namne,0.925,engeland,0.729,fredsunderhandling,0.609,grey,0.582,riksråd,0.567,parlamentssession,0.594,speaker,0.622,speaker,0.603
9,vetta,0.925,rycktet,0.728,directorium,0.607,prorogera,0.582,ministéren,0.561,tullparlamentet,0.592,skupschtinan,0.616,parlamentsmedlemmarne,0.597
10,ester,0.924,gesandt,0.726,biwista,0.606,hume,0.58,session,0.559,disraeli,0.591,tvångsbillen,0.612,tvångsbillen,0.592
11,wall,0.923,proclamation,0.722,ministär,0.604,congressen,0.572,lagutkast,0.555,nationalförsamling,0.589,kyrkofråga,0.609,nationalistisk,0.592
12,inkil,0.923,mayland,0.722,session,0.602,conseil,0.57,landtdag,0.554,herrehus,0.588,legislatur,0.609,gladstone,0.591
13,granskning,0.923,bayern,0.722,beskickning,0.598,kongress,0.57,ajournera,0.553,kongress,0.583,nationalförsamling,0.608,nationalligans,0.59
14,lukt,0.922,förgift,0.722,deklaration,0.597,konselj,0.57,cortes,0.553,reformbill,0.583,tvångslag,0.606,nationalist,0.589
15,wälmening,0.921,commendanten,0.721,beflutet,0.589,stedda,0.57,resignera,0.552,förbundsråd,0.582,deputeradekammaren,0.606,legislatur,0.588
16,sinner,0.92,suwarow,0.721,melville,0.588,kamrarnes,0.568,söreflä,0.549,fredsförslag,0.581,parlamentsmedlemmarne,0.606,kyrkofråga,0.586
17,härkomst,0.919,böhmen,0.72,reform,0.587,stanley,0.567,derby,0.549,deputeradekammare,0.58,nationalistisk,0.602,riksparlamentet,0.584
18,fördärf,0.919,senat,0.72,markis,0.587,bådskap,0.566,kamar,0.548,cortes,0.579,regering,0.6,salisbury,0.583
19,begrepp,0.919,föredra,0.719,lucien,0.586,amendement,0.564,russel,0.548,representantkammare,0.576,salisbury,0.599,tvångslag,0.58
20,motta,0.919,algier,0.718,declaration,0.583,konferens,0.564,interpellera,0.548,konferens,0.575,kyrkobillen,0.596,gladstones,0.577
21,wen,0.918,directorium,0.717,ambassadör,0.583,finansminister,0.563,palmerston,0.545,konciliet,0.572,minisléren,0.595,valreform,0.577
22,hog,0.918,verona,0.717,anhällit,0.582,landtdag,0.562,reformbill,0.542,reformförslag,0.571,miuistéren,0.595,chamberlain,0.577
23,twista,0.917,udine,0.716,auetor,0.581,sestion,0.561,deputeradekammaren,0.542,öfwerhuset,0.571,nationalligans,0.593,skupschtinan,0.574
24,muller,0.917,william,0.716,whitworth,0.581,äntligen,0.561,pärs,0.542,budgetförslag,0.57,skuptschinan,0.59,jordligan,0.574
25,egenteligen,0.917,berlin,0.715,utnämning,0.581,directorium,0.56,cabinettet,0.541,gladstone,0.568,gladstones,0.59,reformbill,0.573
26,ljuflig,0.916,anklaga,0.713,bestickning,0.58,session,0.559,kamrarne,0.541,valreform,0.568,reformbill,0.59,minisléren,0.573
27,dos,0.916,deputation,0.712,armöen,0.58,palmerston,0.559,interpellation,0.541,folkethinget,0.567,adressdebatt,0.586,kyrkobillen,0.573
28,sem,0.916,madrid,0.711,duell,0.579,masi,0.558,ellenborough,0.54,kongressförslag,0.566,valreform,0.586,underhusledamot,0.572
29,dyrhet,0.916,afsatt,0.711,ängland,0.579,pärskammare,0.558,deputeradekammare,0.54,premierminister,0.565,militärutskott,0.585,deputeradekammarens,0.571
30,stackars,0.915,ofwerste,0.71,arthur,0.578,öfverhus,0.556,donaufurstendömenas,0.538,premierministern,0.565,gladstoneska,0.584,goblet,0.57
31,gm,0.915,residera,0.71,sheridan,0.577,omröstning,0.555,palmcrston,0.538,regering,0.565,hartington,0.579,riksdagsmedlem,0.57
