,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,närwarande,0.758,frankrike,0.695,ryssland,0.579,florida,0.529,fälttaget,0.576,fälttåg,0.629,fälttåg,0.648,befrielsekrig,0.617
1,förbättring,0.743,ryssland,0.657,engeland,0.552,faction,0.522,fälttag,0.546,krimkrig,0.617,statsbankrutt,0.625,fälttåg,0.593
2,försök,0.722,england,0.656,revolution,0.547,anarki,0.507,intervenera,0.546,frihetskamp,0.612,befrielsekrig,0.613,fälttäg,0.576
3,märt,0.717,provins,0.655,fredsbrott,0.546,fredsbrott,0.504,aktift,0.543,inbördeskrig,0.604,fredsbrott,0.61,inbördeskrig,0.575
4,tidig,0.714,portugal,0.648,mediation,0.544,invasion,0.501,fälttåg,0.537,befrielsekrig,0.576,inbördeskrig,0.608,statsbankrutt,0.574
5,mästa,0.711,engeland,0.646,höfwen,0.541,fiendtligheterna,0.497,fejd,0.537,revolutionskrig,0.575,strid,0.597,kulturkamp,0.573
6,disposition,0.711,fredsbrott,0.637,bemedling,0.539,riktadt,0.495,fiendtligheter,0.537,kampanj,0.569,kulturkamp,0.576,eröfringskrig,0.565
7,tränga,0.709,bern,0.629,offensiv,0.539,tillintetgjord,0.494,fredsvilkor,0.534,fientlighet,0.563,krimkrig,0.576,ryskturkiska,0.565
8,segla,0.707,dannemark,0.626,konvention,0.538,propaganda,0.493,anfallskrig,0.528,krigsföretag,0.56,ryskturkiska,0.572,tyskfransk,0.564
9,stöd,0.702,indien,0.621,traktat,0.537,afflutade,0.493,stillestånd,0.526,fälttäg,0.56,fransktysk,0.571,basutos,0.564
10,födelse,0.701,venedig,0.614,borttagande,0.534,upphäfwas,0.493,krigsförklaring,0.523,krigsutbrott,0.56,hyssland,0.57,frihetskamp,0.563
11,försätta,0.7,underhandling,0.613,makterne,0.533,declaration,0.493,kyssland,0.521,eröfringskrig,0.56,fälttäg,0.569,revolutionskrig,0.554
12,förorsaka,0.699,magter,0.612,folkrätt,0.529,revolution,0.491,eventuel,0.52,fälttaget,0.56,eröfringskrig,0.563,fransktysk,0.553
13,hwarannan,0.695,oenighet,0.611,orolighet,0.529,fredsslut,0.491,vestmakterna,0.518,invasion,0.559,fälttaget,0.562,krimkrig,0.553
14,armeen,0.694,höfwen,0.609,oenighet,0.528,kriga,0.491,underhandling,0.515,hyssland,0.558,tyskfransk,0.562,fälttaget,0.551
15,wår,0.694,fortfarande,0.609,administration,0.528,ärftlighet,0.49,europeifla,0.515,tretioåriga,0.556,fälttag,0.558,indiankrig,0.545
16,gem,0.693,offensiv,0.609,danmark,0.527,perser,0.489,öfvervälde,0.515,polilik,0.555,basutos,0.558,transwaal,0.542
17,hwarigenom,0.692,alliera,0.607,rysiland,0.526,uppresning,0.487,faction,0.512,fredsperiod,0.553,kampagn,0.556,magyarerne,0.541
18,sultan,0.692,österrike,0.602,magterne,0.526,diplomatik,0.486,serbien,0.511,fiendtligheter,0.552,revolutionskrig,0.556,besegradt,0.54
19,amerika,0.691,sjelfständig,0.598,underhandling,0.525,fiendtligheter,0.486,servierne,0.51,fejd,0.55,kamp,0.553,krigsföretag,0.538
20,stam,0.691,rysta,0.592,hofwct,0.525,slagtning,0.484,invasion,0.509,revolution,0.55,invasion,0.553,tariffreform,0.538
21,undersåtare,0.69,bemedling,0.592,dannemark,0.523,skymf,0.483,vapenstillestånd,0.508,europeiflt,0.549,tullkrig,0.549,servien,0.533
22,dera,0.69,cöln,0.591,magter,0.523,neutralitet,0.483,statssystem,0.506,mellanstaterna,0.547,sjökrig,0.548,fälttäget,0.532
23,fätt,0.689,bayern,0.59,förening,0.522,herrskar,0.483,negociation,0.505,uppror,0.545,fälttäget,0.546,kampagn,0.532
24,fortsätta,0.687,rysiland,0.588,rolighet,0.522,kamp,0.483,krigstillstånd,0.504,försvarskrig,0.544,revolution,0.545,revolution,0.531
25,blefwe,0.686,nederländerne,0.588,hungersnöd,0.521,handelstraktat,0.482,fredsbrott,0.504,sälttäg,0.543,verldskrig,0.545,krigel,0.53
26,byggnad,0.685,mediation,0.587,förenta,0.521,brytning,0.482,biläggning,0.504,frihetskrig,0.543,frihetskamp,0.542,europeistt,0.53
27,plikt,0.685,revolution,0.586,tractat,0.521,crisis,0.482,intervention,0.504,omhvälfningar,0.54,indiankrig,0.542,fredsbrott,0.529
28,allernädigste,0.68,garantera,0.586,neutralitet,0.521,texas,0.481,kamp,0.504,sjöslag,0.54,krigsföretag,0.541,taikun,0.529
29,ändring,0.68,upror,0.586,förlikning,0.52,rolighet,0.481,crisis,0.504,kampagn,0.54,anfallskrig,0.54,nederländerne,0.528
30,inkomst,0.68,utbrott,0.585,drabbning,0.519,candia,0.481,anslutning,0.502,rvssarne,0.539,besegradt,0.54,mellanstaterna,0.526
31,fullborda,0.679,amerika,0.585,ärorik,0.518,blodsutgjutelse,0.481,westmakterna,0.502,statsbankrutt,0.538,storbrittanien,0.54,militärkonvention,0.526
32,tropp,0.679,blodig,0.584,sjelfständig,0.518,tvistighet,0.48,magyarerne,0.501,krigel,0.537,statshvälfning,0.537,tretioåriga,0.524
33,rang,0.679,besittning,0.584,utbrott,0.517,medlare,0.479,florida,0.501,turkiet,0.537,förbundsland,0.534,försvarskrig,0.522
34,styrelse,0.678,orolighet,0.583,frankrike,0.516,manta,0.479,bonduppror,0.501,anarki,0.537,punisk,0.532,balkanfrågan,0.521
35,frankrike,0.676,regementer,0.582,embargo,0.516,offensiv,0.479,smyghandel,0.501,anfallskrig,0.536,tripelallians,0.532,frihetskrig,0.52
36,wärk,0.675,giorde,0.581,österrike,0.516,uppror,0.478,sammandrabbning,0.5,intervention,0.535,drabbning,0.531,tullkrig,0.52
37,utsprida,0.673,förenta,0.581,krigsförklaring,0.516,bekriga,0.477,fiendtligheterna,0.5,strid,0.535,magyarerne,0.53,anfallskrig,0.519
38,gingo,0.673,spanien,0.58,rystland,0.515,oförtäckt,0.477,hyssland,0.499,nordförbundet,0.534,fientlighet,0.528,landtwärnsmännen,0.519
39,twifwel,0.673,belgien,0.58,rytzland,0.515,upror,0.477,algeri,0.498,brandanläggningar,0.534,militärkonvention,0.528,khokand,0.518
40,twist,0.673,defensiv,0.579,handelsstad,0.514,siendtliga,0.477,ryhland,0.498,centralasien,0.534,fiendtligheter,0.527,religionskrig,0.518
41,pohlen,0.673,kejsarinna,0.576,krigförande,0.514,aflöpa,0.477,kejsarn,0.497,marokko,0.534,försvarskrig,0.527,bardalek,0.517
42,frid,0.672,sammandrag,0.576,jämförelse,0.513,förödmjukelse,0.477,strid,0.496,servierne,0.533,tariffreform,0.525,hyssland,0.516
43,oordning,0.672,rykte,0.575,tractaten,0.511,protestation,0.476,engeland,0.496,franklike,0.533,polilik,0.525,verldskrig,0.516
