,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,inveckla,0.868,kommerciella,0.668,politisk,0.693,politisk,0.674,samhällelig,0.624
1,förhållanderne,0.853,omstörtning,0.643,literärt,0.617,humanitär,0.662,bättrande,0.619
2,våla,0.851,statsborgerlig,0.632,religiös,0.611,samhällelig,0.653,humanitär,0.616
3,ofullkomlighet,0.851,estetisk,0.628,samhällelig,0.607,samhällslifvets,0.641,intellektuel,0.613
4,statsekonomisk,0.851,representativ,0.628,finansiel,0.603,statssamhälle,0.633,kommersielt,0.607
5,invertes,0.851,kaos,0.62,kommerciel,0.601,ekonomisk,0.625,statssamhälle,0.605
6,tidehvarfvets,0.849,framskridande,0.616,samhällslif,0.598,sosiala,0.624,sosiala,0.604
7,bevekelsegrund,0.849,pånyttfödelse,0.613,finansielt,0.597,bättrande,0.62,samhällslifvets,0.601
8,rättstillstånd,0.843,intellektuell,0.61,finansiell,0.597,socialpolitisk,0.62,lifsfrågor,0.599
9,genomgripande,0.842,intolerans,0.61,kommersiell,0.595,statsrättslig,0.619,socialpolitisk,0.597
10,menskligheten,0.842,sjelfbestånd,0.608,ekonomisk,0.595,kommersielt,0.617,ingrepe,0.595
11,begränsning,0.841,ideel,0.608,statsborgerlig,0.595,ekono,0.616,samfundsförhållandena,0.594
12,undvara,0.841,kommerciel,0.607,nationalekonomista,0.593,samfundsförhållandena,0.613,reformrörelse,0.593
13,betraktare,0.84,financiel,0.603,science,0.593,kommerciel,0.612,ekono,0.592
14,driffjäder,0.84,rättstillstånd,0.603,intellektuel,0.589,lifsfrågor,0.608,statsrättslig,0.591
15,pånyttfödelse,0.84,statsekonomisk,0.603,nationalekonomisk,0.587,arbetarefrågan,0.605,facklig,0.591
16,maktägande,0.836,interess,0.602,kommersielt,0.587,religiös,0.604,listiska,0.591
17,ansågos,0.835,affärs,0.6,statsrättslig,0.586,moralisk,0.604,ntveckling,0.584
18,misshällighet,0.833,nationel,0.598,statsekonomisk,0.583,humanism,0.601,arbetarefrågan,0.584
19,passionerad,0.832,legislativ,0.594,lagreform,0.578,reformrörelse,0.6,kulturell,0.584
20,sympati,0.832,materielt,0.594,framskridande,0.576,listiska,0.598,beskattningsväsende,0.58
21,företrädesrättighet,0.832,dynastisk,0.594,politista,0.571,sedlig,0.597,religiös,0.579
