,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,utöfning,0.847,stallning,0.709,position,0.636,financiella,0.509,stallning,0.571,ståndpunkt,0.602,ståndpunkt,0.555,förhållanderne,0.505
1,hä,0.84,förpost,0.706,omöjlighet,0.604,kris,0.505,förhållanderne,0.528,stallning,0.549,stallning,0.546,ställnin,0.493
2,innefatta,0.838,utbryta,0.706,stallning,0.591,tillsiänd,0.503,ståndpunkt,0.52,penningförhållande,0.54,hållning,0.538,nillandet,0.491
3,nb,0.836,rusta,0.705,obrukbar,0.585,brydsam,0.5,sakernes,0.519,affärsställning,0.532,situation,0.531,inböjd,0.49
4,idog,0.832,gädt,0.698,gränsor,0.582,crisis,0.499,bekymmersam,0.519,förhållanderne,0.529,position,0.53,stallning,0.489
5,gäfwor,0.831,klubb,0.691,colonnen,0.574,stallning,0.498,bildningsgrad,0.517,penningeställning,0.522,gestaltning,0.521,position,0.484
6,medföra,0.831,hastighet,0.685,bibehälla,0.568,sakernes,0.495,prekär,0.517,bättrande,0.516,förhållanderne,0.509,situation,0.481
7,gilla,0.828,troupper,0.685,tournera,0.563,invertes,0.491,konjunktur,0.515,maktställning,0.516,magtställning,0.507,försvarslinie,0.48
8,rang,0.826,position,0.684,älstilliga,0.556,förhållande,0.488,financiella,0.515,penningställning,0.503,ställnin,0.504,vigtigaro,0.48
9,utrota,0.824,armeer,0.684,wigten,0.555,pånyttfödelse,0.486,crisis,0.504,position,0.5,partiställning,0.502,bättrande,0.479
10,undersöka,0.823,oordning,0.681,flanque,0.554,tvistighet,0.485,finanser,0.5,privaträttslig,0.498,penningeställning,0.498,viglen,0.477
11,hwarannan,0.822,oräknelig,0.681,förpost,0.553,krisi,0.483,ständpunkt,0.499,arfsföljden,0.494,nillandet,0.497,framskjuten,0.476
12,förordnande,0.821,twungne,0.68,obemärkt,0.551,organiserande,0.479,pligler,0.497,hållning,0.493,diskontohöjning,0.497,facklig,0.476
13,förbjuda,0.819,hafwet,0.68,rystarne,0.55,magier,0.478,förhållande,0.495,tänning,0.493,österrikiskungerska,0.495,afsig,0.476
14,trägen,0.819,landstigning,0.679,öfwerlägsen,0.548,ottomanniska,0.477,samhällstillstånd,0.493,försvarsställning,0.491,maktställning,0.494,gestaltning,0.475
15,möjeligt,0.819,familier,0.672,sägo,0.548,förhållanderne,0.477,intrasslad,0.49,situation,0.49,statssamhälle,0.493,samstämma,0.473
16,lista,0.817,bajonett,0.671,framgäng,0.545,äntligen,0.476,förhålland,0.488,entente,0.488,osjelfständighet,0.493,ståndpunkt,0.472
17,sdr,0.816,manstap,0.671,borttagande,0.545,helvetista,0.476,vänning,0.483,prekär,0.487,penningförhållande,0.49,nödgadt,0.471
18,reda,0.816,storma,0.67,framträngande,0.545,insäg,0.475,kortsynthet,0.483,osäkerhetstillstånd,0.485,betalningsbalans,0.489,tyoka,0.471
19,likhet,0.814,sold,0.67,junta,0.545,social,0.475,underkunnig,0.483,finansiela,0.484,affärsställning,0.489,skulin,0.469
20,siq,0.814,nederland,0.669,twungit,0.545,absolutistisk,0.472,klimatisk,0.481,financiel,0.483,arbetsförhållande,0.488,lefnads,0.469
21,utröna,0.813,wanda,0.668,wistte,0.543,slagtning,0.47,tillsiänd,0.48,schackdrag,0.483,vesteuropeiska,0.487,dedsamma,0.467
22,fingo,0.813,reform,0.667,armse,0.543,algiers,0.47,kräswer,0.48,financiella,0.481,prekär,0.485,vecklingen,0.467
23,giorde,0.812,tyghus,0.667,gädt,0.541,konjunktur,0.469,franklike,0.48,ästädningssätt,0.481,sielia,0.482,lörhållande,0.467
24,korthet,0.812,gebiet,0.666,tyrol,0.541,upprätt,0.469,förhällanderne,0.479,status,0.48,oveldig,0.481,härmassorna,0.466
25,arg,0.812,härja,0.666,medina,0.539,representativ,0.467,organisering,0.479,öfverkroppen,0.48,osäkerhetstillstånd,0.48,utrikesministerpost,0.466
26,minna,0.812,allestädes,0.666,spridd,0.538,pascharne,0.465,trångmål,0.478,partiställning,0.48,betalningsförmåga,0.479,ministrarue,0.466
27,tryckning,0.81,oenighet,0.666,betänkt,0.538,constitutionella,0.465,napoleonska,0.478,hegemoni,0.48,nödgadt,0.479,hållningslös,0.466
28,utsprida,0.81,flykt,0.666,amerikanerne,0.535,ståndpunkt,0.463,betrycka,0.477,underlägsenhet,0.479,enklang,0.479,strejkfrågan,0.465
29,stöd,0.809,stridighet,0.665,spaniorerne,0.535,bundsförvandt,0.463,constitutionella,0.477,finanser,0.478,återförsätta,0.479,krigförandet,0.465
30,warse,0.809,flandern,0.664,kringränna,0.534,beherrskare,0.463,lifsfråga,0.477,moravastranden,0.478,ekonomisk,0.479,bvilkeu,0.465
31,taxa,0.809,hungersnöd,0.664,marchen,0.534,araberne,0.462,angelagenhet,0.477,brydsam,0.478,vigtigaro,0.477,midtelgången,0.464
32,folck,0.809,framsteg,0.663,wifat,0.534,intrassla,0.462,antecedentia,0.477,nedsjunker,0.478,sjunkande,0.477,kulturintresse,0.464
33,sultan,0.809,nedsänka,0.662,basis,0.534,pera,0.461,sturle,0.476,apati,0.478,penningställning,0.476,siffer,0.463
34,kännedom,0.807,egenteliga,0.661,förändra,0.533,bekymmersam,0.461,ottomanisk,0.473,undergräfver,0.478,tillspetsad,0.476,frågaa,0.463
35,rättegång,0.807,oförsigtig,0.66,raket,0.533,basis,0.461,vanmakt,0.473,trångmål,0.477,situerad,0.475,stäid,0.463
36,anmodan,0.807,fiendtlig,0.66,wäpnad,0.532,engländarnes,0.46,invertes,0.472,penningeställningen,0.477,brydsam,0.475,ordningsmagten,0.462
37,undersökning,0.806,stick,0.656,ändtligen,0.532,invecklad,0.459,beklaganswärd,0.472,vidgöra,0.477,stormaktsställning,0.475,bestämmanderätt,0.462
38,bedragare,0.806,donau,0.656,tilfället,0.532,inveckla,0.459,inveckla,0.472,statsrättslig,0.477,bättrande,0.475,reformifver,0.461
39,ansedt,0.805,observation,0.656,närwara,0.532,ministerens,0.459,twetydiga,0.472,tvehågsen,0.476,veckoberättelsen,0.475,tillspetsad,0.461
40,otrolig,0.805,tilfället,0.656,hastighet,0.531,öfwerwägande,0.458,samhällsform,0.472,finansiell,0.476,framskjuten,0.475,moravastranden,0.461
41,öfning,0.804,armce,0.655,riktning,0.531,underhandlare,0.457,störande,0.472,våldsåtgärd,0.476,predikament,0.474,samhällsinstitution,0.461
42,förbättring,0.804,magi,0.655,arriergarde,0.531,tullsystem,0.457,tillstånd,0.471,gestaltning,0.476,osjelfständiga,0.473,utställnin,0.461
43,funno,0.804,upgifwit,0.655,upmärksamhet,0.531,hufwndstaden,0.457,trängande,0.47,statsvetenskaplig,0.475,financiella,0.473,övertygelse,0.461
44,talrik,0.804,upsöka,0.655,neutralitet,0.531,vigliga,0.457,eristens,0.469,viglen,0.474,undantagsställning,0.473,prestadömet,0.46
45,trupp,0.803,nial,0.655,bistä,0.53,afsikt,0.457,s8ledes,0.468,chlum,0.474,ästädningssätt,0.472,machverk,0.459
46,samfund,0.802,stödja,0.655,verksamhet,0.53,öfwerensstämma,0.457,pånyttfödelse,0.468,crisis,0.474,handelskretsar,0.471,mådga,0.459
47,likafullt,0.802,antasta,0.654,armce,0.53,faction,0.456,passiv,0.467,wärfwet,0.473,unionsupplösning,0.471,osjelfständiga,0.459
48,förknippa,0.802,administration,0.653,förblifwer,0.529,finanser,0.456,otillfredsställande,0.467,undantagsställning,0.473,partiförhållandena,0.47,akpalanka,0.459
49,arrest,0.802,isynnerhet,0.653,rättning,0.529,rättstillstånd,0.455,antipod,0.467,sjelfbestånd,0.473,penningeställningen,0.47,hvarandia,0.459
50,innehall,0.802,orolighet,0.653,center,0.529,realiserande,0.455,supremati,0.466,förhålland,0.473,vtr,0.47,operationslinie,0.459
51,behöfva,0.801,intränga,0.652,stätten,0.528,wanstap,0.454,publicistista,0.466,sidoordnad,0.472,finansiell,0.469,själftagna,0.459
52,förmärka,0.801,gewar,0.652,dona,0.528,genomskåda,0.454,särskilja,0.466,tillmöteskommande,0.471,partiledning,0.469,förvaltningsområde,0.458
53,anwända,0.801,raka,0.651,insekt,0.528,nödwändighet,0.453,ekonomista,0.466,valrörelse,0.47,krigsförfattning,0.469,ovisshetstillstånd,0.458
54,fak,0.801,ofwerste,0.651,wcrkan,0.528,obekantskap,0.453,financiel,0.466,ockupationshären,0.47,strejkfrågan,0.468,svarfar,0.458
55,åligga,0.801,flagit,0.651,ofördelaktig,0.528,iikwäl,0.453,krisi,0.465,unionistiska,0.47,hållningslös,0.468,prononceradt,0.458
56,upmuntran,0.801,garantera,0.65,täg,0.528,orient,0.452,intolerant,0.465,existens,0.468,ringrörelse,0.468,vinterfälttåg,0.458
