,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,europas,0.814,fältrop,0.681,napoleonska,0.629,republik,0.615,republik,0.599
1,geograf,0.806,nicaragua,0.675,bourbonerna,0.624,monarki,0.6,napoleonska,0.592
2,gibbon,0.806,cirkassien,0.663,julimonarkien,0.618,käjsardömet,0.599,monarki,0.591
3,valle,0.8,proklamerande,0.663,bourboner,0.614,napoleonska,0.598,bourbonerna,0.584
4,bundsförvandter,0.799,serbien,0.656,republik,0.614,julimonarkien,0.593,julimonarkien,0.579
5,angingo,0.797,edsförbund,0.648,diktatur,0.607,bourbonerna,0.591,käjsardömet,0.577
6,frihetskrig,0.794,zurbano,0.644,orleanisterna,0.605,februarirevolution,0.571,dynasti,0.564
7,afmåla,0.793,faction,0.643,konungadöme,0.602,bourboner,0.57,bourboner,0.564
8,faction,0.788,morella,0.642,monarki,0.598,påfvedöme,0.568,påfvedöme,0.562
9,mythologi,0.787,debreczin,0.641,dynasti,0.596,befrielsekrig,0.561,befrielsekrig,0.562
10,integrera,0.787,återupprättande,0.641,demagogi,0.595,bourbonernas,0.559,februarirevolution,0.558
11,polssa,0.783,servien,0.639,statsform,0.594,dynasti,0.558,kejsaredömets,0.555
12,integritet,0.782,milosch,0.639,demokrati,0.592,oppositionela,0.542,bourbonernas,0.54
13,frappera,0.781,nederländerne,0.638,revolution,0.588,feodal,0.537,afkomlingen,0.539
14,öfvervälde,0.781,konfederation,0.635,februarirevolution,0.585,direktorium,0.537,furstehus,0.536
15,stilistisk,0.781,insurrectionen,0.634,kejsaredömet,0.583,thiers,0.535,napoleonsta,0.536
16,protestantism,0.78,fälttäg,0.633,kullkastande,0.583,nordhären,0.535,nordhären,0.535
17,sinnebild,0.78,statssystem,0.631,bourbonernas,0.582,revolutionsår,0.534,oppositionela,0.534
18,maestricht,0.779,bonapartist,0.63,fältrop,0.58,pohlens,0.533,habsburgsk,0.534
19,hafna,0.779,florida,0.629,kejsartron,0.579,kejsaredömets,0.532,kejsaredömet,0.534
20,medborgarnes,0.778,tillfångatagande,0.629,eröfringskrig,0.579,napoleonsta,0.53,käjsare,0.533
21,stildra,0.778,buonapartes,0.628,imperialism,0.576,habsburgsk,0.529,cirkassien,0.533
22,schweitziska,0.777,coimbra,0.628,mellanstaterna,0.576,napoleonid,0.528,revolutionsår,0.532
23,herrawälde,0.777,fransse,0.628,julirevolutionen,0.575,furstehus,0.528,pohlens,0.532
24,japan,0.776,schamyls,0.628,napoleonsta,0.574,käjsare,0.527,federativ,0.531
25,mäsie,0.776,schwaben,0.628,feodal,0.574,kejsartron,0.526,mellanstaterna,0.529
26,utöfwat,0.775,magyar,0.628,återupprättelse,0.573,fältrop,0.526,napoleonid,0.528
27,tont,0.775,diktator,0.626,plebiscit,0.571,krigel,0.524,militärorganisation,0.528
28,enväldig,0.775,servierne,0.625,federativ,0.57,czechernas,0.524,thiers,0.527
29,anspråksfull,0.775,preutzen,0.624,bonapartiska,0.57,kejsaredömet,0.523,kejsartron,0.526
30,loyala,0.774,kyssland,0.624,skyddsvakt,0.569,cirkassien,0.522,feodal,0.525
31,väft,0.774,morris,0.624,befrielsekrig,0.569,korsfarare,0.522,ungarns,0.525
32,hjeltinna,0.774,frihetskrig,0.624,nationalparti,0.566,federativ,0.521,monarkisk,0.524
33,salon,0.772,napoleona,0.623,medeltida,0.566,diktatur,0.521,kejsarrike,0.523
34,dilettant,0.772,skiljedomare,0.623,satrap,0.564,danton,0.518,obrenowitsch,0.523
35,förwandlar,0.772,dynasti,0.622,författningspartiet,0.564,autokratisk,0.518,enhetsstat,0.523
36,magnat,0.772,regentskap,0.621,magyar,0.564,eröfringslystnad,0.518,fältrop,0.522
37,reformator,0.771,fabvier,0.621,störtande,0.563,monarkisk,0.518,statssystem,0.521
38,pånyttfödelse,0.771,förevänning,0.621,orleanistiska,0.562,wienerkongressen,0.517,konungaätt,0.521
39,rättstillstånd,0.771,herat,0.621,castelars,0.561,romagna,0.517,fördrifven,0.521
40,subordination,0.77,återwända,0.621,wienerkongressen,0.561,julirevolutionen,0.516,direktorium,0.52
41,afkomling,0.77,kaukasus,0.621,eröfringslystnad,0.561,konungadöme,0.516,eröfringslystnad,0.52
42,utbildande,0.769,abukir,0.62,orleanisterne,0.56,verldsdelens,0.515,verldsdelens,0.519
43,demoralisation,0.769,cabinettet,0.62,revolutionskrig,0.56,mellanstaterna,0.515,servien,0.519
44,herrskar,0.769,esparteros,0.62,barbarism,0.56,militärorganisation,0.515,republi,0.519
45,helvetista,0.768,eröfrare,0.619,antirepublikansk,0.559,obrenowitsch,0.513,diktatur,0.515
46,spant,0.768,furstehus,0.619,kejsaredömets,0.559,dömet,0.513,småstat,0.515
47,historieskrifvare,0.768,declaration,0.619,förbundsstat,0.559,cavallotti,0.513,statsordning,0.515
48,statsrätt,0.768,siebenburgen,0.618,repu,0.558,anams,0.512,savoyens,0.514
49,ottomanisk,0.768,ministér,0.618,envälde,0.557,förmyndareregering,0.512,frihetsstrid,0.514
50,stammare,0.768,franklike,0.618,nordhären,0.557,napoleon,0.512,riksförfattning,0.514
51,siendtliga,0.768,moderados,0.618,martos,0.556,servien,0.512,anams,0.513
52,lurk,0.767,julirevolutionen,0.618,greeley,0.556,enhetsstat,0.511,romagna,0.513
53,olen,0.766,perser,0.617,imperialist,0.556,mairernas,0.511,detronisera,0.512
54,frihetstid,0.765,pålska,0.617,österrikistt,0.556,riksförfattning,0.511,ziska,0.511
55,upprorista,0.764,protektorat,0.617,eröfrande,0.555,fördrifven,0.51,czechernas,0.511
56,waraktigt,0.764,propaganda,0.617,panslavism,0.555,barrios,0.51,proklamering,0.511
57,hatva,0.763,fiendtligheter,0.617,tillintetgörande,0.555,kejsarrike,0.509,ultramontanerna,0.51
58,känsior,0.763,toskana,0.617,partikularism,0.555,listomröstningen,0.509,statsöfverhufvud,0.51
59,öfverhet,0.763,ofalia,0.616,kejsarrike,0.555,kejsartid,0.509,dömet,0.51
60,walman,0.763,diego,0.616,pyreneisk,0.554,skräckregering,0.509,oligarki,0.509
61,ingifver,0.763,bourbonernas,0.616,napoleonid,0.554,opportunism,0.509,blikens,0.509
62,pacha,0.762,proclamation,0.616,bonapartism,0.554,blikens,0.509,regentfamilj,0.509
63,ofalia,0.761,vänning,0.616,mellanparti,0.554,mazzinis,0.509,etiopisk,0.508
64,toide,0.761,alava,0.616,méme,0.553,taikun,0.509,kejsartid,0.508
65,kringföra,0.761,napoleonska,0.616,framstegsparti,0.552,ungarns,0.508,carthago,0.508
66,gräma,0.761,schachen,0.616,återinförande,0.552,statsordning,0.508,sanetioneradt,0.508
67,invertes,0.761,stammare,0.615,despotism,0.552,ultramontanerna,0.507,förmyndareregering,0.507
68,nordist,0.761,händelserne,0.615,absolutism,0.552,foulds,0.507,korsfarare,0.507
69,intelligens,0.761,sträfvade,0.615,koalition,0.552,detronisera,0.507,bourbonska,0.507
70,hert,0.76,constantineh,0.615,partiregering,0.551,nantesiska,0.507,danton,0.507
71,madridska,0.76,lublin,0.615,oppositionela,0.551,afkomlingen,0.507,krigel,0.507
72,förhållanderne,0.76,arnade,0.615,frankrike,0.551,bonapartisternes,0.506,mazzinis,0.505
73,befläcka,0.76,bastista,0.615,czechiska,0.551,punisk,0.506,punisk,0.505
74,draf,0.759,nationalgard,0.615,protektor,0.551,statsöfverhufvud,0.506,peerer,0.505
75,bajern,0.759,spanste,0.615,statsstreck,0.551,pontifikat,0.506,taikun,0.504
76,gradvis,0.759,schah,0.614,monarkista,0.551,ristic,0.505,skräckregering,0.504
77,personifiera,0.759,osterrike,0.614,bålverk,0.55,regeringsår,0.505,konungadöme,0.504
78,financer,0.759,fredsvilkor,0.614,fälttäg,0.55,kungadöme,0.505,uraguay,0.504
79,förevänning,0.759,tyrol,0.613,valstrid,0.55,frihetsstrid,0.505,mairernas,0.504
80,grundprincip,0.759,jellachich,0.613,besegradt,0.549,tidehvarfvet,0.505,franklike,0.503
81,förwist,0.759,quiroga,0.613,folkvandring,0.549,mikado,0.504,förbundsland,0.503
82,förblindelse,0.759,georgien,0.612,ofelbarhetslära,0.549,gallifet,0.503,kejsarstat,0.502
83,vallag,0.759,mediation,0.612,påfvestolen,0.549,proklamering,0.502,mikado,0.502
84,älskande,0.759,antwerpens,0.612,septennatet,0.549,konungaätt,0.502,stojanoff,0.502
85,westliga,0.759,socialist,0.611,piemontesiska,0.549,utropande,0.502,wienerkongressen,0.502
86,kabal,0.759,drus,0.611,fredsparti,0.548,representationsskick,0.502,bonapartisternes,0.502
87,neapolitansta,0.759,hofwct,0.611,folkresning,0.548,oligarki,0.501,tidehvarfvet,0.502
88,naturvetenskap,0.759,muraview,0.611,återupprättande,0.548,cavaignac,0.501,autokratisk,0.502
89,återbringa,0.759,magyariska,0.611,sönderstyckning,0.548,fredsparti,0.501,romagnas,0.502
90,cordovas,0.759,emissarie,0.61,absolutist,0.547,bonapartisterne,0.501,utropande,0.501
91,passionerad,0.759,taurus,0.61,regeridgen,0.547,revolution,0.501,mexicos,0.501
92,underhandlare,0.759,konvent,0.61,dödshugg,0.547,bourbonska,0.501,cavallotti,0.501
93,framalstra,0.758,grenoble,0.61,krigel,0.547,houssaye,0.5,nantesiska,0.5
94,europcista,0.758,fredsparti,0.61,skräckregering,0.546,londonertraktaten,0.5,bourbonsta,0.5
95,pärskap,0.758,återkallande,0.61,ultramontanerna,0.546,bourbonerne,0.5,lydland,0.5
96,äfventyrare,0.758,folkfrihet,0.61,naquet,0.546,terceira,0.499,foulds,0.499
97,rättig,0.758,spaniorerne,0.61,ockupationstrupp,0.546,panamaaffären,0.499,århun,0.499
98,jacques,0.758,bergfolk,0.609,enhetsstat,0.546,jakobin,0.499,vasallstat,0.499
99,riktadt,0.758,tilsit,0.609,monarkifla,0.546,ziska,0.499,kungadöme,0.499
