,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,skrifvelsen,0.757,uppbäfvande,0.626,utwerka,0.56,utvärka,0.686,utvärka,0.689
1,hero,0.754,wienska,0.622,genomdrifva,0.527,utwerka,0.584,utwerka,0.572
2,inkräktning,0.746,pedres,0.613,ntwerka,0.522,ntwerka,0.545,utverkadt,0.549
3,förfogande,0.741,afdanka,0.613,hegart,0.521,utverkadt,0.542,ntwerka,0.542
4,soults,0.74,afskedsansökning,0.605,tilltvinga,0.511,medgåfves,0.519,kreatursimportförbudet,0.52
5,omflyttning,0.739,frigifvas,0.604,afdanka,0.511,kreatursimportförbudet,0.508,harmand,0.519
6,truppernes,0.739,genomdrifva,0.604,amagna,0.508,autoriteterne,0.507,öfverlemuade,0.514
7,misshällighet,0.739,mendizabals,0.601,lomnat,0.506,signatärmakt,0.497,brialmont,0.513
8,härvaro,0.738,kontrasignera,0.6,tillrådt,0.506,rogeringen,0.496,embetssigill,0.512
9,omintetgöra,0.738,förlikningsförslag,0.6,upphåfvandet,0.504,biokadens,0.496,tailandier,0.512
10,samverka,0.737,qväsa,0.599,berten,0.504,benådningsrätt,0.494,notificera,0.509
11,hittillsvarande,0.737,dekretera,0.598,pragmatisk,0.498,kapitulations,0.493,kapitulations,0.508
12,ingifver,0.736,sanction,0.597,gifrit,0.498,medgifvande,0.493,beslulit,0.507
13,påyrka,0.733,medverkan,0.594,autoriteterne,0.497,löreslå,0.492,gené,0.506
14,öfverhet,0.732,servierne,0.593,vilkorliga,0.492,genomdrifven,0.491,duchatel,0.506
15,komplimentera,0.732,konun,0.592,utfående,0.492,sjeifve,0.49,rogeringen,0.505
16,diktatur,0.731,vilkorligt,0.592,slafegarne,0.491,frikallelse,0.489,nelidoff,0.505
17,wapenhwila,0.731,öfverhet,0.592,skyddsherre,0.489,beslulit,0.489,signatärmakt,0.504
18,bemyndiga,0.73,återinsätta,0.588,hitkalla,0.489,öfverlemuade,0.489,bemyn,0.504
19,mendizabals,0.729,bådskap,0.588,naturalisation,0.487,notificera,0.488,skickning,0.504
20,palen,0.728,genomdrifvit,0.585,kraftåtgärd,0.486,slafegarne,0.488,utwerkat,0.502
21,oafbrutna,0.728,storhertiglig,0.584,militärkommission,0.486,tilltvinga,0.487,vicekung,0.502
22,fördyra,0.727,tractaten,0.584,definitif,0.486,harmand,0.486,biokadens,0.501
23,minisleren,0.727,schweitziska,0.583,storhertiglig,0.485,tailandier,0.486,municipalitet,0.501
24,petitionär,0.727,cessionant,0.583,hedersdomstol,0.485,tillvägabringa,0.485,löreslå,0.5
25,pedres,0.727,öfversändt,0.582,lyckönskningsadress,0.484,torten,0.484,militärkommission,0.499
26,tillskrifver,0.727,vororten,0.582,mesyrer,0.484,militärkommission,0.483,beslutlt,0.499
27,andamål,0.726,riksföreståndare,0.582,medlingsförslag,0.481,utwerkat,0.483,ingåfve,0.499
28,rådslå,0.726,vilkorliga,0.581,tronarfvinge,0.481,bemyn,0.483,heslutit,0.499
29,handelsförhållande,0.726,afslår,0.581,fazyl,0.481,gené,0.482,bianchi,0.498
30,upphäfwas,0.726,magternas,0.581,grelven,0.481,utlämnande,0.482,desavouering,0.498
31,uppgörelse,0.726,demagogisk,0.58,tillvägabringa,0.48,vitnesförhör,0.482,torten,0.497
32,dtr,0.726,widhälla,0.579,återinträde,0.48,vicekung,0.481,jeddo,0.497
33,mediation,0.726,afskedsansökningar,0.579,uppnegociera,0.479,genomdrifva,0.481,halti,0.495
34,calatrava,0.725,förbundsråd,0.578,anbefalde,0.479,irade,0.48,genomdrifven,0.495
35,vetskap,0.725,katholikerna,0.578,utleverering,0.478,vägradt,0.479,inberättadt,0.495
36,achmet,0.725,tillkännagifvit,0.578,skyddsmakt,0.478,embetssigill,0.479,ricasoli,0.495
37,tullsystem,0.724,försvarande,0.578,töfva,0.478,tillförsäkradt,0.478,autoriteterne,0.495
38,buonapartes,0.724,castro,0.577,embetsåtgärd,0.474,instruetion,0.478,sjeifve,0.494
39,fueros,0.724,ständerförsamling,0.577,hornbys,0.474,bealutit,0.478,frikallelse,0.494
40,bankerne,0.724,skyddsmakt,0.576,nndersåter,0.474,riksparlamentets,0.478,bealutit,0.494
41,entledigande,0.723,äktenskapsskilnad,0.576,uppbäfvande,0.473,åvägabringa,0.477,galimberti,0.492
42,försvarsverk,0.722,edsförbundsdagen,0.576,soults,0.473,utfående,0.477,irade,0.491
43,handbref,0.722,provincialständerna,0.575,reformering,0.473,departementerne,0.475,departementerne,0.49
44,vanhederlig,0.722,montemolin,0.575,stationsbefälhafvaren,0.473,ingåfve,0.474,nndersåter,0.489
45,congressen,0.722,savojen,0.574,utbedt,0.473,amagna,0.474,soults,0.489
46,motionera,0.721,vapenhvila,0.574,frikallelse,0.472,maktområde,0.473,betersburg,0.488
47,försvinnande,0.721,marocco,0.573,ådant,0.472,berten,0.473,giévy,0.488
48,afskudda,0.721,concessioner,0.573,tronkandidatur,0.472,järnvägstaxa,0.472,tillvägabringa,0.487
49,förehafvande,0.72,tillvägabringa,0.573,kuha,0.472,inberättadt,0.472,cirkulärnote,0.487
50,halva,0.72,befalte,0.573,centralkomité,0.471,nelidoff,0.471,vägradt,0.486
51,uttydning,0.72,processa,0.572,penningbelöning,0.471,mairernas,0.471,kanslärn,0.486
52,välförtjent,0.72,struve,0.572,fortbestånd,0.471,platsera,0.471,stambuloffs,0.486
53,wienska,0.72,halva,0.572,åkerbruksministern,0.471,annullering,0.471,tillförsäkradt,0.486
54,öfverilning,0.72,ephori,0.572,konni,0.471,heslutit,0.471,käjserlig,0.486
55,kreditiver,0.72,hemförlofva,0.572,understält,0.471,bergverks,0.47,riksparlamentets,0.485
56,egenmäktig,0.719,tilsit,0.572,foke,0.471,betersburg,0.47,ragheb,0.485
57,integritet,0.719,kassation,0.572,utvisning,0.47,lösgifvande,0.47,instruetion,0.485
58,återvändande,0.719,enstämmighet,0.571,pedres,0.47,negociera,0.469,medgåfves,0.484
59,hawkesbury,0.719,konsti,0.57,municipalitet,0.47,utbedt,0.469,negociera,0.483
60,status,0.718,thurgau,0.569,tillrådan,0.47,duchatel,0.469,berten,0.483
61,mauguin,0.718,ohörsamhet,0.569,fyrväsen,0.47,tilllåtelse,0.469,zorilla,0.483
62,förväg,0.718,crampton,0.569,vidtogo,0.469,dorten,0.469,hitrovo,0.482
63,allvarligen,0.718,tvångsåtgärd,0.568,suveränetet,0.469,nndersåter,0.469,slafegarne,0.482
64,underskrifva,0.717,militärmakt,0.568,autoriteternas,0.468,tillrådt,0.468,dorten,0.482
65,reformera,0.717,lifegna,0.568,godvillig,0.468,brialmont,0.468,käjserligt,0.482
66,bortblanda,0.717,fredsvilkor,0.568,hänvändt,0.468,delegeradena,0.468,autorisation,0.482
67,bådo,0.717,presslag,0.568,öfverlåten,0.468,macedonisk,0.467,edsförbundsdagen,0.481
