,sv_1760,sv_1760_d,sv_1780,sv_1780_d,sv_1800,sv_1800_d,sv_1820,sv_1820_d,sv_1840,sv_1840_d,sv_1860,sv_1860_d,sv_1880,sv_1880_d,sv_1900,sv_1900_d
0,odygd,0.909,odygd,0.812,makterne,0.703,makterne,0.645,makterne,0.653,magter,0.631,magt,0.703,magier,0.611
1,försträcka,0.907,förgäten,0.806,mägtiga,0.678,medla,0.627,magternas,0.624,magier,0.628,magier,0.646,suveränitetsrättigheter,0.61
2,männe,0.9,politista,0.804,folkrätt,0.664,inblandning,0.589,magier,0.62,magt,0.624,suveränitetsrättigheter,0.643,verldsdelens,0.601
3,bätre,0.899,ssäl,0.801,organisation,0.661,magter,0.573,statsförbund,0.616,påfvestolen,0.623,stormakt,0.633,verldsfreden,0.599
4,ewiga,0.898,wärsta,0.795,sjelfständig,0.659,magterna,0.572,magter,0.595,magternas,0.609,magterna,0.632,stormagternas,0.594
5,trygg,0.895,förebrå,0.793,garantera,0.654,krigförande,0.568,stormakt,0.594,makterne,0.606,magts,0.626,magterna,0.593
6,undergäng,0.894,wälmening,0.79,biständ,0.654,nystland,0.56,anslutning,0.592,stormakt,0.604,magter,0.622,magt,0.592
7,gudö,0.893,flör,0.789,förfwara,0.649,upprätthålla,0.558,fredsförslag,0.591,statsordning,0.601,stormagternas,0.616,tripelallians,0.59
8,pligt,0.893,gikt,0.789,defensiv,0.646,makternes,0.558,medlare,0.586,respekterande,0.6,magten,0.608,öfverherrskap,0.589
9,hugna,0.893,nansin,0.788,krigförande,0.646,magier,0.556,interess,0.586,folkrättslig,0.6,magternas,0.604,magters,0.589
10,arén,0.892,boch,0.788,tyrolen,0.643,förfwara,0.553,makternes,0.585,måklén,0.596,öfverherre,0.599,öfverherre,0.589
11,företagande,0.892,möjeligit,0.788,bestydd,0.643,magternas,0.553,zarens,0.583,stormagternas,0.596,taikun,0.599,hegemoni,0.587
12,börd,0.892,bätre,0.787,hämnd,0.643,defensiv,0.553,magten,0.583,wienerfördragen,0.594,okränkt,0.597,torten,0.585
13,fåken,0.892,artighet,0.787,mediation,0.642,medlare,0.553,helstat,0.58,magterna,0.593,långmodighet,0.597,långmodighet,0.585
14,ypperst,0.891,tjenande,0.787,förenta,0.639,fördrag,0.553,garanterat,0.579,taikun,0.592,herskarne,0.596,herskarne,0.584
15,rättmätig,0.891,medge,0.787,beskyddare,0.639,handelstraktat,0.551,interessen,0.579,krigförande,0.591,suveränitet,0.596,koburgaren,0.583
