,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,erinäisistä,0.705,ulkomaiden,0.587,kotimaau,0.777
1,kertomuksia,0.678,ulkomaan,0.58,lotimaan,0.763
2,teollisuuden,0.677,taloudellisia,0.565,ulkomaan,0.727
3,sanomalehdistä,0.659,kuulumisia,0.563,kotimaasta,0.689
4,hyödyllisiä,0.657,kauno,0.554,ulkomaau,0.68
5,mietteitä,0.656,tapahtumia,0.553,nlkomaan,0.669
6,tapauksista,0.647,kirjallisuutta,0.547,ulkomaankin,0.656
7,kirjoituksia,0.64,tärkeämpiä,0.545,ulkoillaan,0.651
8,erinäisten,0.638,koti-,0.542,susmesta,0.643
9,sanomalehtien,0.636,uutisia,0.542,äalon,0.627
10,neuwoja,0.635,huwittawia,0.528,uutifta,0.625
11,kansojen,0.633,kauppatietoja,0.527,pillutietoja,0.62
12,yhteisiä,0.629,kuivauksia,0.526,kesti-suomesta,0.618
13,kansain,0.627,paikkakunnallisia,0.523,kotimaalta,0.613
14,hengellisiä,0.626,tieteellisiä,0.515,ulkomailta,0.61
15,maamiljelyksen,0.626,kotomaan,0.515,pöristä,0.605
16,opetuksia,0.625,koto-,0.515,nutisia,0.603
17,todistuksia,0.624,historiallisia,0.513,uulisia,0.601
18,tärkeitä,0.624,runoja,0.511,kirjemaihtoa,0.6
19,suomalaisten,0.62,kaunokirjallisia,0.505,zortawalasta,0.595
20,seikkoja,0.616,tulvia,0.505,tuomesta,0.594
21,suomalaisuuden,0.615,hallitustoimia,0.502,mkku,0.59
22,lisiä,0.612,suomennoksia,0.501,liikoinaan,0.584
23,tuotteita,0.612,alkuperäisiä,0.499,ullomaau,0.583
24,tapoja,0.611,uuteloita,0.497,ulkomaisia,0.582
25,simistystä,0.611,yhteiskunnallisia,0.49,kotimaisia,0.582
26,kohtia,0.608,merkillisiä,0.49,likku,0.581
27,rahwaan,0.605,käännöksiä,0.489,luulumisia,0.58
28,sääntöjä,0.603,tärkeimpiä,0.488,suomesta,0.576
29,käyttämisestä,0.601,sananlaskuja,0.486,uutkia,0.573
30,koti-,0.6,kuwauksia,0.484,zuomesta,0.573
31,aineista,0.6,opillisia,0.482,suomesta*,0.571
32,siwistyksen,0.595,koskewia,0.482,pikkutietoja,0.569
33,ihmiskunnan,0.594,maantieteellisiä,0.481,kirjallisuntta,0.567
34,historiasta,0.593,kumaelmia,0.481,lotimaalla,0.564
35,muistakin,0.59,kotimaisia,0.48,kotimaalla,0.563
36,semmoisista,0.59,jatk,0.48,ulkomaitten,0.561
37,kirjojen,0.59,kertoelmia,0.478,kirjallisuutta,0.56
38,kirjallisia,0.589,waltiollisia,0.476,poimintoja,0.558
39,kirjallisuutta,0.588,ulkomaau,0.475,kotomaan,0.554
40,neumoja,0.587,mietteitä,0.474,lvluualta,0.554
41,runoja,0.587,tirj,0.472,uutisia,0.553
42,uusien,0.584,muistelmia,0.471,lotimaasta,0.552
43,kysymyksiä,0.583,kuwia,0.47,wenäjältä,0.552
44,nykyisestä,0.583,kalliimpia,0.468,koti-,0.552
45,aineissa,0.583,isänmaallisista,0.466,naapurimaista,0.552
46,yksinäisten,0.582,kuwaelmia,0.464,menäjältä,0.552
47,selityksiä,0.582,tauluja,0.463,nitomaan,0.551
48,erinäisiä,0.582,kirjallisia,0.462,ulkomaiden,0.551
49,muidenkin,0.581,toti-,0.461,työmailta,0.551
50,asioista,0.58,kaikuja,0.461,munalta,0.549
51,osoituksia,0.579,kotimaista,0.46,oikomaan,0.549
52,edistymistä,0.575,valittuja,0.457,ullomaan,0.543
53,muutamista,0.574,nlkomaan,0.456,läheteltyjä,0.542
54,opetuksen,0.573,kirjotuksia,0.456,teknillisiä,0.541
55,uusista,0.571,tilastollista,0.455,snomesta,0.54
56,tuksia,0.57,seinäkarttoja,0.454,janomia,0.539
57,yhteiselle,0.57,koskemia,0.454,tuomalaisia,0.539
58,keinoja,0.567,oimallisia,0.454,venäjältä,0.538
59,luonnon,0.567,hengellisistä,0.454,toti-,0.537
60,ulkomaan,0.564,kansallisista,0.453,ulkomaalta,0.537
61,maiden,0.563,matkoilta,0.452,metalliteollisuutta,0.537
62,parannuksia,0.561,hämeestä,0.449,ultomaan,0.535
63,seurakuntain,0.56,kertomuksia,0.448,nutista,0.534
64,kansan,0.559,jallisuutta,0.447,työalueelta,0.533
65,kuulumisia,0.558,tarkoittamia,0.446,muualta,0.532
66,muistutuksia,0.558,mainitsematta,0.445,ulko-,0.531
67,samoja,0.558,firj,0.445,ulfomaan,0.53
68,historiaa,0.556,lyhykäisiä,0.444,monalta,0.53
69,satuja,0.553,maapalloja,0.444,kirjallisnutta,0.528
70,koti,0.552,kirjoituksia,0.443,ulfomaalta,0.528
71,seuroja,0.551,karttoja,0.443,kuti-,0.528
72,kansoja,0.551,ulkomaalla,0.442,matkakirjeitä,0.526
73,kirjain,0.55,hyödyllisiä,0.442,kotimaista,0.526
74,kristinopin,0.55,suomenkielisistä,0.442,komaalta,0.523
75,his,0.549,kirjallisuuteen,0.442,untisia,0.523
76,tapain,0.548,uskonnollisia,0.44,kotimaita,0.523
77,paikoista,0.548,pääkirjoituksia,0.44,gnglannin,0.522
78,kirjoista,0.546,lirj,0.439,uutifia,0.52
79,tarpeellisia,0.545,kirjallisista,0.438,wenäjälta,0.517
80,nimiä,0.545,tarinoita,0.437,koulukirjallisuutta,0.516
81,koulujen,0.545,kirj,0.437,yleishyödyllistä,0.515
82,suomenmaan,0.544,koskisen,0.437,uulista,0.515
83,suomenkielen,0.543,kaunokirjallisuutta,0.437,ulkomaista,0.513
84,kansamme,0.543,runollisia,0.436,uutijia,0.513
85,sisältämään,0.543,toimitamme,0.434,weuäjältä,0.512
86,nuorisolle,0.542,helpompia,0.434,kasmatusopillisia,0.509
87,kouluista,0.542,hauskoja,0.433,pohjoismaista,0.508
88,uutisia,0.54,kokoelmia,0.433,uikku,0.507
89,muitaki,0.54,kryytimaan,0.433,lähiseudulta,0.507
90,muiden,0.539,koti,0.433,lähiseud,0.506
91,suomeu,0.539,matkamuistelmia,0.433,merkillisempiä,0.506
92,kansallisen,0.539,kansanlauluja,0.433,ultomaalta,0.505
93,omia,0.538,tumia,0.432,loti-,0.504
94,talonpoikain,0.538,maiden,0.431,tostewia,0.501
95,kieliä,0.535,luonnontieteen,0.43,keski-suomesta,0.501
96,rahmaan,0.535,kumia,0.428,uutizia,0.501
97,olosta,0.534,isänmaallisia,0.427,maataloudellisia,0.5
98,sopimia,0.534,lapista,0.427,weniijältä,0.5
99,sanain,0.534,runo,0.427,nllomaan,0.5
