,fi_1840,fi_1840_d,fi_1860,fi_1860_d,fi_1880,fi_1880_d
64,suomennettu,0.46,sanoina,0.55,lounas,0.66
65,englandin,0.459,pohjois-suomi,0.55,aikakaus,0.658
66,kehoitus,0.459,oppikoulu,0.549,lchli,0.658
67,nykyisestä,0.459,ruotsalainen,0.549,viikkolehti,0.657
68,seuraawa,0.457,teos,0.547,dagbladet,0.657
69,kirjoituksessa,0.456,news,0.546,biet,0.656
70,numero,0.456,daily,0.544,lehtt,0.656
71,julkisissa,0.455,tiedemies,0.543,kirjemaihtaja,0.655
72,kerrottu,0.454,alkeis-opisto,0.542,westnik,0.654
73,kirjoitettu,0.453,seuranäytelmä,0.541,listol,0.652
74,nykyisin,0.452,lähetyssaarnaaja,0.54,herold,0.652
75,parisissa,0.451,teaterihuone,0.539,puolimirallinen,0.65
76,uudesta,0.45,noma,0.538,..wiipuri,0.649
77,lähet,0.449,kuukauslehti,0.538,swjät,0.647
78,kirjallisuus,0.449,eesti,0.534,nomalehti,0.647
79,lord,0.449,wasabladet,0.532,morgonbladet,0.647
80,kirjoitetaan,0.449,l.-s.,0.53,kirjeenwaihtaja,0.646
81,kertomus,0.449,englantilainen,0.53,..suomalainen,0.646
82,englannin,0.448,p.-s.,0.527,..satakunta,0.646
83,lukijoille,0.448,oulun,0.527,näyttönumero,0.645
84,kirjeen,0.447,numero,0.527,kymi,0.644
85,ilmestynyt,0.446,ilmarinen,0.526,salmetar,0.644
86,julistanut,0.444,lehdestä,0.525,kirjccnwaihtaja,0.643
87,päätetty,0.444,koululaki,0.524,päiwälchti,0.643
88,alus,0.441,dagblad,0.524,päimälchti,0.643
89,seikka,0.441,hämäläinen,0.521,.suomalainen,0.642
90,sisältää,0.44,metar,0.521,aputoimittaja,0.642
91,tarina,0.44,naiskoulu,0.52,lirjeenwaihtaja,0.641
92,puhe,0.44,lahkokunta,0.519,kirjeenvaihtaja,0.641
93,nimeltä,0.439,wenäläinen,0.518,aftonbladet,0.64
94,parisin,0.439,toimitus,0.517,belge,0.637
95,kiinasta,0.437,menolainen,0.517,sanonia,0.636
96,lähdettää,0.436,italialainen,0.515,sauoma,0.636
97,kirjakauppaan,0.435,teateri,0.513,malehti,0.635
98,ruotsissa,0.435,kirjainen,0.513,kirjeenmaihtaja,0.635
99,sananlasku,0.434,niminen,0.512,satakunta,0.635
