,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,järjestelmä,0.818,perustuslaki,0.858
1,perustuslaki,0.813,waltiomuoto,0.855
2,katsantotapa,0.736,maltiomuoto,0.82
3,järjestys,0.726,itsenäisyys,0.788
4,liitto,0.722,keisarikunta,0.774
5,yksimielisyys,0.716,autonomia,0.768
6,hallitsia,0.712,itsehallinto,0.758
7,ministeristö,0.71,asemelmollisuuslaki,0.741
8,sotalaitos,0.71,lainsäädäntö,0.737
9,perustus,0.709,eduskunta,0.733
10,hallitsija,0.706,maalaki,0.733
11,ministeristä,0.705,edustuslaitos,0.728
12,waltakunta,0.702,koululaki,0.728
13,orjuus,0.701,laki,0.726
14,aikakausi,0.696,yhteiskuntajärjestys,0.719
15,aate,0.694,perustuslaillinen,0.716
16,hallinto,0.694,politiikki,0.712
17,perustuslaillinen,0.691,hallitsija,0.71
18,mieli-ala,0.688,tasamaita,0.71
19,perustuslaissa,0.679,politiikka,0.709
20,rajoitus,0.678,polititi,0.702
21,tasawalta,0.677,monarkia,0.701
22,asemelmollisuus,0.677,edustuskunta,0.701
23,ministerikunta,0.67,perustus,0.698
24,eduskunta,0.67,sotalaitos,0.697
25,puolue,0.669,painomapaus,0.696
26,itsenäisyys,0.667,rahakanta,0.695
27,kansallisuus,0.661,tullitaksa,0.694
28,asewelwollisuus,0.661,kuningaskunta,0.693
29,mieliala,0.66,periaate,0.693
30,kansakunta,0.659,oikeuslaitos,0.692
31,valtiollinen,0.656,tullitalsa,0.691
32,waatimus,0.653,ruhtinaskunta,0.69
33,keisarikunta,0.652,politili,0.689
34,maltakunta,0.65,yliherruus,0.686
35,tasamaita,0.649,perustuslait,0.684
36,kansallinen,0.649,hallitusmuodon,0.683
37,kirkollinen,0.646,palkolaki,0.678
38,sominto,0.643,politiki,0.675
39,periaate,0.639,hallitusmuotoa,0.67
40,valtakunta,0.638,elinkeinolaki,0.665
41,laki,0.636,tasawalta,0.665
42,kirkkolaki,0.634,kolminaisliitto,0.663
43,itsenäinen,0.633,perustuslaissa,0.663
44,kiihko,0.63,puolueettomuus,0.663
45,yhteys,0.63,rikoslaki,0.662
46,luottamus,0.628,rauhanliitto,0.66
47,tosi-asia,0.627,valtakunta,0.659
48,mielipide,0.626,liittokunta,0.658
49,wapaus,0.624,liitto,0.658
50,yhtäläisyys,0.624,edistyspuolue,0.657
51,vaatimus,0.622,hallituskunta,0.654
52,maatimus,0.622,waltakunta,0.652
53,lahkokunta,0.622,tullitariffi,0.651
54,maakunta,0.62,lainlaadinta,0.649
55,erimielisyys,0.62,perustuslain,0.649
56,puolustus,0.62,vaalilaki,0.648
57,sääntö,0.618,perustuslakia,0.647
58,europalainen,0.618,parlamentti,0.647
59,menettely,0.618,tieliasetus,0.646
60,menetys,0.617,järjestelmä,0.646
61,waltiollinen,0.617,kansalliskokous,0.646
62,asemamme,0.617,saksanmaa,0.645
63,ruhtinaskunta,0.616,unkarille,0.645
64,yhteiskunnallinen,0.615,ylimalta,0.645
65,muutos,0.614,edustajakunta,0.645
66,tyytymättömyys,0.614,maltakunta,0.645
67,koululaki,0.614,ulkopolitiikka,0.645
68,edistys,0.612,säädäntö,0.644
69,suhde,0.611,keskipuolue,0.644
70,vääryys,0.605,hallitusmuodossa,0.643
71,mapaus,0.604,waltiomuodon,0.643
72,olemus,0.603,yhdistyminen,0.643
73,eripuraisuus,0.602,sosialistilaki,0.642
74,erilaisuus,0.601,maltatunta,0.64
75,sowinto,0.599,kansanpuolue,0.64
76,maltiollinen,0.599,ajanlasku,0.64
77,laitos,0.598,maaliitto,0.639
78,nimitys,0.598,politiiki,0.638
79,edustus,0.598,maltiomuodon,0.635
80,epäjärjestys,0.598,valtiomahti,0.635
81,lakina,0.597,orjuus,0.635
82,liittokunta,0.596,kieliasetus,0.633
83,pyrintö,0.596,hallitsijasuku,0.633
84,elinkeino,0.595,maltalunta,0.632
85,ehto,0.594,merilaki,0.632
86,nykyinen,0.593,sopimuskirja,0.631
87,yhteiskunta,0.591,hallitsia,0.63
88,asetns,0.589,asevelvollisuuslaki,0.63
89,vapaus,0.589,wapaawalta,0.628
90,maimaishoito,0.588,lali,0.627
91,suojelus,0.586,hallitun,0.627
92,lvalta,0.584,tasamalta,0.627
93,uudistus,0.583,kansankirkko,0.626
94,silvistys,0.583,puoluejako,0.625
95,siwistys,0.582,mallankumous,0.625
96,suostumus,0.58,irlannille,0.625
97,toiminta,0.58,painolaki,0.624
98,sisällinen,0.58,erikoisasema,0.623
99,into,0.579,lakiehdotus,0.622
