,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,kansakunta,0.769,yhteiskuntaa,0.704
1,inhimillinen,0.707,yhteistunto,0.695
2,kansallinen,0.7,uskonto,0.68
3,isänmaa,0.686,yhteislunta,0.677
4,kansallisuus,0.681,ihmiskunta,0.666
5,yhteiskunnassa,0.673,köyhälistö,0.666
6,ihmiskunta,0.659,kansakunta,0.661
7,yhteiskunnan,0.657,nykyaika,0.661
8,simistys,0.652,kristillisyys,0.659
9,hallitsija,0.647,simistys,0.656
10,ihmisyyden,0.645,kansallisuus,0.649
11,kansa,0.643,siwistys,0.644
12,kausa,0.64,yhteiskunnan,0.641
13,siwistys,0.639,kirjallisuus,0.631
14,lvoima,0.636,kansamme,0.63
15,edistys,0.626,teiskunta,0.625
16,mieli-ala,0.621,yläluokka,0.624
17,yksimielisyys,0.621,yksilö,0.617
18,maltakunta,0.618,kaunokirjallisuus,0.616
19,luottamus,0.617,lainsäädäntö,0.614
20,kansamme,0.615,fiwistys,0.614
21,isänmaan,0.614,fimistys,0.614
22,olemus,0.613,aikamme,0.614
23,maallinen,0.613,inhimillisyys,0.612
24,maakunta,0.613,sosialismi,0.609
25,sotalaitos,0.612,siwislys,0.608
26,itsenäinen,0.612,yhteiskuntamme,0.607
27,pyrintö,0.61,kulttuuri,0.602
28,kansakin,0.61,simislys,0.601
29,isänmaata,0.61,yhteiskunnassa,0.597
30,mapauden,0.61,kristinusko,0.596
31,katsantotapa,0.61,simeellisesti,0.596
32,itsenäisyyden,0.607,yhteiskunnallinen,0.596
33,kristillisyys,0.607,ihmiskunnan,0.593
34,ihmiskunnassa,0.606,kansallisesti,0.593
35,silvistys,0.605,simeys,0.591
36,harrastus,0.605,siivistys,0.591
37,sanomakirjallisuus,0.602,ihmisyys,0.59
38,yhteiskunnalle,0.6,silvistys,0.59
39,waltakunta,0.6,kansanluokka,0.589
40,asemamme,0.597,yksilön,0.587
41,ihmiskuntaa,0.597,sanomalehdistömme,0.585
42,valtakunta,0.597,perhe-elämä,0.584
43,kansaksi,0.596,simeellinen,0.584
44,aate,0.594,yhteiskunnasta,0.584
45,kansaansa,0.593,simistyksemme,0.583
46,järjellinen,0.592,siweellisesti,0.583
47,hallitusmuoto,0.591,yhteiskunta-,0.583
48,hengellisesti,0.59,aineellisuus,0.58
49,walistus,0.59,elimistö,0.58
50,miisaus,0.59,maailma,0.578
51,tulemaisuus,0.59,taloustiede,0.575
52,kansansa,0.59,laitoksemme,0.575
53,kansalta,0.589,sivistys,0.575
54,turmelus,0.588,ajatus-,0.573
55,sisällinen,0.584,yhteiskuntaan,0.572
56,maltakunnan,0.584,siweys,0.571
57,orjuus,0.584,ihmissuku,0.571
58,hallitsin,0.583,ihmiskunnassa,0.571
59,järjestelmä,0.582,raittiusliike,0.571
60,maatansa,0.58,kehitys,0.57
61,toimeliaisuus,0.58,itsenäisyytemme,0.57
62,puolue,0.58,kansalainen,0.568
63,hallitsia,0.577,siwistyksemme,0.568
64,yhteiskunnallinen,0.576,aikakautemme,0.567
65,yhteys,0.576,kaniamme,0.566
66,kansal,0.573,yhteiskunnallisia,0.565
67,maimaishoito,0.57,kuutauslehti,0.565
68,kristitty,0.57,isänmaa,0.565
69,kunnioitus,0.569,isänmaanrakkaus,0.564
70,siwistynyt,0.566,kansallishenki,0.564
71,onnelle,0.566,lääketiede,0.564
72,isänmaansa,0.565,ihmisrakkaus,0.564
73,kansan,0.564,perhe-elämän,0.563
74,jokainen,0.564,taloutemme,0.562
75,itsenäisyys,0.56,kansallisuutensa,0.562
76,kansaamme,0.56,kristitty,0.561
77,maansa,0.559,ustonto,0.561
78,mapaus,0.559,valistus,0.56
79,suojelus,0.558,nykyaikainen,0.56
80,kansallisen,0.557,kansan,0.559
81,ruotsalaisuus,0.557,uslonto,0.559
82,maailma,0.557,alhaiso,0.558
83,kausau,0.556,uskonnollinen,0.558
84,isänmaatansa,0.555,kansallinen,0.558
85,ihmiskunnalle,0.555,lainlaadinta,0.555
86,kansallista,0.555,yhteiskunnalle,0.555
87,rehellisyys,0.554,kristinoppi,0.555
88,välikappale,0.553,katsantokanta,0.554
89,pyrkiminen,0.551,yhteiskuntajärjestys,0.554
90,ihmisessä,0.55,köyhälistön,0.554
91,viisaus,0.55,ihmiskuntaa,0.554
92,kansassa,0.549,kansankirkko,0.554
93,sitkeä,0.548,oikeuslaitos,0.554
94,kansoille,0.548,hallitusmuoto,0.553
95,elinkeino,0.548,kansakunnan,0.553
96,kansallisuuden,0.547,olemuksemme,0.553
97,tulewaisuus,0.546,suurteollisuus,0.553
98,simistykscn,0.546,vapaamielisyys,0.552
99,henkinen,0.546,rahakanta,0.552
