,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,historiallinen,0.704,arkistosta,0.707
1,albumi,0.669,arkistossa,0.66
2,nios,0.66,arkistoon,0.64
3,mihto,0.653,arkistolle,0.639
4,koitar,0.65,arkiston,0.615
5,historiallisen,0.64,arkistoa,0.614
6,mihko,0.635,säilytettämäksi,0.576
7,wihto,0.63,arkistot,0.557
8,wihko,0.622,asemakartta,0.554
9,aarre-aitta,0.621,säilytettämätsi,0.547
10,wihlo,0.616,säilytettäwäksi,0.546
11,vihlo,0.612,tarkastuskomitea,0.542
12,sanakirja,0.604,kansliaa,0.538
13,tilasto,0.598,kistossa,0.537
14,lvihko,0.592,arkistoja,0.531
15,kalewala,0.589,mankila,0.529
16,käsikirjoitus,0.582,kirjasto,0.526
17,osakunta,0.582,haltuuu,0.525
18,lukukirja,0.581,tuimesta,0.522
19,kielitieteellisen,0.571,arkis,0.521
20,jakso,0.567,waltioarkistoon,0.519
21,käsikirja,0.564,kisto,0.517
22,vihko,0.563,arkeologisen,0.516
23,kielitieteellinen,0.563,arkistoista,0.515
24,kartta,0.557,kanslia-,0.513
25,biblia,0.555,kirjastossa,0.508
26,runoelmia,0.549,asemapiirros,0.507
27,kalemala,0.548,kokoelmiin,0.507
28,mauri,0.548,hnostaan,0.507
29,maatiede,0.547,asiapaperi,0.505
30,aikakaus,0.546,rakeuuus,0.5
31,johdanto,0.546,sinetissä,0.499
32,lainopillinen,0.54,tuomiokirkko,0.497
33,aapinen,0.537,huostassa,0.497
34,romani,0.536,kokoussali,0.496
35,kanteletar,0.533,museoon,0.495
36,kustantama,0.531,säilytettämiksi,0.494
37,käännös,0.529,arkistonhoitaja,0.494
38,ewankeliumi,0.524,kansliaan,0.491
39,auerbach,0.523,waatuna,0.491
40,arkiston,0.522,museoksi,0.49
41,aikakauskirja,0.52,kansanlukusaliin,0.49
42,tidskrift,0.519,holmeissa,0.486
43,dickens,0.518,kirjastosta,0.486
44,kirja,0.517,virkakirje,0.486
45,maantiede,0.516,kamaritoimitus,0.485
46,kalevala,0.515,kalleudet,0.484
47,juteinin,0.515,kauslia,0.483
48,lukemisto,0.514,laboratoori,0.483
49,111,0.514,huostaau,0.483
50,kalenteri,0.513,rakeunus,0.482
51,kantelettaren,0.512,labora,0.481
52,kielioppi,0.512,tarkastettamatsi,0.478
53,ohjelma,0.502,kansallismuseo,0.478
54,historia,0.5,waltioarkiston,0.477
55,kokoelma,0.498,päähallitus,0.477
56,lapsukaisille,0.498,vaakuna,0.474
57,runoelma,0.498,rahasto,0.474
58,oppikirja,0.496,arkistoissa,0.474
59,suomentama,0.496,kalustohuone,0.474
60,painos,0.495,kiston,0.472
61,tiedeseuran,0.494,kanslian,0.471
62,kieli-oppi,0.494,käytettäiväksi,0.47
63,topeliuksen,0.493,konsistoriin,0.469
64,kertomus,0.493,museossa,0.469
65,dramallinen,0.489,waakuna,0.469
66,luettelo,0.488,kirkkona,0.469
67,erkko,0.487,toimituskunnasta,0.468
68,kaikuja,0.486,kansliasta,0.468
69,kirjallis,0.485,lunastettawaksi,0.467
70,kuwilla,0.484,rakennusasia,0.467
71,kirjanen,0.484,kirjallisuus-,0.467
72,oppikirjasta,0.482,toimimalta,0.466
73,nid,0.482,ritarihuoneessa,0.466
74,tilastollinen,0.481,kirjastoon,0.465
75,palestinan,0.48,seinälle,0.465
76,111.,0.48,kamreeriksi,0.465
77,maantieteellisiä,0.479,kirjakokoelma,0.465
78,virsikirja,0.478,käyteltämäksi,0.465
79,verne,0.475,rakennuskassa,0.465
80,xiii,0.475,rahapaja,0.463
81,shakespearen,0.474,lainakirjastoon,0.463
82,topelius,0.473,maakuna,0.462
83,kirjoittama,0.472,lunastettamaksi,0.462
84,agricolan,0.471,hallusta,0.462
85,kumilla,0.471,istuntosalin,0.461
86,valfrid,0.471,talons,0.461
87,nowelli,0.47,museorakennus,0.459
88,tartossa,0.47,virkakieleksi,0.457
89,kertoelma,0.47,kokoelmia,0.457
90,berthold,0.47,asiakirja,0.457
91,washington,0.47,muse,0.456
92,topelius'en,0.468,toimituskuntaan,0.456
93,ensimainen,0.465,tarkastettawatsi,0.456
94,opillinen,0.464,mälitykscllä,0.456
95,satuja,0.464,wankila,0.456
96,kansantajuinen,0.464,lansliaan,0.455
97,gnsimäinen,0.464,raha-,0.455
98,arndt,0.463,tarkastettawaksi,0.453
99,kirjall,0.461,istuntosali,0.453
