,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,sominto,0.819,sopimuskirja,0.82
1,suostumus,0.815,kauppasopimus,0.795
2,liitto,0.771,rauhansopimus,0.792
3,aselepo,0.676,pimus,0.77
4,san-stefanon,0.673,wälipuhe,0.749
5,ministerien,0.657,välipuhe,0.744
6,afghanistanin,0.656,kauppaliitto,0.736
7,maltojen,0.652,mälipuhe,0.699
8,hallitusten,0.651,aselepo,0.689
9,myönnytys,0.649,lakiehdotus,0.684
10,lähettiläiden,0.646,sopimusta,0.683
11,ministeristä,0.64,liittokirja,0.682
12,sowinto,0.631,kontrahti,0.679
13,maltain,0.63,rajariita,0.663
14,kongressin,0.625,lakiehdoitus,0.659
15,tutkimus,0.625,riitakysymys,0.659
16,kamarien,0.621,sowinto,0.65
17,preussille,0.617,riita,0.65
18,rauhanliiton,0.613,välikirja,0.645
19,turkille,0.611,tarjomus,0.645
20,sowittu,0.611,lainehdotus,0.64
21,berlinin,0.608,sominto,0.639
22,ruhtinaskunta,0.607,laki-ehdotus,0.638
23,sotaretki,0.607,myönnytys,0.629
24,liiton,0.606,päätös,0.626
25,montenegron,0.603,sitoumus,0.625
26,liittokunnan,0.602,rauhanliitto,0.623
27,englannille,0.601,liitto,0.622
28,itämallan,0.6,neuwottelu,0.621
29,sominnon,0.6,sopimuksia,0.619
30,konstantinopolissa,0.599,sopimulsen,0.619
31,somintoa,0.598,sopimukset,0.618
32,sowinnon,0.596,suunnitelma,0.613
33,waltain,0.595,yliherruus,0.613
34,turkin,0.595,päälös,0.612
35,frauskan,0.594,sopimuksesta,0.608
36,tnrkin,0.592,ehdotus,0.608
37,turlin,0.592,kompromissi,0.606
38,kongressissa,0.591,vaalilaki,0.605
39,numänian,0.59,sopiminen,0.605
40,wahwistus,0.59,kinastus,0.605
41,erimielisyys,0.589,kansanäänestys,0.604
42,parlamentille,0.588,säätyanomus,0.602
43,parlamentissa,0.588,vuokrasopimus,0.601
44,allekirjoitettiin,0.587,sotatila,0.601
45,turkinmaan,0.585,suostumus,0.6
46,italialle,0.585,tullitaksa,0.599
47,ministeristö,0.581,kauppasopimuksen,0.597
48,serbian,0.579,molemminpuolisesta,0.596
49,suurimaltain,0.578,ehdoitus,0.592
50,rumanian,0.578,rauhanehtojen,0.591
51,sultaanin,0.576,maalaki,0.591
52,emirin,0.576,tarjoumus,0.59
53,verlinin,0.576,neumottelu,0.589
54,kongressi,0.575,sopimuksen,0.585
55,turtin,0.573,kauppaso,0.584
56,valtain,0.572,asetusehdotus,0.581
57,itsenäisyys,0.571,yhteys,0.581
58,bosnian,0.571,muutos,0.581
59,itälvallan,0.571,tullitariffi,0.581
60,afganistanin,0.57,tullisota,0.58
61,englandin,0.57,tulowero,0.577
62,prenssin,0.569,sopimuksessa,0.575
63,katolisten,0.567,väätös,0.573
64,egyptin,0.566,interpellatsioonin,0.572
65,puolueiden,0.565,ehdoitns,0.572
66,rumänian,0.565,yhdistyminen,0.572
67,itärumilian,0.565,selwitys,0.57
68,waltakuntain,0.565,koululaki,0.568
69,preussin,0.565,uudistus,0.567
70,turkiu,0.564,sopimutsen,0.567
71,hallitusmuoto,0.564,muutosehdotus,0.566
72,muutos,0.564,lakimääräys,0.566
73,somittu,0.561,kauppasopimuksia,0.566
74,eduskunnan,0.561,järjestelmä,0.565
75,europalainen,0.559,tarjoomus,0.565
76,valloitus,0.559,määräys,0.565
77,äänestys,0.559,chdoitus,0.564
78,rauhasta,0.559,luottamuslause,0.562
79,franstan,0.558,sopimulsia,0.561
80,ministeristön,0.558,selkkaus,0.561
81,batumin,0.556,ehdotns,0.561
82,ministerikunta,0.555,säädös,0.56
83,bulgarian,0.555,sotaretki,0.56
84,wcnäjä,0.555,aselemon,0.56
85,maatimus,0.555,pääiös,0.56
86,sopimuksen,0.554,tullimus,0.559
87,rajoitus,0.553,vaatimus,0.557
88,itävallan,0.553,yhtyminen,0.556
89,perustuslaki,0.553,esitys,0.556
90,sultanin,0.552,tullitalsa,0.555
91,malloitus,0.551,rauhansopimuksen,0.555
92,riita,0.551,sovinto,0.555
93,nenäjä,0.551,pankkilaki,0.554
94,lakkauttaminen,0.55,tasapaino,0.554
95,saksanmaan,0.549,rajakysymys,0.553
96,lakub-khan,0.549,ministerikunta,0.552
97,yhteys,0.549,säännös,0.552
98,perustuslaissa,0.548,erimielisyys,0.552
99,sotaministerin,0.547,chdotns,0.551
