,fi_1860,fi_1860_d,fi_1880,fi_1880_d
0,maltakunta,0.811,maltalunta,0.859
1,waltakunta,0.788,waltakunta,0.853
2,keisarikunta,0.783,maltatunta,0.844
3,hallitsija,0.757,maltakunta,0.831
4,kansakunta,0.7,waltalunta,0.813
5,egypti,0.694,keisarikunta,0.806
6,valtakunnan,0.693,waltatunta,0.795
7,liitto,0.69,hallitsija,0.751
8,valtakunnassa,0.689,waltiomuoto,0.745
9,valtakuntaan,0.688,kuningaskunta,0.742
10,valtakuntaa,0.684,hallitsin,0.732
11,hallitsia,0.681,ruhtinaskunta,0.731
12,liittokunta,0.676,valtakunnassa,0.726
13,sotajoukko,0.674,tasavalta,0.724
14,ruhtinaskunta,0.672,valtias,0.712
15,lahko,0.667,ylimystö,0.698
16,puolue,0.663,maltatunnassa,0.698
17,voima,0.663,maakunta,0.695
18,europa,0.656,valtiomahti,0.694
19,maakunta,0.65,hallitsia,0.693
20,valloitus,0.65,kansakunta,0.692
21,väestö,0.646,valtakuntaan,0.687
22,armeija,0.643,monarkia,0.687
23,tasawalta,0.643,tasamaita,0.681
24,pääkaupunki,0.639,pääkaupunki,0.681
25,hallitusmuoto,0.638,politiikka,0.679
26,sotalaiwasto,0.638,valtaistuimella,0.674
27,vallasta,0.637,valloittaja,0.674
28,välikappale,0.635,politiikki,0.672
29,itsenäisyys,0.635,temppeli,0.67
30,saksanmaa,0.632,mapaamalta,0.669
31,valta,0.63,yliherruus,0.668
32,orjuus,0.627,templi,0.667
33,vääryys,0.626,itsenäisyys,0.666
34,lahkokunta,0.625,armeija,0.665
35,mieliala,0.624,valtakuntaa,0.662
36,sotamoima,0.621,hallitsijasuku,0.66
37,paami,0.621,maltalunnassa,0.66
38,puola,0.614,hallitusmuoto,0.659
39,unkari,0.614,wapaawalta,0.656
40,sota,0.613,liittokunta,0.655
41,sotawoima,0.611,valta,0.653
42,saksalle,0.607,waltatunnassa,0.652
43,perustuslaki,0.606,saksanmaa,0.652
44,bulgaria,0.605,liittolainen,0.652
45,valtaa,0.605,niemimaa,0.651
46,italia,0.602,perustuslaki,0.648
47,englandi,0.6,politili,0.648
48,vallan,0.598,sotavoima,0.647
49,maailma,0.597,valtakunnasta,0.647
50,yhteiskunta,0.597,politiiki,0.646
51,ministeristö,0.597,maltaluntaan,0.642
52,maho,0.596,viisaus,0.641
53,maltakunnan,0.595,vallankumous,0.639
54,kansallisuus,0.593,ystävyys,0.638
55,weuäjä,0.593,vihollinen,0.636
56,ranha,0.59,sotajoukko,0.635
57,tasamaita,0.589,tasawalta,0.635
58,sankari,0.586,hallitsijatar,0.634
59,rooma,0.586,epäjumala,0.634
60,venäjä,0.586,herruus,0.634
61,vapaus,0.586,maltakunnassa,0.633
62,hallitns,0.586,autonomia,0.633
63,mailina,0.585,maltiomuoto,0.633
64,suitani,0.584,polititi,0.632
65,kiihko,0.584,alusmaa,0.632
66,valtiollinen,0.583,venäjä,0.631
67,sotamäki,0.582,itsevaltias,0.631
68,kuuingas,0.581,ritarikunta,0.629
69,hallitsin,0.581,maailma,0.629
70,kristitty,0.578,suurwalta,0.626
71,viha,0.577,valtakunnalle,0.625
72,euroopassa,0.577,valtioksi,0.624
73,sotapäällikkö,0.577,liitto,0.624
74,knningas,0.576,kieltäjä,0.623
75,katsantotapa,0.576,mahtamuus,0.623
76,väli,0.574,vapauttaja,0.621
77,sotawäti,0.573,armeja,0.62
78,tasa,0.569,islam,0.619
79,mieli-ala,0.569,politiki,0.616
80,hallitsijaksi,0.569,veljeskunta,0.616
81,vihollinen,0.568,valtakunnan,0.616
82,kuuiugas,0.568,waltalunnassa,0.615
83,guropassa,0.568,politiilla,0.615
84,armeja,0.567,näisyys,0.614
85,italian,0.567,tsaari,0.614
86,ministeristä,0.566,ulkopolitiikka,0.612
87,paawi,0.566,jumalatar,0.612
88,salsa,0.566,waltias,0.611
89,rooman,0.565,vanhurskaus,0.611
90,sotalaimasto,0.565,keisarina,0.61
91,kuninkaalla,0.565,kirkkokunta,0.609
92,rauhattomuus,0.564,sotalaivasto,0.608
93,keisariksi,0.564,maltakuntaan,0.607
94,voimallinen,0.564,vapaamielisyys,0.607
95,temppeli,0.563,ranska,0.606
96,vaikutus,0.562,valkeus,0.605
97,amerika,0.561,liittolaisena,0.605
98,vapauden,0.561,ylimalta,0.602
99,puolustus,0.56,hallitsijana,0.602
